game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
25,CHILL,True,4,START,-----,5,5,LLM,CONDE,G----,4,4,CSS,CIVIL,GY--G,3.0,3.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,5,START,-----,5,5,LLM,CONDE,-Y-Y-,5,4,CSS,LLOYD,-GG-G,2.0,2.0,LLM,BLOOD,-GGGG,1.0,1.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,6,COULD,---G-,4,4,LLM,SALLE,-Y-G-,4,4,CSS,AYALA,GY-G-,3.0,3.0,LLM,AMPLY,G-GGG,1.0,1.0,CSS,APPLI,GGGG-,1.0,1.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
28,SMILE,True,4,COULD,---G-,4,4,LLM,SALLE,G--GG,2,2,CSS,STYLE,G--GG,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,4,BRAVE,-----,5,5,LLM,SLOTH,--G--,4,4,CSS,SLOOP,--G--,4.0,4.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,3,GIVEN,---G-,4,4,LLM,LASER,Y-YG-,4,4,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,4,COULD,Y----,5,5,LLM,SINCE,-Y-G-,4,4,CSS,TRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,6,COULD,-Y---,5,5,LLM,ASTON,--YY-,5,5,CSS,GROUP,-GG--,3.0,3.0,LLM,TROVE,YGG-G,2.0,2.0,CSS,WRITE,GG-GG,1.0,1.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,2,0,0,0,0
33,RATED,True,3,TEARS,YYYY-,5,5,LLM,CATER,-GGGY,2,2,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,3,START,--YGG,3,3,LLM,AVERT,G-GGG,1,1,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,True,3,GIVEN,Y--G-,4,4,LLM,EAGER,-GGG-,2,2,CSS,CAGES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TEDDY,True,3,LARGE,----Y,5,5,LLM,DENTS,YG-Y-,4,4,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,COLES,False,6,STAGE,Y---Y,5,5,LLM,LINES,Y--GG,3,3,CSS,ROLES,-GGGG,1.0,1.0,LLM,HOLES,-GGGG,1.0,1.0,CSS,POLES,-GGGG,1.0,1.0,LLM,FOLES,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,6,START,--G--,4,4,LLM,ALAIN,--G-Y,4,4,CSS,KNAPP,-YG--,4.0,4.0,LLM,HUANG,G-GGG,1.0,1.0,CSS,GRAIN,Y-G-Y,4.0,4.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,0,0,0,0
39,WRATH,True,4,CODES,-----,5,5,LLM,YALTA,-Y-G-,4,4,CSS,PRATT,-GGG-,2.0,2.0,LLM,WRATH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,5,STAGE,--Y--,5,5,LLM,AAMIR,-GY--,4,4,CSS,MADLY,GG---,3.0,3.0,LLM,MACHU,GGGG-,1.0,1.0,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,5,GRAIN,-----,5,5,LLM,STOLE,--YYY,5,4,CSS,VOWEL,-G-GY,3.0,3.0,LLM,HOLED,-GYG-,3.0,3.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,4,GUESS,G----,4,4,LLM,GORAN,GG---,3,3,CSS,GOTTI,GG---,3.0,3.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,4,START,-Y-Y-,5,5,LLM,TRIBE,YG-Y-,4,4,CSS,ROAST,YY--Y,5.0,4.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,5,GUESS,--Y--,5,5,LLM,LAYER,---YY,5,5,CSS,NORTE,--G-G,3.0,3.0,LLM,VERVE,GGG-G,1.0,1.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,4,CATES,-GYG-,3,3,LLM,TAPER,GG-G-,2,2,CSS,TAKEN,GG-G-,2.0,2.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,True,3,TILES,--YYG,4,4,LLM,DEALS,-GGYG,2,2,CSS,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,COULD,Y----,5,5,LLM,RANCE,-G-Y-,4,4,CSS,SACHS,-GGG-,2.0,2.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,4,GIVEN,---Y-,5,5,LLM,TEASE,-G-G-,3,3,CSS,KELSO,-G-G-,3.0,3.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,5,LINER,---GG,3,3,LLM,MATER,---GG,3,3,CSS,ROWER,G--GG,2.0,2.0,LLM,REFER,G--GG,2.0,2.0,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,3,START,-Y---,5,5,LLM,MONTE,GG-Y-,3,3,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,4,START,--YY-,5,5,LLM,CARED,-GYG-,3,3,CSS,RAVEL,GGGG-,1.0,1.0,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,4,USING,--G--,4,4,LLM,ALICE,--GGY,3,3,CSS,EDICT,Y-GG-,3.0,3.0,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,3,GUESS,----G,4,4,LLM,NAILS,Y-Y-G,4,4,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,4,START,G----,4,4,LLM,SHINE,G-Y--,4,4,CSS,SILOS,GGG--,2.0,2.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,5,COULD,G----,4,4,LLM,CARES,GGGY-,2,2,CSS,CARTE,GGG-G,1.0,1.0,LLM,CARNE,GGG-G,1.0,1.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,LAGER,True,4,USING,----Y,5,5,LLM,GLARE,YYYYY,5,3,CSS,REGAL,YYGYY,4.0,4.0,LLM,LAGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JERKS,True,5,GREEN,-YY--,5,5,LLM,REARS,YG--G,3,3,CSS,HERBS,-GG-G,2.0,2.0,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,2,COULD,-GYY-,4,4,LLM,LOTUS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,True,5,GUESS,--Y--,5,5,LLM,LAINE,GG--Y,3,3,CSS,LACER,GGGG-,1.0,1.0,LLM,LACED,GGGG-,1.0,1.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,4,START,-Y-Y-,5,5,LLM,TRIBE,GY---,4,4,CSS,TYROL,G-YG-,3.0,3.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,3,COULD,-YY--,5,5,LLM,AUTOS,YGYY-,4,4,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MOURN,True,4,COULD,-GG--,3,3,LLM,TOURS,-GGG-,2,2,CSS,YOURE,-GGG-,2.0,2.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PROMO,True,5,COULD,-Y---,5,5,LLM,SNORE,--GY-,4,4,CSS,PROOF,GGGY-,2.0,2.0,LLM,PROTO,GGG-G,1.0,1.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CASTE,True,3,GUESS,--YY-,5,5,LLM,TASER,YGGY-,3,3,CSS,CASTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CAPRI,True,4,POINT,Y-Y--,5,5,LLM,SEPIA,--GYY,4,4,CSS,CAPER,GGG-Y,2.0,2.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
66,ALIAS,True,4,GIVEN,-Y---,5,5,LLM,TAILS,-YGYG,3,3,CSS,ALIEN,GGG--,2.0,2.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
67,PADDY,True,5,GREEN,-----,5,5,LLM,MAILS,-G---,4,4,CSS,TABOO,-G---,4.0,4.0,LLM,PADUA,GGG--,2.0,2.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BLOBS,True,5,USING,-Y---,5,5,LLM,CATES,----G,4,4,CSS,HOODS,--G-G,3.0,3.0,LLM,PROBS,--GGG,2.0,2.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,DILLY,False,6,GUESS,-----,5,5,LLM,CARON,-----,5,5,CSS,MUSIC,---Y-,5.0,5.0,LLM,FILTH,-GG--,3.0,3.0,CSS,LILLI,-GGG-,2.0,2.0,LLM,BILLY,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
70,GUTSY,True,4,START,YY---,5,5,LLM,TONES,Y---Y,5,5,CSS,MUSTY,-GYYG,3.0,3.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TABOR,True,5,GUESS,-----,5,5,LLM,TAMIL,GG---,3,3,CSS,TANYA,GG---,3.0,3.0,LLM,TAROT,GGYG-,2.0,2.0,CSS,TABOR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,INLAY,True,4,GUESS,-----,5,5,LLM,RATON,-Y--Y,5,5,CSS,PLANK,-YYY-,5.0,4.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AHHHH,True,4,MIGHT,---G-,4,4,LLM,SACHA,-Y-G-,4,4,CSS,AHHHA,GGGG-,1.0,1.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,ROUEN,True,4,GUESS,-YY--,5,4,LLM,TRUCE,-YG-Y,4,4,CSS,NEURO,YYGYY,4.0,4.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BUENA,True,5,SHARE,--Y-Y,5,5,LLM,MATED,-Y-Y-,5,5,CSS,LEILA,-Y--G,4.0,4.0,LLM,NUEVA,YGG-G,2.0,2.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,MENON,True,5,STARE,----Y,5,5,LLM,LINED,--GY-,4,4,CSS,LENIN,-GG-G,2.0,2.0,LLM,XENON,-GGGG,1.0,1.0,CSS,MENON,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
77,TRASK,True,3,GUESS,---G-,4,4,LLM,TRASH,GGGG-,1,1,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CASIO,True,3,AILES,YY--Y,5,5,LLM,SATIN,YG-G-,3,3,CSS,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,VOILA,True,5,ASSAY,Y----,5,5,LLM,CARED,-Y---,5,5,CSS,GHANI,--Y-Y,5.0,5.0,LLM,LIVIA,YYY-G,4.0,4.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AURAL,True,4,BRAIN,-YY--,5,4,LLM,MARES,-YG--,4,4,CSS,AORTA,G-G-Y,3.0,3.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,LEGER,True,4,GUESS,Y-Y--,5,5,LLM,REGAN,YGG--,3,3,CSS,LEGAL,GGG--,2.0,2.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
82,DALLY,True,4,COULD,---GY,4,4,LLM,DELLA,G-GGY,2,2,CSS,DELAY,G-GYG,2.0,2.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
83,INIGO,True,4,COULD,-Y---,5,5,LLM,ARSON,---YY,5,5,CSS,GNOME,YGY--,4.0,4.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,KRILL,True,4,COULD,---G-,4,4,LLM,SALLE,--YG-,4,4,CSS,TRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,SNIDE,True,4,ADIEU,-YGY-,4,4,LLM,SLIDE,G-GGG,1,1,CSS,SNEAK,GGY--,3.0,3.0,LLM,SNIDE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
