game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
21,AWAKE,True,4,STORN,-----,5,5,LLM,ALICE,G---G,3,3,CSS,AGAPE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,5,RATES,Y----,5,5,LLM,GROIN,-YY--,5,5,CSS,WORRY,-YY--,5.0,5.0,LLM,HUMOR,-Y-YG,4.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,True,4,ATOMY,Y---Y,5,5,LLM,FREYA,-YYYY,5,5,CSS,PAYER,-YYYY,5.0,4.0,LLM,YEARS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,2,BREED,-GY-Y,4,4,LLM,GRADE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,6,GUESS,-----,5,5,LLM,KORAN,-----,5,5,CSS,WHICH,-GGY-,3.0,3.0,LLM,CHILD,GGGG-,1.0,1.0,CSS,CHILS,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26,FLOOD,True,4,SPUDS,---Y-,5,5,LLM,FATED,G---G,3,3,CSS,FLOOR,GGGG-,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,3,AIRES,G----,4,4,LLM,ALBAN,GY---,4,4,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,True,5,BASED,--YY-,5,5,LLM,SPENT,G-Y--,4,4,CSS,SEAER,GY---,4.0,4.0,LLM,SOMME,G-Y-G,3.0,3.0,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
29,KNOCK,True,4,ARISE,-----,5,5,LLM,FLOOD,--G--,4,4,CSS,CHOCK,--GGG,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,6,SPRIG,GY---,4,4,LLM,SHAPE,G--YY,4,4,CSS,SWEEP,G-GGG,1.0,1.0,LLM,STEEP,G-GGG,1.0,1.0,CSS,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0
31,BRICK,True,3,BREED,GG---,3,3,LLM,BRAUN,GG---,3,3,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,3,TASER,Y--YY,5,5,LLM,NOTRE,-YYYG,4,3,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,5,GUESS,--Y--,5,5,LLM,LOIRE,---YY,5,5,CSS,GRIND,-Y--G,4.0,4.0,LLM,PARED,-GYGG,2.0,2.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,4,RAISE,YY--Y,5,5,LLM,CREAM,-YGY-,4,4,CSS,AVERY,G-GG-,2.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,False,6,RAISE,-G-YY,4,4,LLM,BASES,-G-GG,2,2,CSS,EAVES,-G-GG,2.0,2.0,LLM,HAYES,-G-GG,2.0,2.0,CSS,GATES,YG-GG,2.0,2.0,LLM,MAGES,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TEDDY,True,3,ESHUN,Y----,5,5,LLM,TREAD,G-Y-Y,4,3,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,COLES,True,4,SHALL,Y--Y-,5,5,LLM,FOLKS,-GG-G,2,2,CSS,MOLDS,-GG-G,2.0,2.0,LLM,COLES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,5,BASED,-Y---,5,5,LLM,GROAN,Y--YY,5,4,CSS,LIANG,--GGG,2.0,2.0,LLM,THANG,-YGGG,2.0,2.0,CSS,HWANG,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WRATH,True,5,GUESS,-----,5,5,LLM,BRICK,-G---,4,4,CSS,SWARM,-YGY-,4.0,4.0,LLM,DRAWN,-GGY-,3.0,3.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,5,ASTRA,Y----,5,5,LLM,HWANG,Y-Y--,5,5,CSS,CACHE,-GGG-,2.0,2.0,LLM,MACHU,GGGG-,1.0,1.0,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,5,ACRES,---G-,4,4,LLM,ENGEL,---GY,4,4,CSS,UTLEY,--YG-,4.0,4.0,LLM,LÓPEZ,G-GGG,1.0,1.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,5,SEVEN,-----,5,5,LLM,ROUGH,-G-Y-,4,4,CSS,GOLLY,GG--G,2.0,2.0,LLM,GOWDY,GG-GG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,3,ASTRA,--YY-,5,5,LLM,TRUTH,-G-GG,2,2,CSS,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,4,BASED,---YY,5,5,LLM,TEDDY,-G-G-,3,3,CSS,VERDI,GGGG-,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,5,RAISE,-G--Y,4,4,LLM,FAHEY,-G-G-,3,3,CSS,CAMEL,-GGG-,2.0,2.0,LLM,KAMEN,-GGG-,2.0,2.0,CSS,TAMED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,True,4,BASED,-YYY-,5,5,LLM,MEALS,-GGYG,2,2,CSS,LEAPS,GGG-G,1.0,1.0,LLM,LEAFS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,SORRY,----Y,5,5,LLM,ZYNGA,-Y--Y,5,5,CSS,HAYAT,YGY-G,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,4,GUESS,--YGY,4,3,LLM,MASSE,G-GGY,2,2,CSS,MESSI,GGGG-,1.0,1.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,4,SCRAP,--Y--,5,5,LLM,BROTH,-Y---,5,5,CSS,RIDER,G-GGG,1.0,1.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,3,RAISE,--Y--,5,5,LLM,GOTTI,-GG-Y,3,3,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,4,REALS,GYY--,4,4,LLM,RATED,GG-G-,2,2,CSS,RAMEN,GG-GG,1.0,1.0,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,5,SPRIG,--YY-,5,5,LLM,IRENA,YYY--,5,4,CSS,RIVER,GY-Y-,4.0,4.0,LLM,REIKI,GGG--,2.0,2.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,3,SPRIG,Y--Y-,5,5,LLM,LICKS,-YY-G,4,3,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,5,AURES,----Y,5,5,LLM,HOIST,--YY-,5,5,CSS,SYBIL,GY-YY,4.0,4.0,LLM,SILLY,GGG-G,1.0,1.0,CSS,SILKY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,3,PRIOR,-Y---,5,5,LLM,VERNE,Y-G-G,3,3,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,LAGER,False,6,OATES,-G-G-,3,3,LLM,KAMEN,-G-G-,3,3,CSS,AACES,-G-G-,3.0,3.0,LLM,FAHEY,-G-G-,3.0,3.0,CSS,HAWED,-G-G-,3.0,3.0,LLM,RAZER,-G-GG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
57,JERKS,True,5,LASER,--YYY,5,5,LLM,SHIRE,Y--YY,5,5,CSS,CREST,-YYY-,5.0,4.0,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,4,DALES,--Y-G,4,4,LLM,LICKS,G---G,3,3,CSS,LUPUS,G--GG,2.0,2.0,LLM,LOTUS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,False,6,BREED,---G-,4,4,LLM,GOLEM,--YG-,4,4,CSS,FLIES,-Y-G-,4.0,4.0,LLM,LÓPEZ,G--G-,3.0,3.0,CSS,LAKEY,GG-GG,1.0,1.0,LLM,LANEY,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,5,SHUTS,--YY-,5,5,LLM,UTLEY,YY---,5,5,CSS,TUTOR,GG-GG,1.0,1.0,LLM,TUMOR,GG-GG,1.0,1.0,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,5,BASED,-Y---,5,5,LLM,HWANG,--Y--,5,5,CSS,GRIDD,-----,5.0,5.0,LLM,AFOUL,Y-GY-,4.0,4.0,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
62,MOURN,True,4,SHINY,---Y-,5,5,LLM,DRAWN,-Y--G,4,4,CSS,REBON,Y--YG,4.0,4.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PROMO,True,5,SORRY,-YY--,5,5,LLM,TUDOR,---YY,5,5,CSS,GROWL,-GG--,3.0,3.0,LLM,PROVO,GGG-G,1.0,1.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CASTE,True,4,SORRY,Y----,5,5,LLM,CALMS,GG--Y,3,3,CSS,CAUSE,GG-YG,2.0,2.0,LLM,CASTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CAPRI,True,4,TEARS,--YG-,4,4,LLM,GARRY,-G-G-,3,3,CSS,NAIRN,-GYG-,3.0,3.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ALIAS,True,2,AISLE,GYYY-,4,4,LLM,ALIAS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PADDY,False,6,ELIAS,---Y-,5,5,LLM,GAUNT,-G---,4,4,CSS,MIMIC,-----,5.0,5.0,LLM,BARRY,-G--G,3.0,3.0,CSS,JAZZY,-G--G,3.0,3.0,LLM,HAPPY,-GY-G,3.0,3.0,CSS,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
68,BLOBS,True,6,BREED,G----,4,4,LLM,BOLUS,GYY-G,3,3,CSS,BLOWS,GGG-G,1.0,1.0,LLM,BLOGS,GGG-G,1.0,1.0,CSS,BLOCS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,DILLY,True,5,GUESS,-----,5,5,LLM,MORPH,-----,5,5,CSS,ABRAC,-----,5.0,5.0,LLM,LIVID,YG--Y,4.0,4.0,CSS,DILLY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70,GUTSY,True,2,RATES,--G-Y,4,4,LLM,GUTSY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TABOR,True,4,GIVEN,-----,5,5,LLM,BUOYS,Y-Y--,5,5,CSS,THROB,G-YGY,3.0,3.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,INLAY,True,4,BASED,-Y---,5,5,LLM,ALONG,YY-Y-,5,5,CSS,LYMAN,YY-GY,4.0,4.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AHHHH,False,6,NEARS,--Y--,5,5,LLM,LAYUP,-Y---,5,5,CSS,BASED,-Y---,5.0,5.0,LLM,GOTTA,----Y,5.0,5.0,CSS,AFFIX,G----,4.0,4.0,LLM,AWWWW,G----,4.0,4.0,CSS,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
74,ROUEN,True,4,LANES,--YG-,4,4,LLM,NIGER,Y--GY,4,4,CSS,BREEN,-Y-GG,3.0,3.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BUENA,True,4,SORRY,-----,5,5,LLM,LEGIT,-Y---,5,5,CSS,DUPED,-G-Y-,4.0,4.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,MENON,True,6,SPRIT,-----,5,5,LLM,BUENA,--YY-,5,4,CSS,DENIM,-GG-Y,3.0,3.0,LLM,MENLO,GGG-Y,2.0,2.0,CSS,CLEAR,--Y--,5.0,5.0,LLM,MENON,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,3,10,0,0,0,0
77,TRASK,True,4,EARLS,-YY-Y,5,4,LLM,SONAR,Y--YY,5,5,CSS,ASTRA,YYYY-,5.0,4.0,LLM,TRASK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CASIO,True,4,REALS,--Y-Y,5,5,LLM,JASON,-GGY-,3,3,CSS,PASCO,-GGYG,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,VOILA,True,5,BREWS,-----,5,5,LLM,INLAY,Y-YY-,5,4,CSS,LUMIA,Y--YG,4.0,4.0,LLM,VIOLA,GYYGG,2.0,2.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AURAL,True,3,GUESS,-G---,4,4,LLM,LUMIA,YG--Y,4,4,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,LEGER,True,5,SHIRT,---Y-,5,5,LLM,CARER,---GG,3,3,CSS,OFFER,---GG,3.0,3.0,LLM,UNGER,--GGG,2.0,2.0,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,DALLY,True,6,GUESS,-----,5,5,LLM,AORTA,Y----,5,5,CSS,WORDS,---Y-,5.0,5.0,LLM,DAFFY,GG--G,2.0,2.0,CSS,DILLY,G-GGG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,1,1,0,2,0,0,0,0
83,INIGO,True,4,SHIPS,--G--,4,4,LLM,REIKI,--G-Y,4,4,CSS,BASED,-----,5.0,5.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
