game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
11,YOUNG,True,2,THINK,---G-,4,4,LLM,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,MEANS,True,4,SWEAR,Y-YY-,5,4,LLM,MATES,GY-YG,3,3,CSS,MEALS,GGG-G,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,TRUTH,True,4,THINK,GY---,4,4,LLM,TEETH,G--GG,2,2,CSS,TOOTH,G--GG,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FIRED,True,5,TREAT,-YY--,5,4,LLM,JERRY,-YG--,4,4,CSS,THEIR,--YYY,5.0,5.0,LLM,FIRES,GGGG-,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
15,FOLKS,True,5,GREAT,-----,5,5,LLM,LUMPS,Y---G,4,4,CSS,SOILS,-G-YG,3.0,3.0,LLM,FOLDS,GGG-G,1.0,1.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHILE,True,5,WORDS,-----,5,5,LLM,TITTY,-Y---,5,5,CSS,BAGEN,---Y-,5.0,5.0,LLM,LUCIE,Y-YYG,4.0,4.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,BLACK,True,5,TREAT,---Y-,5,5,LLM,SMALL,--GY-,4,4,CSS,ALACK,-GGGG,1.0,1.0,LLM,FLACK,-GGGG,1.0,1.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GRANT,True,4,THINK,Y--G-,4,4,LLM,STONY,-Y-G-,4,4,CSS,GREEN,GG--Y,3.0,3.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19,MEALS,True,4,WORDS,----G,4,4,LLM,MINAS,G--YG,3,3,CSS,MASKS,GY--G,3.0,3.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CREAM,True,3,MATCH,YY-Y-,5,5,LLM,CRAMP,GGYY-,3,2,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,AWAKE,True,5,THINK,----Y,5,5,LLM,BLOKE,---GG,3,3,CSS,PARKE,-Y-GG,3.0,3.0,LLM,QUAKE,--GGG,2.0,2.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OCCUR,True,3,BRACE,-Y-Y-,5,5,LLM,SCORN,-GYY-,4,4,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,YEARS,True,4,THING,-----,5,5,LLM,FLORA,---GY,4,4,CSS,REARW,-GGG-,2.0,2.0,LLM,YEARS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GRADE,True,4,WORDS,--YG-,4,4,LLM,PRUDE,-G-GG,2,2,CSS,TRADE,-GGGG,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CHILL,True,3,THINK,-GG--,3,3,LLM,WHICH,-GGY-,3,3,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,FLOOD,True,3,THIRD,----G,4,4,LLM,FUSED,G---G,3,3,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,APPLY,True,5,THINN,-----,5,5,LLM,FOXES,-----,5,5,CSS,CARRY,-Y--G,4.0,4.0,LLM,ALLAY,GY--G,3.0,3.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SMILE,False,6,THINK,--G--,4,4,LLM,GAIUS,--G-Y,4,4,CSS,GRAIS,---YY,5.0,5.0,LLM,SPICE,G-G-G,2.0,2.0,CSS,CIPER,-Y-Y-,5.0,4.0,LLM,SLIME,GYGYG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,3,1,3,7,0,0,0,0
29,KNOCK,True,3,THINK,---YG,4,4,LLM,KNACK,GG-GG,1,1,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,5,THINK,-----,5,5,LLM,BEBOP,-Y--G,4,4,CSS,CREEP,--GGG,2.0,2.0,LLM,SWEEP,G-GGG,1.0,1.0,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,5,THINK,--G-G,3,3,LLM,FRICK,-GGGG,1,1,CSS,PRICK,-GGGG,1.0,1.0,LLM,CRICK,-GGGG,1.0,1.0,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,5,CHECK,--Y--,5,5,LLM,LIBER,---YY,5,5,CSS,READY,YY---,5.0,5.0,LLM,PURGE,--Y-G,4.0,4.0,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,4,GRATE,-YYYY,5,2,LLM,TAMER,YG-GY,3,3,CSS,RATES,GGGG-,1.0,1.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,5,THING,Y----,5,5,LLM,FATED,-YYY-,5,4,CSS,STEAK,-YGY-,4.0,4.0,LLM,AVERT,G-GGG,1.0,1.0,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,True,6,BRAIA,--Y--,5,5,LLM,PATSY,-G-Y-,4,4,CSS,SAFES,-G-GG,2.0,2.0,LLM,HAWES,-G-GG,2.0,2.0,CSS,GUESS,Y-Y-G,4.0,4.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0
36,TEDDY,True,4,THINK,G----,4,4,LLM,TRAPS,G----,4,4,CSS,WELTY,-G-YG,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,COLES,True,4,REARX,-Y---,5,5,LLM,IBSEN,--YG-,4,4,CSS,SPEED,Y--G-,4.0,4.0,LLM,COLES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,3,WORDS,Y----,5,5,LLM,LEWIN,--Y-Y,5,4,CSS,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WRATH,True,4,THERE,YY-Y-,5,5,LLM,NORTH,--YGG,3,3,CSS,FRITH,-G-GG,2.0,2.0,LLM,WRATH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,4,THERE,-Y---,5,5,LLM,FISHY,---G-,4,4,CSS,ALPHA,Y--G-,4.0,4.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,3,THOER,--YG-,4,4,LLM,NOSED,-G-G-,3,3,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,5,THINK,-----,5,5,LLM,SALLY,----G,4,4,CSS,MERCY,----G,4.0,4.0,LLM,DODGY,YG-YG,3.0,3.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,3,THERE,YY-Y-,5,5,LLM,ORTHO,YGYY-,4,3,CSS,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,5,THINK,-----,5,5,LLM,DECOY,YG---,4,4,CSS,WELDS,-G-G-,3.0,3.0,LLM,READE,YG-GG,2.0,2.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,4,WORDS,---Y-,5,5,LLM,CITED,--YGG,3,3,CSS,TUNED,G--GG,2.0,2.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,True,6,THIRD,-----,5,5,LLM,COSBY,--Y--,5,5,CSS,GIVEN,---Y-,5.0,5.0,LLM,WEEKS,-G--G,3.0,3.0,CSS,MEALS,-GGYG,2.0,2.0,LLM,LEAFS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,THINK,YY---,5,5,LLM,SOUTH,---YY,5,5,CSS,BATHE,-GYG-,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,4,THINK,-----,5,5,LLM,MAXED,G--Y-,4,4,CSS,MERCY,GG--G,2.0,2.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,4,BASED,---GY,4,4,LLM,OGDEN,--GG-,3,3,CSS,FIFTH,-----,5.0,5.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,5,THERE,Y----,5,5,LLM,STICK,-YY--,5,4,CSS,GIVEN,-Y---,5.0,5.0,LLM,PATIL,--GG-,3.0,3.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,4,THOSE,----Y,5,5,LLM,UPPED,---G-,4,4,CSS,FINAL,--YY-,5.0,5.0,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,3,THINK,-YG--,4,4,LLM,URIAH,-YG-G,3,3,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,5,AFTER,-----,5,5,LLM,BUNDY,--Y--,5,5,CSS,GOING,-YYG-,4.0,4.0,LLM,LIONS,-YGGG,2.0,2.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,4,THINK,--Y-Y,5,4,LLM,FISKE,-GYG-,3,3,CSS,KICKS,-G-GY,3.0,3.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,4,THIRD,---Y-,5,5,LLM,RERUN,-YG--,4,4,CSS,FORCE,--GYG,3.0,3.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,LAGER,False,6,WORDS,--Y--,5,5,LLM,TETRA,-Y-YY,5,5,CSS,BRAKE,-YY-Y,5.0,4.0,LLM,LAVER,GG-GG,1.0,1.0,CSS,LAYER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JERKS,True,6,WORDS,--G-G,3,3,LLM,HERES,-GG-G,2,2,CSS,SERBS,-GG-G,2.0,2.0,LLM,GERMS,-GG-G,2.0,2.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,3,THOSE,Y-YY-,5,5,LLM,SORTS,-G-YG,3,3,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,True,4,THERE,--Y--,5,5,LLM,YIKES,Y--G-,4,4,CSS,MONEY,---GG,3.0,3.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,3,THERE,G--Y-,4,4,LLM,TAROT,G-YG-,3,3,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,6,THINK,Y----,5,5,LLM,CRAFT,--Y-Y,5,5,CSS,SATAS,-YY--,5.0,4.0,LLM,DELTA,---GG,3.0,3.0,CSS,MIGHT,----Y,5.0,5.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0,0,0,0
62,MOURN,True,5,CARES,--Y--,5,5,LLM,BROTH,-YY--,5,5,CSS,WRONG,-YYY-,5.0,5.0,LLM,RONIN,YG--G,3.0,3.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
63,PROMO,True,6,GIVEN,-----,5,5,LLM,SCOTT,--G--,4,4,CSS,FIRST,--Y--,5.0,5.0,LLM,PROUD,GGG--,2.0,2.0,CSS,PROXY,GGG--,2.0,2.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
64,CASTE,True,3,THEIR,Y-Y--,5,5,LLM,CADET,GG-YY,3,3,CSS,CASTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CAPRI,True,3,THERE,---G-,4,4,LLM,CAIRN,GGYG-,2,2,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ALIAS,True,4,THINK,--G--,4,4,LLM,AVIVA,G-G-Y,3,3,CSS,ARIAS,G-GGG,1.0,1.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PADDY,True,6,THINK,-----,5,5,LLM,MOSER,-----,5,5,CSS,YIELD,Y---Y,5.0,5.0,LLM,BAWDY,-G-GG,2.0,2.0,CSS,DADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
68,BLOBS,True,6,SEWER,Y----,5,5,LLM,GAUSS,----G,4,4,CSS,GOONS,--G-G,3.0,3.0,LLM,CHOPS,--G-G,3.0,3.0,CSS,BLOGS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
69,DILLY,True,4,THINK,--Y--,5,5,LLM,WALID,--GYY,4,4,CSS,LOIDD,Y-YY-,5.0,5.0,LLM,DILLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
70,GUTSY,True,4,START,YY---,5,5,LLM,MYTHS,-YG-Y,4,4,CSS,BETSY,--GGG,2.0,2.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TABOR,True,4,THINK,G----,4,4,LLM,TESSA,G---Y,4,4,CSS,TATAR,GG--G,2.0,2.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,INLAY,True,4,THINK,--YY-,5,5,LLM,CYNDI,-YY-Y,5,5,CSS,SAYIN,-YYYY,5.0,5.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AHHHH,True,6,STATE,--Y--,5,5,LLM,IQBAL,---Y-,5,5,CSS,CARRY,-Y---,5.0,5.0,LLM,DONNA,----Y,5.0,5.0,CSS,AWWWW,G----,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,ROUEN,True,4,THINK,---Y-,5,5,LLM,URBAN,YY--G,4,4,CSS,MOURN,-GGYG,2.0,2.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BUENA,True,4,THINK,---G-,4,4,LLM,BRUNO,G-YG-,3,3,CSS,BUNNY,GG-G-,2.0,2.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,MENON,True,4,ZENIT,-GG--,3,3,LLM,RENEW,-GG--,3,3,CSS,JENNY,-GGY-,3.0,3.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,TRASK,True,4,BASED,-YY--,5,4,LLM,JONAS,---YY,5,4,CSS,STASH,-YGG-,3.0,3.0,LLM,TRASK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CASIO,True,6,THIRD,--Y--,5,5,LLM,FIVES,-Y--Y,5,5,CSS,SNAIL,Y-YG-,4.0,4.0,LLM,ASCII,YYYG-,4.0,3.0,CSS,BASIC,-GGGY,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,VOILA,True,5,THINK,--G--,4,4,LLM,ABIDE,Y-G--,4,4,CSS,FAIRS,-YG--,4.0,4.0,LLM,OUIJA,Y-G-G,3.0,3.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AURAL,True,4,THINK,-----,5,5,LLM,EAGER,-Y--Y,5,5,CSS,DRAMA,-YY-Y,5.0,4.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,LEGER,True,4,THINK,-----,5,5,LLM,DEFOE,-G--Y,4,4,CSS,REBEL,YG-GY,3.0,3.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,DALLY,True,4,THERE,-----,5,5,LLM,CANDY,-G-YG,3,3,CSS,DAILY,GG-GG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,INIGO,True,4,SEATS,-----,5,5,LLM,MYUNG,---YY,5,5,CSS,GIVEN,YY--Y,5.0,5.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
84,KRILL,True,3,WORDS,--Y--,5,5,LLM,CLARK,-Y-YY,5,5,CSS,KRILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,SNIDE,True,3,THERE,----G,4,4,LLM,SPINE,G-GYG,2,2,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
