game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
29,KNOCK,True,5,THERE,-----,5,5,LLM,FAILS,-----,5,5,CSS,YOUNG,-Y-Y-,5.0,5.0,LLM,KNOWN,GGG--,2.0,2.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SLEEP,True,4,START,G----,4,4,LLM,SMILE,G--YY,4,4,CSS,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,BRICK,True,6,THING,--G--,4,4,LLM,SMILE,--G--,4,4,CSS,QUIRK,--GYG,3.0,3.0,LLM,FRICK,-GGGG,1.0,1.0,CSS,PRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,WROTE,True,3,THESE,Y---G,4,4,LLM,IRATE,-G-GG,2,2,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,RATED,True,4,COULD,----G,4,4,LLM,FIRED,--YGG,3,3,CSS,ARMED,YY-GG,3.0,3.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ALERT,True,4,STATE,-YY-Y,5,5,LLM,RATED,YYYY-,5,4,CSS,GREAT,-YGYG,3.0,3.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,CAGES,False,6,BEING,-Y--Y,5,5,LLM,GRADE,Y-Y-Y,5,4,CSS,WAGES,-GGGG,1.0,1.0,LLM,SAGES,-GGGG,1.0,1.0,CSS,PAGES,-GGGG,1.0,1.0,LLM,MAGES,-GGGG,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,TEDDY,True,5,EATCH,Y-Y--,5,5,LLM,WROTE,---YY,5,5,CSS,STEEP,-YY--,5.0,4.0,LLM,TELLY,GG--G,2.0,2.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,COLES,True,6,THESE,--YY-,5,4,LLM,MAGES,---GG,3,3,CSS,FLIES,-Y-GG,3.0,3.0,LLM,SOLES,-GGGG,1.0,1.0,CSS,ROLES,-GGGG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,4,THESE,-Y---,5,5,LLM,GRAPH,Y-G-Y,4,4,CSS,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WRATH,True,3,START,-YGY-,4,4,LLM,TRACE,YGG--,3,3,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,4,THERE,-Y---,5,5,LLM,HWANG,Y-Y--,5,5,CSS,JIHAD,--YY-,5.0,5.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,4,OTHER,Y--G-,4,4,LLM,COLES,-GYG-,3,3,CSS,MODEL,-G-GY,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,3,TENOR,---Y-,5,5,LLM,COLDS,-G-G-,3,3,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,4,YEARS,---Y-,5,5,LLM,CROFT,-GG-Y,3,3,CSS,TROLL,YGG--,3.0,3.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,5,STATE,----G,4,4,LLM,CHILE,----G,4,4,CSS,JUDGE,--Y-G,4.0,4.0,LLM,MONDE,---GG,3.0,3.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,4,THERE,G-Y--,4,4,LLM,TEDDY,GYY--,4,4,CSS,TIMED,G-GGG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,False,6,ARISE,Y--YY,5,5,LLM,MAGES,-Y-YG,4,4,CSS,LEAGS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,CSS,LEADS,GGG-G,1.0,1.0,LLM,LEAPS,GGG-G,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,ZENIT,----G,4,4,LLM,FROST,----G,4,4,CSS,HAYAT,YGY-G,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,3,THERE,--Y--,5,5,LLM,NEPAL,-G---,4,4,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,4,WORLD,--Y-Y,5,5,LLM,GRADE,-Y-YY,5,3,CSS,RIDER,G-GGG,1.0,1.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,4,WOULD,-G---,4,4,LLM,YONGE,-G---,4,4,CSS,MOTOR,GGG--,2.0,2.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,5,STATE,--Y-Y,5,4,LLM,CEDAR,-Y-YY,5,5,CSS,ERIKA,YY--Y,5.0,5.0,LLM,HAREM,-GYG-,3.0,3.0,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,5,COULD,Y----,5,5,LLM,YACHT,--YY-,5,4,CSS,BENCH,-G-GG,2.0,2.0,LLM,MERCH,-GYGG,2.0,2.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,5,ZENIT,--YY-,5,5,LLM,SHING,Y-YG-,4,4,CSS,KILNS,-Y-GG,3.0,3.0,LLM,IRONS,G-GGG,1.0,1.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,4,STATE,G----,4,4,LLM,SHINS,G-Y--,4,4,CSS,SILLY,GGG-G,1.0,1.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,6,THERE,---YG,4,4,LLM,GRADE,-YY-G,4,4,CSS,RAINE,YG--G,3.0,3.0,LLM,CARPE,GGG-G,1.0,1.0,CSS,CRAVE,GYYGG,2.0,2.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0
56,LAGER,True,6,THEIR,--Y-G,4,4,LLM,RYDER,---GG,3,3,CSS,FIFTH,-----,5.0,5.0,LLM,CAPER,-G-GG,2.0,2.0,CSS,KNOWN,-----,5.0,5.0,LLM,LAGER,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,2,1,3,6,0,0,0,0,3,1,0,4,0,0,0,0
57,JERKS,False,6,THING,-----,5,5,LLM,CAPES,---YG,4,4,CSS,SEEMS,-G--G,3.0,3.0,LLM,FEUDS,-G--G,3.0,3.0,CSS,WELLS,-G--G,3.0,3.0,LLM,BEZOS,-G--G,3.0,3.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,3,THING,Y----,5,5,LLM,LEAST,G--YY,4,4,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,True,4,START,--Y--,5,5,LLM,MACHO,-GG--,3,3,CSS,FACED,-GGG-,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,4,START,-Y-Y-,5,5,LLM,BROTH,-YYY-,5,5,CSS,MOTOR,--YGG,3.0,3.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,4,THING,Y----,5,5,LLM,LOTUS,-YYY-,5,4,CSS,UTERO,YY--Y,5.0,5.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MOURN,True,3,SINCE,--Y--,5,5,LLM,YOUNG,-GGY-,3,3,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PROMO,True,6,WORLD,-YY--,5,5,LLM,IRONS,-GG--,3,3,CSS,GROUP,-GG-Y,3.0,3.0,LLM,TROPE,-GGY-,3.0,3.0,CSS,PROPO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
64,CASTE,False,6,ROATE,--YGG,3,3,LLM,WAITE,-G-GG,2,2,CSS,MATTE,-G-GG,2.0,2.0,LLM,DANTE,-G-GG,2.0,2.0,CSS,MANGE,-G--G,3.0,3.0,LLM,HAUTE,-G-GG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0
65,CAPRI,True,5,STATE,--Y--,5,5,LLM,MACHO,-GY--,4,4,CSS,CANNY,GG---,3.0,3.0,LLM,CARDI,GGY-G,2.0,2.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ALIAS,True,4,EARTH,-Y---,5,5,LLM,ALIGN,GGG--,2,2,CSS,ALIBI,GGG--,2.0,2.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PADDY,True,6,COULD,----Y,5,5,LLM,DIRTY,Y---G,4,4,CSS,WENDY,---GG,3.0,3.0,LLM,SHADY,--YGG,3.0,3.0,CSS,MADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BLOBS,True,5,WHERE,-----,5,5,LLM,COINS,-Y--G,4,4,CSS,SPOTS,--G-G,3.0,3.0,LLM,BLOGS,GGG-G,1.0,1.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,DILLY,True,6,THREE,-----,5,5,LLM,BLOGS,-Y---,5,5,CSS,WILLY,-GGGG,1.0,1.0,LLM,NILLY,-GGGG,1.0,1.0,CSS,LILLY,-GGGG,1.0,1.0,LLM,DILLY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,GUTSY,True,4,AROSE,---G-,4,4,LLM,SHUSH,--YG-,4,4,CSS,JITSU,--GGY,3.0,3.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TABOR,True,5,START,-YYY-,5,4,LLM,PARTI,-GYY-,4,4,CSS,WATER,-GY-G,3.0,3.0,LLM,TAMAR,GG--G,2.0,2.0,CSS,TABOR,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,INLAY,True,3,THINK,--YY-,5,5,LLM,NILLY,YYG-G,3,3,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AHHHH,True,4,OTHER,--G--,4,4,LLM,SAHIB,-YG--,4,4,CSS,AHABS,GG---,3.0,3.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
74,ROUEN,True,5,THING,---Y-,5,5,LLM,RAVEN,G--GG,2,2,CSS,RENUE,GYYY-,4.0,3.0,LLM,RUBEN,GY-GG,2.0,2.0,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
75,BUENA,True,4,COULD,--Y--,5,5,LLM,GUTSY,-G---,4,4,CSS,THIRD,-----,5.0,5.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
76,MENON,True,4,THING,---Y-,5,5,LLM,RUBEN,---YG,4,4,CSS,FELON,-G-GG,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,TRASK,True,5,FLAIL,--G--,4,4,LLM,BHATT,--GY-,4,4,CSS,STAGE,YYG--,4.0,4.0,LLM,TRAPS,GGG-Y,2.0,2.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CASIO,True,4,WORLD,-Y---,5,5,LLM,MENON,---Y-,5,5,CSS,CHOCO,G---G,3.0,3.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,VOILA,True,4,THREE,-----,5,5,LLM,DAMON,-Y-Y-,5,5,CSS,SOUZA,-G--G,3.0,3.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AURAL,True,4,WHICH,-----,5,5,LLM,TUDOR,-G--Y,4,4,CSS,RULES,YGY--,4.0,4.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,LEGER,True,4,THING,----Y,5,5,LLM,WAGER,--GGG,2,2,CSS,ROGER,--GGG,2.0,2.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,DALLY,True,4,THERE,-----,5,5,LLM,OUIJA,----Y,5,5,CSS,BANDS,-G-Y-,4.0,4.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,INIGO,True,4,WHERE,-----,5,5,LLM,MILFS,-Y---,5,5,CSS,GOING,YYGY-,4.0,4.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,KRILL,True,5,WORLD,--YG-,4,4,LLM,TRILL,-GGGG,1,1,CSS,GRILL,-GGGG,1.0,1.0,LLM,BRILL,-GGGG,1.0,1.0,CSS,KRILL,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
