game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
37,COLES,True,4,THINK,-----,5,5,LLM,EUROS,Y--YG,4,4,CSS,COMES,GG-GG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,HWANG,True,4,THERE,-Y---,5,5,LLM,GOUGH,Y---Y,5,5,CSS,HIGHS,G-Y--,4.0,4.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,WRATH,True,3,THINK,YY---,5,5,LLM,HERTZ,Y-YG-,4,4,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,MACHO,True,5,THERE,-Y---,5,5,LLM,HANNA,YG---,4,4,CSS,LAUGH,-G--Y,4.0,4.0,LLM,SAKHO,-G-GG,2.0,2.0,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOPEZ,True,5,OTHER,Y--G-,4,4,LLM,BONES,-G-G-,3,3,CSS,MODEL,-G-GY,3.0,3.0,LLM,FOLEY,-GYG-,3.0,3.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,GOODY,True,4,THINK,-----,5,5,LLM,GROVE,G-G--,3,3,CSS,GOOFY,GGG-G,1.0,1.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BROTH,True,4,THEIR,YY--Y,5,5,LLM,WORTH,-YYGG,3,3,CSS,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,VERDE,True,6,THINK,-----,5,5,LLM,COCOS,-----,5,5,CSS,LATER,---YY,5.0,5.0,LLM,VERVE,GGG-G,1.0,1.0,CSS,VERGE,GGG-G,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45,TAMED,True,6,RIGHT,----Y,5,5,LLM,TOTAL,G--Y-,4,4,CSS,TAKEN,GG-G-,2.0,2.0,LLM,TAPED,GG-GG,1.0,1.0,CSS,TAXED,GG-GG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LEAFS,False,6,RIGHT,-----,5,5,LLM,SALEM,YYYY-,5,5,CSS,LEADS,GGG-G,1.0,1.0,LLM,LEAPS,GGG-G,1.0,1.0,CSS,LEAKS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,YACHT,True,4,THERE,YY---,5,5,LLM,FATAH,-GY-Y,4,4,CSS,HAUNT,YG--G,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,MESSY,True,6,WHERE,--Y--,5,5,LLM,ENNIS,Y---Y,5,5,CSS,ASKED,-Y-Y-,5.0,5.0,LLM,SEOUL,YG---,4.0,4.0,CSS,BETSY,-G-GG,2.0,2.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RYDER,True,5,THERE,--YY-,5,4,LLM,SUPER,---GG,3,3,CSS,ORDER,-YGGG,2.0,2.0,LLM,RIDER,G-GGG,1.0,1.0,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOTIF,True,4,WHERE,-----,5,5,LLM,LAMBO,--Y-Y,5,5,CSS,MOUNT,GG--Y,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RAVEN,True,4,THINK,---Y-,5,5,LLM,ANNAN,Y---G,4,4,CSS,RAMON,GG--G,2.0,2.0,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,REICH,True,4,WORLD,--Y--,5,5,LLM,THERE,-YYY-,5,5,CSS,REHAB,GGY--,3.0,3.0,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ICONS,True,4,OTHER,Y----,5,5,LLM,SIMON,YY-YY,5,3,CSS,COINS,YYYGG,3.0,2.0,LLM,ICONS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SILKY,True,5,THERE,-----,5,5,LLM,BLUFF,-Y---,5,5,CSS,SMALL,G--Y-,4.0,4.0,LLM,SOLIS,G-GY-,3.0,3.0,CSS,SILKY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CARVE,True,5,THINK,-----,5,5,LLM,SOYUZ,-----,5,5,CSS,PLACE,--YYG,4.0,4.0,LLM,CADRE,GG-YG,2.0,2.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,LAGER,False,6,THERE,--YY-,5,4,LLM,MERCK,-YY--,5,5,CSS,ORDER,---GG,3.0,3.0,LLM,WAVER,-G-GG,2.0,2.0,CSS,PAPER,-G-GG,2.0,2.0,LLM,BAYER,-G-GG,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JERKS,True,5,OTHER,---YY,5,5,LLM,FIBRE,---YY,5,5,CSS,READY,YG---,4.0,4.0,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LOTUS,True,3,THERE,Y----,5,5,LLM,QUILT,-Y-YY,5,5,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,LACEY,True,5,THERE,--Y--,5,5,LLM,VASES,-G-G-,3,3,CSS,LABEL,GG-G-,2.0,2.0,LLM,LACED,GGGG-,1.0,1.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,TUDOR,True,4,OTHER,YY--G,4,4,LLM,ROTOR,--YGG,3,3,CSS,TUMOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,QUOTA,True,4,THINK,Y----,5,5,LLM,REBUT,---YY,5,5,CSS,STUDY,-YY--,5.0,5.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MOURN,True,4,ABOUT,--YY-,5,4,LLM,MOULD,GGG--,2,2,CSS,MOUSE,GGG--,2.0,2.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PROMO,True,5,OTHER,Y---Y,5,5,LLM,DROLL,-GG--,3,3,CSS,PROOF,GGGY-,2.0,2.0,LLM,PROVO,GGG-G,1.0,1.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CASTE,True,3,THINK,Y----,5,5,LLM,CATES,GGYYY,3,2,CSS,CASTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CAPRI,True,4,SLATE,--Y--,5,5,LLM,NOIDA,--Y-Y,5,5,CSS,MAGIC,-G-YY,4.0,4.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ALIAS,True,4,OTHER,-----,5,5,LLM,DIGGS,-Y--G,4,4,CSS,NAILS,-YGYG,3.0,3.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PADDY,True,4,THINK,-----,5,5,LLM,CLASS,--Y--,5,5,CSS,PAPER,GG---,3.0,3.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BLOBS,True,6,RIGHT,-----,5,5,LLM,VESPA,--Y--,5,5,CSS,LOOKS,Y-G-G,3.0,3.0,LLM,BLOWS,GGG-G,1.0,1.0,CSS,BLOCS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,DILLY,True,5,THINK,--Y--,5,5,LLM,MARIS,---Y-,5,5,CSS,FIELD,-G-GY,3.0,3.0,LLM,DIPLO,GG-G-,2.0,2.0,CSS,DILLY,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,GUTSY,True,4,CRANE,-----,5,5,LLM,MILOS,----Y,5,5,CSS,STUDY,YYY-G,4.0,4.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TABOR,True,6,THINK,G----,4,4,LLM,TAMPA,GG---,3,3,CSS,TABLE,GGG--,2.0,2.0,LLM,TABBY,GGG--,2.0,2.0,CSS,TABOO,GGGG-,1.0,1.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,INLAY,True,6,THERE,-----,5,5,LLM,GOGOL,----Y,5,5,CSS,CLAIM,-YYY-,5.0,4.0,LLM,VILLA,-YG-Y,4.0,3.0,CSS,DALAI,--GGY,3.0,3.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,AHHHH,True,5,RIGHT,---G-,4,4,LLM,UHHHH,-GGGG,1,1,CSS,SHHHH,-GGGG,1.0,1.0,LLM,OHHHH,-GGGG,1.0,1.0,CSS,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,ROUEN,True,4,THINK,---Y-,5,5,LLM,FONDA,-GY--,4,4,CSS,NOVEL,YG-G-,3.0,3.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BUENA,True,4,THINK,---G-,4,4,LLM,FUNNY,-G-G-,3,3,CSS,JUANA,-G-GG,2.0,2.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,MENON,True,4,OTHER,Y--Y-,5,5,LLM,PEONY,-GYY-,4,3,CSS,DEMON,-GYGG,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,TRASK,True,3,THINK,G---G,3,3,LLM,TRUCK,GG--G,2,2,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CASIO,True,4,THINK,--Y--,5,5,LLM,FILED,-Y---,5,5,CSS,BASIC,-GGGY,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,VOILA,True,4,RIGHT,-Y---,5,5,LLM,MAILS,-YGG-,3,3,CSS,LEILA,--GGG,2.0,2.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AURAL,True,4,WORLD,--GY-,4,4,LLM,CYRIL,--G-G,3,3,CSS,RURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,LEGER,True,4,THINK,-----,5,5,LLM,POSED,---G-,4,4,CSS,LEVEL,GG-G-,2.0,2.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,DALLY,False,6,ABOUT,Y----,5,5,LLM,SEPIA,----Y,5,5,CSS,CARRY,-G--G,3.0,3.0,LLM,DAFFY,GG--G,2.0,2.0,CSS,DANNY,GG--G,2.0,2.0,LLM,DADDY,GG--G,2.0,2.0,CSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,INIGO,True,4,THEIR,---Y-,5,5,LLM,CLINK,--GY-,4,4,CSS,UNION,-GGY-,3.0,3.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,KRILL,True,4,OTHER,----Y,5,5,LLM,CRABS,-G---,4,4,CSS,DRINK,-GG-Y,3.0,3.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
