game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
12,MEANS,True,4,GUESS,--Y-G,4,4,LLM,TALES,-Y-YG,4,4,VOI,REAMS,-GGYG,2,2,VOI,MEANS,GGGGG,0,0,VOI,,,,,,,,,,
13,TRUTH,True,5,AIRES,--Y--,5,5,LLM,TRULY,GGG--,2,2,VOI,TRUNK,GGG--,2,2,VOI,TRURO,GGG--,2,2,VOI,TRUTH,GGGGG,0,0,VOI,,,,,
14,FIRED,True,6,SHEET,---G-,4,4,LLM,PARED,--GGG,2,2,VOI,CURED,--GGG,2,2,VOI,BORED,--GGG,2,2,VOI,WIRED,-GGGG,1,1,VOI,FIRED,GGGGG,0,0,VOI
15,FOLKS,True,6,RAISE,---Y-,5,5,LLM,SOUND,YG---,4,4,VOI,LOGOS,YG--G,3,3,VOI,VOLTS,-GG-G,2,2,VOI,POLLS,-GG-G,2,2,VOI,FOLKS,GGGGG,0,0,VOI
16,CHILE,True,6,SORRY,-----,5,5,LLM,TAMIL,---YY,5,4,VOI,LINUX,YY---,5,5,VOI,CHILD,GGGG-,1,1,VOI,CHILI,GGGG-,1,1,VOI,CHILE,GGGGG,0,0,VOI
17,BLACK,True,5,ARIES,Y----,5,5,LLM,PADMA,-Y---,5,5,VOI,CHANG,Y-G--,4,4,VOI,QUACK,--GGG,2,2,VOI,BLACK,GGGGG,0,0,VOI,,,,,
18,GRANT,True,6,SQUID,-----,5,5,LLM,LABOR,-Y--Y,5,5,VOI,CRAZY,-GG--,3,3,VOI,PRATT,-GG-G,2,2,VOI,KRAFT,-GG-G,2,2,VOI,GRANT,GGGGG,0,0,VOI
19,MEALS,True,3,AIRES,Y--YG,4,4,LLM,MEANS,GGG-G,1,1,VOI,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
20,CREAM,True,4,BASED,-Y-Y-,5,5,LLM,GRATE,-GY-Y,4,4,VOI,FREAK,-GGG-,2,2,VOI,CREAM,GGGGG,0,0,VOI,,,,,,,,,,
21,AWAKE,True,5,AROSE,G---G,3,3,LLM,ALINE,G---G,3,3,VOI,ACUTE,G---G,3,3,VOI,AGAPE,G-G-G,2,2,VOI,AWAKE,GGGGG,0,0,VOI,,,,,
22,OCCUR,True,4,BASED,-----,5,5,LLM,CHIRP,Y--Y-,5,4,VOI,TRUCK,-YYY-,5,5,VOI,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,
23,YEARS,True,3,LASER,-YYYY,5,5,LLM,REAMS,YGG-G,2,2,VOI,YEARS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
24,GRADE,True,3,BASED,-Y-YY,5,4,LLM,ADAGE,-YGYG,3,3,VOI,GRADE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
25,CHILL,True,4,EARNS,-----,5,5,LLM,COULD,G--G-,3,3,VOI,CHILI,GGGG-,1,1,VOI,CHILL,GGGGG,0,0,VOI,,,,,,,,,,
26,FLOOD,True,4,SHYLY,---Y-,5,5,LLM,ALICE,-G---,4,4,VOI,FLUNG,GG---,3,3,VOI,FLOOD,GGGGG,0,0,VOI,,,,,,,,,,
27,APPLY,True,4,SHYLY,---GG,3,3,LLM,PAULY,YY-GG,3,3,VOI,APTLY,GG-GG,1,1,VOI,APPLY,GGGGG,0,0,VOI,,,,,,,,,,
28,SMILE,True,4,GUESS,--YY-,5,5,LLM,EASEL,Y-Y-Y,5,5,VOI,STOLE,G--GG,2,2,VOI,SMILE,GGGGG,0,0,VOI,,,,,,,,,,
29,KNOCK,True,6,EARLS,-----,5,5,LLM,POUND,-Y-Y-,5,5,VOI,BINGO,--Y-Y,5,5,VOI,KNOTT,GGG--,2,2,VOI,KNOWN,GGG--,2,2,VOI,KNOCK,GGGGG,0,0,VOI
30,SLEEP,True,4,GIVEN,---G-,4,4,LLM,BASEL,--YGY,4,4,VOI,POLES,Y-YGY,4,4,VOI,SLEEP,GGGGG,0,0,VOI,,,,,,,,,,
31,BRICK,True,3,RACES,Y-Y--,5,4,LLM,TRUCK,-G-GG,2,2,VOI,BRICK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
32,WROTE,True,4,SORRY,-YY--,5,5,LLM,OCCUR,Y---Y,5,5,VOI,DROWN,-GGY-,3,3,VOI,WROTE,GGGGG,0,0,VOI,,,,,,,,,,
33,RATED,False,6,AIRES,Y-YG-,4,4,LLM,RAPED,GG-GG,1,1,VOI,RAKED,GG-GG,1,1,VOI,RAZED,GG-GG,1,1,VOI,RACED,GG-GG,1,1,VOI,RAGED,GG-GG,1,1,VOI
34,ALERT,True,5,SPRIG,--Y--,5,5,LLM,TRACE,YYY-Y,5,5,VOI,RATED,YYYY-,5,4,VOI,AVERT,G-GGG,1,1,VOI,ALERT,GGGGG,0,0,VOI,,,,,
35,CAGES,False,6,REALS,-YY-G,4,4,LLM,BASES,-G-GG,2,2,VOI,MATES,-G-GG,2,2,VOI,CAFES,GG-GG,1,1,VOI,CAPES,GG-GG,1,1,VOI,CAKES,GG-GG,1,1,VOI
36,TEDDY,True,5,GUESS,--Y--,5,5,LLM,FIRED,---YY,5,5,VOI,DELAY,YG--G,3,3,VOI,WENDY,-G-GG,2,2,VOI,TEDDY,GGGGG,0,0,VOI,,,,,
37,COLES,True,3,LEAST,YY-Y-,5,4,LLM,SMILE,Y--YY,5,4,VOI,COLES,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
38,HWANG,True,5,SPRIT,-----,5,5,LLM,BLADE,--G--,4,4,VOI,QUACK,--G--,4,4,VOI,ZHANG,-YGGG,2,2,VOI,HWANG,GGGGG,0,0,VOI,,,,,
39,WRATH,True,4,EARLS,-YY--,5,5,LLM,GRANT,-GG-Y,3,3,VOI,TRAPP,YGG--,3,3,VOI,WRATH,GGGGG,0,0,VOI,,,,,,,,,,
40,MACHO,True,6,GUESS,-----,5,5,LLM,DIRTY,-----,5,5,VOI,JOANN,-YY--,5,5,VOI,CLOAK,Y-YY-,5,5,VOI,HAVOC,YG-YY,4,4,VOI,MACHO,GGGGG,0,0,VOI
41,LOPEZ,True,4,SPRIG,-Y---,5,5,LLM,PAULY,Y--Y-,5,5,VOI,KLOPP,-YYY-,5,3,VOI,LOPEZ,GGGGG,0,0,VOI,,,,,,,,,,
42,GOODY,True,4,SPRIG,----Y,5,5,LLM,AGATE,-Y---,5,5,VOI,GLOBO,G-G-Y,3,3,VOI,GOODY,GGGGG,0,0,VOI,,,,,,,,,,
43,BROTH,True,5,EARLS,--Y--,5,5,LLM,BRICK,GG---,3,3,VOI,BRONX,GGG--,2,2,VOI,BROOD,GGG--,2,2,VOI,BROTH,GGGGG,0,0,VOI,,,,,
44,VERDE,True,3,GRIDD,-Y-G-,4,4,LLM,READS,YG-G-,3,3,VOI,VERDE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
45,TAMED,True,5,BASED,-G-GG,2,2,LLM,RAGED,-G-GG,2,2,VOI,PAYED,-G-GG,2,2,VOI,MATED,YGYGG,2,2,VOI,TAMED,GGGGG,0,0,VOI,,,,,
46,LEAFS,True,3,BREEZ,--Y--,5,5,LLM,MEALS,-GGYG,2,2,VOI,LEAFS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
47,YACHT,True,4,STARE,-YY--,5,5,LLM,VAULT,-G--G,3,3,VOI,HABIT,YG--G,3,3,VOI,YACHT,GGGGG,0,0,VOI,,,,,,,,,,
48,MESSY,True,4,GUESS,--YGY,4,3,LLM,SENSE,YG-G-,3,3,VOI,MESSI,GGGG-,1,1,VOI,MESSY,GGGGG,0,0,VOI,,,,,,,,,,
49,RYDER,True,5,GUESS,--Y--,5,5,LLM,PETER,---GG,3,3,VOI,FADER,--GGG,2,2,VOI,RIDER,G-GGG,1,1,VOI,RYDER,GGGGG,0,0,VOI,,,,,
50,MOTIF,True,5,BASED,-----,5,5,LLM,KLOPP,--Y--,5,5,VOI,INIGO,Y---Y,5,5,VOI,VOMIT,-GYGY,3,3,VOI,MOTIF,GGGGG,0,0,VOI,,,,,
51,RAVEN,True,4,SPRIG,--Y--,5,5,LLM,AVERT,YYYY-,5,3,VOI,VADER,YG-GY,3,3,VOI,RAVEN,GGGGG,0,0,VOI,,,,,,,,,,
52,REICH,True,4,BREED,-YY--,5,4,LLM,YEARS,-G-Y-,4,4,VOI,REIGN,GGG--,2,2,VOI,REICH,GGGGG,0,0,VOI,,,,,,,,,,
53,ICONS,True,4,GUESS,----G,4,4,LLM,FLOPS,--G-G,3,3,VOI,ZOOMS,--G-G,3,3,VOI,ICONS,GGGGG,0,0,VOI,,,,,,,,,,
54,SILKY,True,5,GUESS,---Y-,5,5,LLM,STONY,G---G,3,3,VOI,SPICY,G-Y-G,3,3,VOI,SILLY,GGG-G,1,1,VOI,SILKY,GGGGG,0,0,VOI,,,,,
55,CARVE,True,3,LEAST,-YY--,5,5,LLM,RAVEN,YGYY-,4,3,VOI,CARVE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
56,LAGER,True,3,AUROR,Y---G,4,4,LLM,VADER,-G-GG,2,2,VOI,LAGER,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
57,JERKS,True,4,WORDS,--G-G,3,3,LLM,LURES,--GYG,3,3,VOI,PERKS,-GGGG,1,1,VOI,JERKS,GGGGG,0,0,VOI,,,,,,,,,,
58,LOTUS,True,5,BASED,--Y--,5,5,LLM,SILKY,Y-Y--,5,5,VOI,LOGOS,GG--G,2,2,VOI,LOCUS,GG-GG,1,1,VOI,LOTUS,GGGGG,0,0,VOI,,,,,
59,LACEY,True,4,QUEST,--Y--,5,5,LLM,RAVEN,-G-G-,3,3,VOI,PAYED,-GYG-,3,3,VOI,LACEY,GGGGG,0,0,VOI,,,,,,,,,,
60,TUDOR,True,4,AROSE,-YY--,5,5,LLM,ROHIT,YY--Y,5,5,VOI,TURBO,GGY-Y,3,3,VOI,TUDOR,GGGGG,0,0,VOI,,,,,,,,,,
61,QUOTA,True,4,SCRUB,---Y-,5,5,LLM,PAULY,-YY--,5,5,VOI,GUANO,-GY-Y,4,4,VOI,QUOTA,GGGGG,0,0,VOI,,,,,,,,,,
62,MOURN,True,4,LANES,--Y--,5,5,LLM,INIGO,-Y--Y,5,5,VOI,POUND,-GGY-,3,3,VOI,MOURN,GGGGG,0,0,VOI,,,,,,,,,,
63,PROMO,True,4,SHYLY,-----,5,5,LLM,TIMOR,--YYY,5,4,VOI,MOURN,YY-Y-,5,5,VOI,PROMO,GGGGG,0,0,VOI,,,,,,,,,,
64,CASTE,True,3,GUESS,--YY-,5,5,LLM,STOLE,YY--G,4,4,VOI,CASTE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
65,CAPRI,True,5,AROSE,YY---,5,5,LLM,HARDY,-GY--,4,4,VOI,KABIR,-G-YY,4,4,VOI,NAIRA,-GYG-,3,3,VOI,CAPRI,GGGGG,0,0,VOI,,,,,
66,ALIAS,True,4,GUESS,----G,4,4,LLM,BOLTS,--Y-G,4,4,VOI,NAILS,-YGYG,3,3,VOI,ALIAS,GGGGG,0,0,VOI,,,,,,,,,,
67,PADDY,True,4,ARSED,Y---Y,5,5,LLM,MADDY,-GGGG,1,1,VOI,DADDY,-GGGG,1,1,VOI,PADDY,GGGGG,0,0,VOI,,,,,,,,,,
68,BLOBS,True,6,READS,----G,4,4,LLM,LOCUS,YY--G,4,3,VOI,GLOWS,-GG-G,2,2,VOI,FLOSS,-GG-G,2,2,VOI,PLOTS,-GG-G,2,2,VOI,BLOBS,GGGGG,0,0,VOI
69,DILLY,True,4,NEARS,-----,5,5,LLM,GODLY,--YGG,3,3,VOI,DIMLY,GG-GG,1,1,VOI,DILLY,GGGGG,0,0,VOI,,,,,,,,,,
70,GUTSY,True,3,QUEST,-G-GY,3,3,LLM,TUTSI,-GGG-,2,2,VOI,GUTSY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
71,TABOR,True,6,GUESS,-----,5,5,LLM,RAHIM,YG---,4,4,VOI,VARDY,-GY--,4,4,VOI,BAZAR,YG--G,3,3,VOI,LABOR,-GGGG,1,1,VOI,TABOR,GGGGG,0,0,VOI
72,INLAY,True,5,BASED,-Y---,5,5,LLM,ZHANG,--YY-,5,5,VOI,JUNTA,--Y-Y,5,4,VOI,NOLAN,Y-GG-,3,3,VOI,INLAY,GGGGG,0,0,VOI,,,,,
73,AHHHH,True,5,GUESS,-----,5,5,LLM,INLAY,---Y-,5,5,VOI,TABOR,-Y---,5,5,VOI,AHAHA,GG-G-,2,2,VOI,AHHHH,GGGGG,0,0,VOI,,,,,
74,ROUEN,True,5,ZENTH,-YY--,5,5,LLM,OVENS,Y-YY-,5,3,VOI,ELDON,Y--YG,4,4,VOI,ROGEN,GG-GG,1,1,VOI,ROUEN,GGGGG,0,0,VOI,,,,,
75,BUENA,True,5,READS,-YY--,5,5,LLM,LACEY,-Y-Y-,5,5,VOI,ANGIE,YY--Y,5,5,VOI,NUEVA,YGG-G,2,2,VOI,BUENA,GGGGG,0,0,VOI,,,,,
76,MENON,True,5,GUESS,--Y--,5,5,LLM,LACEY,---Y-,5,5,VOI,FROME,--YYY,5,5,VOI,DEMON,-GYGG,2,2,VOI,MENON,GGGGG,0,0,VOI,,,,,
77,TRASK,True,3,ARIES,YG--Y,4,4,LLM,GRASP,-GGG-,2,2,VOI,TRASK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
78,CASIO,True,6,GRIDD,--Y--,5,5,LLM,MILES,-Y--Y,5,5,VOI,TUTSI,---YY,5,4,VOI,SAVIN,YG-G-,3,3,VOI,BASIC,-GGGY,2,2,VOI,CASIO,GGGGG,0,0,VOI
79,VOILA,True,5,SHEDS,-----,5,5,LLM,MOURN,-G---,4,4,VOI,GOOFY,-G---,4,4,VOI,TOXIC,-G-Y-,4,4,VOI,VOILA,GGGGG,0,0,VOI,,,,,
80,AURAL,True,5,ZOOLS,---Y-,5,5,LLM,LAYER,YY--Y,5,5,VOI,RURAL,-GGGG,1,1,VOI,MURAL,-GGGG,1,1,VOI,AURAL,GGGGG,0,0,VOI,,,,,
81,LEGER,True,4,GUESS,Y-Y--,5,5,LLM,ROGEN,Y-GG-,3,3,VOI,LAGER,G-GGG,1,1,VOI,LEGER,GGGGG,0,0,VOI,,,,,,,,,,
82,DALLY,False,6,WORDS,---Y-,5,5,LLM,DHAKA,G-Y--,4,4,VOI,DUGAN,G--Y-,4,4,VOI,DAZED,GG---,3,3,VOI,DAFFY,GG--G,2,2,VOI,DAILY,GG-GG,1,1,VOI
83,INIGO,True,3,ARISE,--G--,4,4,LLM,BLIGH,--GG-,3,3,VOI,INIGO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
84,KRILL,True,4,ARISE,-GG--,3,3,LLM,GRIND,-GG--,3,3,VOI,BRICK,-GG-Y,3,3,VOI,KRILL,GGGGG,0,0,VOI,,,,,,,,,,
85,SNIDE,True,4,ARISE,--GYG,3,3,LLM,SMILE,G-G-G,2,2,VOI,SNIPE,GGG-G,1,1,VOI,SNIDE,GGGGG,0,0,VOI,,,,,,,,,,
86,LEWES,True,4,SCORE,Y---Y,5,5,LLM,MESSY,-GY--,4,4,VOI,LEAFS,GG--G,2,2,VOI,LEWES,GGGGG,0,0,VOI,,,,,,,,,,
87,TAMER,True,5,GUESS,--Y--,5,5,LLM,DEMON,-YG--,4,4,VOI,HAMER,-GGGG,1,1,VOI,FAMER,-GGGG,1,1,VOI,TAMER,GGGGG,0,0,VOI,,,,,
88,COTTA,True,4,CEILS,G----,4,4,LLM,CHAFF,G-Y--,4,4,VOI,CAPRA,G---G,3,3,VOI,COTTA,GGGGG,0,0,VOI,,,,,,,,,,
89,CORBY,True,3,BASED,Y----,5,5,LLM,GLOBO,--YG-,4,4,VOI,CORBY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
90,POLIS,True,4,GUESS,----G,4,4,LLM,PLOTS,GYY-G,3,3,VOI,POLLS,GGG-G,1,1,VOI,POLIS,GGGGG,0,0,VOI,,,,,,,,,,
91,ROXAS,True,4,BASED,-YY--,5,5,LLM,THAIS,--Y-G,4,4,VOI,AXONS,YYY-G,4,4,VOI,ROXAS,GGGGG,0,0,VOI,,,,,,,,,,
92,RANCE,True,5,BREED,-YY--,5,5,LLM,JERKS,-YY--,5,5,VOI,NOIRE,Y--YG,4,4,VOI,RANGE,GGG-G,1,1,VOI,RANCE,GGGGG,0,0,VOI,,,,,
93,CARON,True,4,BASED,-G---,4,4,LLM,CAPRA,GG-Y-,3,3,VOI,CARGO,GGG-Y,2,2,VOI,CARON,GGGGG,0,0,VOI,,,,,,,,,,
94,SURYA,True,5,RATES,YY--Y,5,5,LLM,BRASH,-YYY-,5,5,VOI,SPRAY,G-GYY,3,3,VOI,SYRIA,GYG-G,2,2,VOI,SURYA,GGGGG,0,0,VOI,,,,,
95,AGGIE,True,3,EARNS,YY---,5,5,LLM,THETA,--Y-Y,5,5,VOI,AGGIE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
96,CAUSA,True,4,AIRES,Y---Y,5,5,LLM,SALON,YG---,4,4,VOI,HAUSA,-GGGG,1,1,VOI,CAUSA,GGGGG,0,0,VOI,,,,,,,,,,
97,BAMBA,True,6,AUROR,Y----,5,5,LLM,CANES,-G---,4,4,VOI,DALLY,-G---,4,4,VOI,HABIT,-GY--,4,4,VOI,MAMBA,-GGGG,1,1,VOI,BAMBA,GGGGG,0,0,VOI
98,MAYNE,True,4,NEARS,YYY--,5,5,LLM,BUENA,--YGY,4,4,VOI,AMINE,YY-GG,3,3,VOI,MAYNE,GGGGG,0,0,VOI,,,,,,,,,,
99,BOGGS,True,4,AROSE,--YY-,5,5,LLM,POLIS,-G--G,3,3,VOI,GOTHS,YG--G,3,3,VOI,BOGGS,GGGGG,0,0,VOI,,,,,,,,,,
100,FINNS,True,5,ARISE,--YY-,5,5,LLM,POLIS,---YG,4,4,VOI,INDUS,YY--G,4,3,VOI,SIGNS,-G-GG,2,2,VOI,FINNS,GGGGG,0,0,VOI,,,,,
