game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
19,MEALS,True,5,TUNES,---YG,4,4,CSS_TRUE_REPAIR,DOERS,--Y-G,4,4,CSS_TRUE_REPAIR,HELPS,-GY-G,3.0,3.0,LLM,SEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,LLM,,,,,,5629,141,97.49511458518388,141,35,75.177304964539,35.0,7.0,80.0,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,0
20,CREAM,True,3,WORDS,--Y--,5,5,LLM,REACT,YYYY-,5,3,CSS_TRUE_REPAIR,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,506,91.01083673831944,506,4,99.2094861660079,4.0,1.0,75.0,,,,,,,,,,0
21,AWAKE,True,4,FINAL,---Y-,5,5,LLM,ABOUT,G----,4,4,LLM,AWARE,GGG-G,1.0,1.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,847,84.95292236631728,847,37,95.63164108618652,37.0,1.0,97.2972972972973,1.0,1.0,0.0,,,,,,,0
22,OCCUR,True,4,THINK,-----,5,5,LLM,LAPSE,-----,5,5,CSS_TRUE_REPAIR,GORDY,-YY--,5.0,5.0,CSS_TRUE_REPAIR,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,74,95.51786795881284,74.0,5.0,93.24324324324324,5.0,1.0,80.0,,,,,,,0
23,YEARS,True,3,THING,-----,5,5,LLM,SEWER,YG--Y,4,4,LLM,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1638,70.90069284064666,1638,17,98.96214896214896,17.0,1.0,94.11764705882352,,,,,,,,,,0
24,GRADE,True,4,THINK,-----,5,5,LLM,GAMES,GY-Y-,4,3,LLM,GRAZE,GGG-G,1.0,1.0,CSS_TRUE_REPAIR,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,10,99.39430648092066,10.0,4.0,60.0,4.0,1.0,75.0,,,,,,,0
25,CHILL,True,4,AFTER,-----,5,5,LLM,GOING,--G--,4,4,LLM,CLIPS,GYG--,3.0,3.0,CSS_TRUE_REPAIR,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,684,87.84864096642387,684,39,94.2982456140351,39.0,3.0,92.3076923076923,3.0,1.0,66.66666666666666,,,,,,,0
26,FLOOD,True,4,THING,-----,5,5,LLM,WORLD,-Y-YG,4,4,LLM,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1638,70.90069284064666,1638,6,99.63369963369964,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
27,APPLY,True,4,THING,-----,5,5,LLM,COULD,---G-,4,4,LLM,APPLE,GGGG-,1.0,1.0,LLM,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1638,70.90069284064666,1638,60,96.33699633699634,60.0,1.0,98.33333333333331,1.0,1.0,0.0,,,,,,,0
28,SMILE,True,3,THREE,----G,4,4,LLM,ALONE,-Y--G,4,4,CSS_TRUE_REPAIR,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,269,95.22117605258484,269,19,92.93680297397768,19.0,1.0,94.73684210526316,,,,,,,,,,0
29,KNOCK,True,5,TREAT,-----,5,5,LLM,FOUND,-Y-Y-,5,5,LLM,NYLON,Y--Y-,5.0,5.0,LLM,SNOWS,-GG--,3.0,3.0,LLM,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,5629,756,86.56955054183692,756,32,95.76719576719576,32.0,8.0,75.0,8.0,1.0,87.5,1.0,1.0,0.0,,,,0
30,SLEEP,True,4,CESAR,-YY--,5,5,CSS_TRUE_REPAIR,NILES,--YGY,4,4,CSS_TRUE_REPAIR,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,250,95.5587138035175,250,4,98.4,4.0,2.0,50.0,2.0,1.0,50.0,,,,,,,0
31,BRICK,True,3,CHECK,---GG,3,3,LLM,BLACK,G--GG,2,2,LLM,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,34,99.39598507727838,34,3,91.17647058823528,3.0,1.0,66.66666666666666,,,,,,,,,,0
32,WROTE,True,4,RULES,Y--Y-,5,4,CSS_TRUE_REPAIR,CARTE,--YGG,3,3,CSS_TRUE_REPAIR,WRITE,GG-GG,1.0,1.0,LLM,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,263,95.3277669213004,263,3,98.8593155893536,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
33,RATED,True,3,THERE,Y-YY-,5,5,LLM,RATES,GGGG-,1,1,CSS_TRUE_REPAIR,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,32,99.43151536685023,32,1,96.875,1.0,1.0,0.0,,,,,,,,,,0
34,ALERT,True,4,COULD,---Y-,5,5,LLM,LEANS,YYY--,5,4,CSS_TRUE_REPAIR,ALTER,GGYYY,3.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,478,91.50826079232546,478,33,93.09623430962344,33.0,1.0,96.96969696969695,1.0,1.0,0.0,,,,,,,0
35,CAGES,False,6,THINK,-----,5,5,LLM,BASED,-GYG-,3,3,LLM,GAMES,YG-GG,2.0,2.0,LLM,PAGES,-GGGG,1.0,1.0,LLM,WAGES,-GGGG,1.0,1.0,LLM,SAGES,-GGGG,1.0,1.0,LLM,5629,1651,70.66974595842956,1651,41,97.51665657177467,41.0,5.0,87.8048780487805,5.0,4.0,20.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
36,TEDDY,True,5,CODES,--GY-,4,4,LLM,MEDIA,-GG--,3,3,CSS_TRUE_REPAIR,WEDGE,-GG--,3.0,3.0,LLM,REDDY,-GGGG,1.0,1.0,LLM,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,5629,25,99.55587138035176,25,6,76.0,6.0,3.0,50.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
37,COLES,True,5,LEARN,YY---,5,5,CSS_TRUE_REPAIR,STYLE,Y--YY,5,4,LLM,HOLES,-GGGG,1.0,1.0,LLM,POLES,-GGGG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,LLM,,,,,,5629,161,97.13981168946528,161,25,84.472049689441,25.0,4.0,84.0,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
38,HWANG,True,5,THINK,-Y-G-,4,4,LLM,HORNS,G--G-,3,3,LLM,HENNA,G--GY,3.0,3.0,CSS_TRUE_REPAIR,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,LLM,,,,,,5629,15,99.73352282821104,15,8,46.666666666666664,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
39,WRATH,True,3,THING,YY---,5,5,LLM,WATCH,GYY-G,3,2,LLM,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,87,98.4544324036241,87,1,98.85057471264368,1.0,1.0,0.0,,,,,,,,,,0
40,MACHO,True,5,BRAIN,--Y--,5,5,LLM,PALES,-G---,4,4,CSS_TRUE_REPAIR,CATCH,YG--Y,4.0,3.0,LLM,MACHU,GGGG-,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,LLM,,,,,,5629,587,89.5718600106591,587,58,90.11925042589438,58.0,3.0,94.82758620689656,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
41,LOPEZ,True,5,THINK,-----,5,5,LLM,GUESS,--Y--,5,5,LLM,CARED,---G-,4.0,4.0,CSS_TRUE_REPAIR,LEVEL,G--G-,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,347,78.9824348879467,347.0,16.0,95.38904899135446,16.0,2.0,87.5,2.0,1.0,50.0,,,,0
42,GOODY,True,4,THINK,-----,5,5,LLM,WORLD,-G--Y,4,4,LLM,DODGE,YG-Y-,4.0,4.0,LLM,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,28,98.30405814657784,28.0,2.0,92.85714285714286,2.0,1.0,50.0,,,,,,,0
43,BROTH,True,3,AFTER,--Y-Y,5,5,LLM,TORUS,YYY--,5,5,CSS_TRUE_REPAIR,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,98,98.25901581097884,98,4,95.91836734693877,4.0,1.0,75.0,,,,,,,,,,0
44,VERDE,True,6,THEIR,--Y-Y,5,5,LLM,CARES,--GY-,4,4,CSS_TRUE_REPAIR,MERYL,-GG--,3.0,3.0,LLM,VERGE,GGG-G,1.0,1.0,LLM,VERVE,GGG-G,1.0,1.0,LLM,VERDE,GGGGG,0.0,0.0,LLM,5629,316,94.38621424764612,316,41,87.0253164556962,41.0,10.0,75.60975609756098,10.0,3.0,70.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
45,TAMED,True,4,TREAT,G-YY-,4,4,LLM,TAKEN,GG-G-,2,2,LLM,TALES,GG-G-,2.0,2.0,LLM,TAMED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,16,99.71575768342512,16,6,62.5,6.0,3.0,50.0,3.0,1.0,66.66666666666666,,,,,,,0
46,LEAFS,False,6,WORDS,----G,4,4,LLM,GUESS,--Y-G,4,4,LLM,MITES,---YG,4.0,4.0,CSS_TRUE_REPAIR,HELPS,-GY-G,3.0,3.0,CSS_TRUE_REPAIR,LEANS,GGG-G,1.0,1.0,LLM,LEAKS,GGG-G,1.0,1.0,LLM,5629,518,90.79765500088826,518,144,72.2007722007722,144.0,18.0,87.5,18.0,3.0,83.33333333333334,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
47,YACHT,True,3,LEAST,--Y-G,4,4,LLM,HABIT,YG--G,3,3,CSS_TRUE_REPAIR,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,28,99.50257594599395,28,1,96.42857142857144,1.0,1.0,0.0,,,,,,,,,,0
48,MESSY,True,4,WORDS,----Y,5,5,LLM,SHANE,Y---Y,5,5,CSS_TRUE_REPAIR,MESSI,GGGG-,1.0,1.0,CSS_TRUE_REPAIR,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,431,92.34322259726416,431,15,96.51972157772622,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,,,,0
49,RYDER,True,4,THERE,--YY-,5,4,LLM,ORDER,-YGGG,2,2,LLM,RIDER,G-GGG,1.0,1.0,CSS_TRUE_REPAIR,RYDER,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,327,94.19079765500088,327,2,99.38837920489296,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
50,MOTIF,True,4,LEAST,----Y,5,5,LLM,TORCH,YG---,4,4,CSS_TRUE_REPAIR,MOTTO,GGG--,2.0,2.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,133,97.63723574347132,133,8,93.98496240601504,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
51,RAVEN,True,5,THINK,---Y-,5,5,LLM,NEEDS,YY---,5,5,LLM,ENJOY,YY---,5.0,5.0,LLM,APNEA,Y-YG-,4.0,4.0,LLM,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,5629,445,92.09451057026116,445,55,87.64044943820225,55.0,19.0,65.45454545454545,19.0,4.0,78.94736842105263,4.0,1.0,75.0,,,,0
52,REICH,True,3,THINK,-YG--,4,4,LLM,HEIRS,YGGY-,3,3,CSS_TRUE_REPAIR,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1.0,1.0,0.0,,,,,,,,,,0
53,ICONS,True,3,THING,--YG-,4,4,LLM,SIENA,YY-G-,4,4,CSS_TRUE_REPAIR,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,24,99.57363652513769,24,2,91.66666666666666,2.0,1.0,50.0,,,,,,,,,,0
54,SILKY,True,3,THINK,--Y-Y,5,4,LLM,LICKS,YG-GY,3,3,CSS_TRUE_REPAIR,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,1,98.0,1.0,1.0,0.0,,,,,,,,,,0
55,CARVE,True,5,THING,-----,5,5,LLM,POWER,---YY,5,5,LLM,READS,YYY--,5.0,5.0,LLM,FAVRE,-GYYG,3.0,3.0,CSS_TRUE_REPAIR,CARVE,GGGGG,0.0,0.0,LLM,,,,,,5629,1638,70.90069284064666,1638,123,92.4908424908425,123.0,15.0,87.8048780487805,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,0
56,LAGER,True,6,THERE,--YY-,5,4,LLM,POWER,---GG,3,3,LLM,ALDER,YY-GG,3.0,3.0,CSS_TRUE_REPAIR,LAYER,GG-GG,1.0,1.0,LLM,LASER,GG-GG,1.0,1.0,LLM,LAGER,GGGGG,0.0,0.0,LLM,5629,327,94.19079765500088,327,78,76.14678899082568,78.0,7.0,91.02564102564102,7.0,6.0,14.285714285714285,6.0,5.0,16.666666666666664,5.0,1.0,80.0,0
57,JERKS,True,5,THINK,----Y,5,5,LLM,KOREA,Y-GY-,4,4,LLM,BURKE,--GGY,3.0,3.0,LLM,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,LLM,,,,,,5629,183,96.7489785041748,183,6,96.72131147540983,6.0,4.0,33.33333333333333,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
58,LOTUS,True,4,AVOID,--Y--,5,5,LLM,POWER,-G---,4,4,LLM,COLTS,-GYYG,3.0,3.0,CSS_TRUE_REPAIR,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,530,90.5844732634571,530,116,78.11320754716982,116.0,1.0,99.13793103448276,1.0,1.0,0.0,,,,,,,0
59,LACEY,True,5,AFTER,Y--G-,4,4,LLM,BASED,-G-G-,3,3,LLM,PANEL,-G-GY,3.0,3.0,CSS_TRUE_REPAIR,HALEY,-GYGG,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,LLM,,,,,,5629,127,97.7438266121869,127,24,81.10236220472441,24.0,3.0,87.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
60,TUDOR,True,5,THINK,G----,4,4,LLM,TASER,G---G,3,3,CSS_TRUE_REPAIR,TUTOR,GG-GG,1.0,1.0,LLM,TUMOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,5629,136,97.58394030911352,136,3,97.79411764705884,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
61,QUOTA,True,5,SIENA,----G,4,4,CSS_TRUE_REPAIR,OBAMA,Y---G,4,4,LLM,VODKA,-Y--G,4.0,4.0,LLM,FLORA,--G-G,3.0,3.0,LLM,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,5629,140,97.5128797299698,140,19,86.42857142857143,19.0,2.0,89.47368421052632,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
62,MOURN,True,3,THINK,---Y-,5,5,LLM,MONEY,GGY--,3,3,LLM,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,445,92.09451057026116,445,3,99.32584269662922,3.0,1.0,66.66666666666666,,,,,,,,,,0
63,PROMO,True,5,THERE,---Y-,5,5,LLM,RAINS,Y----,5,5,CSS_TRUE_REPAIR,COLOR,-Y-YY,5.0,4.0,LLM,PROVO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,LLM,,,,,,5629,539,90.42458696038372,539,54,89.98144712430427,54.0,3.0,94.44444444444444,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
64,CASTE,True,5,THOSE,Y--YG,4,4,LLM,STYLE,YY--G,4,4,LLM,WASTE,-GGGG,1.0,1.0,LLM,PASTE,-GGGG,1.0,1.0,LLM,CASTE,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,19,99.66246224906732,19,3,84.21052631578947,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
65,CAPRI,True,4,THERE,---G-,4,4,LLM,BOARD,--YG-,4,4,LLM,CARRY,GG-G-,2.0,2.0,LLM,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,122,97.83265233611654,122,30,75.40983606557377,30.0,3.0,90.0,3.0,1.0,66.66666666666666,,,,,,,0
66,ALIAS,True,6,AFTER,G----,4,4,LLM,ALLOY,GG---,3,3,LLM,ALBUM,GG---,3.0,3.0,LLM,ALPHA,GG--Y,3.0,3.0,LLM,ALAIN,GGYY-,3.0,3.0,LLM,ALIAS,GGGGG,0.0,0.0,LLM,5629,103,98.1701900870492,103,12,88.3495145631068,12.0,8.0,33.33333333333333,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,0
67,PADDY,True,4,THING,-----,5,5,LLM,POWER,G----,4,4,LLM,PALSY,GG--G,2.0,2.0,CSS_TRUE_REPAIR,PADDY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,1638,70.90069284064666,1638,29,98.22954822954824,29.0,2.0,93.10344827586206,2.0,1.0,50.0,,,,,,,0
68,BLOBS,True,6,THERE,-----,5,5,LLM,IDOLS,--GYG,3,3,CSS_TRUE_REPAIR,SLOWS,-GG-G,2.0,2.0,LLM,BLOGS,GGG-G,1.0,1.0,LLM,BLOCS,GGG-G,1.0,1.0,CSS_TRUE_REPAIR,BLOBS,GGGGG,0.0,0.0,LLM,5629,1280,77.2606146740096,1280,17,98.671875,17.0,5.0,70.58823529411765,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,0
69,DILLY,False,6,CARES,-----,5,5,LLM,LIGHT,YG---,4,4,LLM,MILKY,-GG-G,2.0,2.0,LLM,FILLY,-GGGG,1.0,1.0,LLM,BILLY,-GGGG,1.0,1.0,LLM,NILLY,-GGGG,1.0,1.0,LLM,5629,399,92.91170723041392,399,15,96.2406015037594,15.0,5.0,66.66666666666666,5.0,4.0,20.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
70,GUTSY,True,4,THINK,Y----,5,5,LLM,SORTA,Y--Y-,5,5,CSS_TRUE_REPAIR,UPSET,Y-Y-Y,5.0,4.0,LLM,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,451,91.98791970154558,451,10,97.78270509977828,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
71,TABOR,True,5,THIRD,G--Y-,4,4,LLM,TRUST,GY---,4,4,LLM,TYROL,G-YG-,3.0,3.0,LLM,TENOR,G--GG,2.0,2.0,CSS_TRUE_REPAIR,TABOR,GGGGG,0.0,0.0,LLM,,,,,,5629,61,98.91632616805826,61,11,81.9672131147541,11.0,2.0,81.81818181818183,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
72,INLAY,True,4,FOCUS,-----,5,5,LLM,THEIR,---Y-,5,5,LLM,LINDA,YYY-Y,5.0,3.0,CSS_TRUE_REPAIR,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1470,73.88523716468289,1470,100,93.19727891156462,100.0,2.0,98.0,2.0,1.0,50.0,,,,,,,0
73,AHHHH,True,4,TREND,-----,5,5,LLM,MALLS,-Y---,5,5,CSS_TRUE_REPAIR,COACH,--Y-G,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,840,85.0772783798188,840,38,95.47619047619048,38.0,1.0,97.36842105263158,1.0,1.0,0.0,,,,,,,0
74,ROUEN,True,3,THINE,---YY,5,5,LLM,ROSEN,GG-GG,1,1,CSS_TRUE_REPAIR,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,183,96.7489785041748,183,2,98.90710382513662,2.0,1.0,50.0,,,,,,,,,,0
75,BUENA,True,3,BRAIN,G-Y-Y,4,4,LLM,BANDS,GYY--,4,4,LLM,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,11,99.80458340735476,11,1,90.9090909090909,1.0,1.0,0.0,,,,,,,,,,0
