game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
28,SMILE,True,4,ROUTE,----G,4,4,LLM,PEACE,----G,4,4,LLM,LISLE,-YYGG,3.0,3.0,LLM,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,238,95.77189554094866,238,32,86.5546218487395,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
29,KNOCK,True,4,THING,---Y-,5,5,LLM,MONEY,-YY--,5,5,LLM,CROWN,Y-G-Y,4.0,4.0,LLM,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,421,92.52087404512346,421,43,89.78622327790974,43.0,1.0,97.67441860465117,1.0,1.0,0.0,,,,,,,0
30,SLEEP,True,3,WORLD,---Y-,5,5,LLM,PLACE,YG--Y,4,4,LLM,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,538,90.44235210516966,538,3,99.44237918215612,3.0,1.0,66.66666666666666,,,,,,,,,,0
31,BRICK,True,5,THERE,---Y-,5,5,LLM,WORLD,--Y--,5,5,LLM,GRINS,-GG--,3.0,3.0,CSS_TRUE_REPAIR,PRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,539,90.42458696038372,539,132,75.51020408163265,132.0,10.0,92.42424242424242,10.0,3.0,70.0,3.0,1.0,66.66666666666666,,,,0
32,WROTE,True,3,THERE,Y--YG,4,4,LLM,WRITE,GG-GG,1,1,LLM,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,13,99.76905311778292,13,1,92.3076923076923,1.0,1.0,0.0,,,,,,,,,,0
33,RATED,True,3,ABOUT,Y---Y,5,5,LLM,STATE,-YY-Y,5,3,LLM,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,299,94.68822170900692,299,34,88.62876254180601,34.0,1.0,97.05882352941175,,,,,,,,,,0
34,ALERT,True,4,STATE,-YY-Y,5,5,LLM,RATED,YYYY-,5,4,CSS_TRUE_REPAIR,GREAT,-YGYG,3.0,3.0,LLM,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,58,98.96962160241604,58,6,89.65517241379311,6.0,2.0,66.66666666666666,2.0,1.0,50.0,,,,,,,0
35,CAGES,True,6,STEAL,Y-YY-,5,5,CSS_TRUE_REPAIR,EARNS,YG--G,3,3,LLM,MAKES,-G-GG,2.0,2.0,LLM,PAGES,-GGGG,1.0,1.0,LLM,WAGES,-GGGG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,LLM,5629,125,97.77935690175876,125,35,72.0,35.0,23.0,34.285714285714285,23.0,2.0,91.30434782608695,2.0,1.0,50.0,1.0,1.0,0.0,0
36,TEDDY,True,4,WOULD,----Y,5,5,LLM,DRESS,Y-Y--,5,5,LLM,ABIDE,---GY,4.0,4.0,CSS_TRUE_REPAIR,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,307,94.54610055071949,307,32,89.57654723127035,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
37,COLES,True,5,ARRAS,----G,4,4,LLM,COINS,GG--G,2,2,LLM,COMES,GG-GG,1.0,1.0,LLM,CODES,GG-GG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,LLM,,,,,,5629,584,89.62515544501687,584,14,97.6027397260274,14.0,2.0,85.71428571428571,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
38,HWANG,True,4,ABOUT,Y----,5,5,LLM,LARGE,-Y-Y-,5,4,LLM,CHANG,-YGGG,2.0,2.0,LLM,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1110,80.28068928761769,1110,13,98.82882882882885,13.0,1.0,92.3076923076923,1.0,1.0,0.0,,,,,,,0
39,WRATH,True,3,MIGHT,---YY,5,5,LLM,THROW,YYY-Y,5,5,LLM,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,100,98.223485521407,100,1,99.0,1.0,1.0,0.0,,,,,,,,,,0
40,MACHO,True,4,THEIR,-Y---,5,5,LLM,COACH,YYY-Y,5,3,LLM,NACHO,-GGGG,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,146,97.40628886125424,146,4,97.26027397260276,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
41,LOPEZ,True,4,THINK,-----,5,5,LLM,AROSE,--Y-Y,5,4,LLM,LOVED,GG-G-,2.0,2.0,LLM,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,42,97.45608721986676,42.0,1.0,97.61904761904762,1.0,1.0,0.0,,,,,,,0
42,GOODY,True,6,THING,----Y,5,5,LLM,GUESS,G----,4,4,LLM,GLOBO,G-G-Y,3.0,3.0,LLM,GROOM,G-GY-,3.0,3.0,LLM,GOOFY,GGG-G,1.0,1.0,LLM,GOODY,GGGGG,0.0,0.0,LLM,5629,239,95.75413039616272,239,27,88.70292887029288,27.0,3.0,88.88888888888889,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
43,BROTH,True,4,WORLD,-YY--,5,5,LLM,CROAT,-GG-Y,3,3,CSS_TRUE_REPAIR,TROOP,YGG--,3.0,3.0,LLM,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,188,96.66015278024516,188,7,96.27659574468083,7.0,2.0,71.42857142857143,2.0,1.0,50.0,,,,,,,0
44,VERDE,True,3,RIGHT,Y----,5,5,LLM,WORDS,--GG-,3,3,LLM,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,725,87.12027003020074,725,4,99.44827586206895,4.0,1.0,75.0,,,,,,,,,,0
45,TAMED,True,3,VOWEL,---G-,4,4,LLM,THREE,G--G-,3,3,LLM,TAMED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,478,91.50826079232546,478,16,96.65271966527196,16.0,1.0,93.75,,,,,,,,,,0
46,LEAFS,False,6,EVERY,Y----,5,5,LLM,STATE,Y-G-Y,4,4,LLM,BEAKS,-GG-G,2.0,2.0,LLM,MEANS,-GG-G,2.0,2.0,LLM,HEADS,-GG-G,2.0,2.0,LLM,LEAPS,GGG-G,1.0,1.0,LLM,5629,976,82.66121868893231,976,19,98.0532786885246,19.0,12.0,36.84210526315789,12.0,7.0,41.66666666666667,7.0,2.0,71.42857142857143,2.0,1.0,50.0,0
47,YACHT,True,3,THROW,YY---,5,5,LLM,NEATH,--YYY,5,4,CSS_TRUE_REPAIR,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,85,98.48996269319596,85,9,89.41176470588236,9.0,1.0,88.88888888888889,,,,,,,,,,0
48,MESSY,True,4,THING,-----,5,5,LLM,WORDS,----Y,5,5,LLM,SLAVE,Y---Y,5.0,5.0,LLM,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1638,70.90069284064666,1638,83,94.93284493284492,83.0,3.0,96.3855421686747,3.0,1.0,66.66666666666666,,,,,,,0
49,RYDER,True,4,THING,-----,5,5,LLM,WORDS,--YY-,5,5,LLM,RULED,G--GY,3.0,3.0,LLM,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1638,70.90069284064666,1638,42,97.43589743589745,42.0,1.0,97.61904761904762,1.0,1.0,0.0,,,,,,,0
50,MOTIF,True,4,THING,Y-Y--,5,5,LLM,FIRST,YY--Y,5,5,LLM,MUFTI,G-YYY,4.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,98,98.25901581097884,98,3,96.93877551020408,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
51,RAVEN,True,5,WHICH,-----,5,5,LLM,START,--YY-,5,5,LLM,MARLO,-GY--,4.0,4.0,LLM,BADER,-G-GY,3.0,3.0,CSS_TRUE_REPAIR,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,5629,2608,53.66850239829455,2608,203,92.21625766871163,203.0,31.0,84.72906403940887,31.0,1.0,96.7741935483871,1.0,1.0,0.0,,,,0
52,REICH,True,3,THERE,-YYY-,5,5,LLM,HAREM,Y-YY-,5,5,CSS_TRUE_REPAIR,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,26,99.53810623556582,26,2,92.3076923076923,2.0,1.0,50.0,,,,,,,,,,0
53,ICONS,True,3,THESE,---Y-,5,5,LLM,LOANS,-Y-GG,3,3,CSS_TRUE_REPAIR,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,698,87.59992893942086,698,2,99.7134670487106,2.0,1.0,50.0,,,,,,,,,,0
54,SILKY,True,4,START,G----,4,4,LLM,SHEDS,G----,4,4,LLM,SPINY,G-Y-G,3.0,3.0,CSS_TRUE_REPAIR,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,196,96.51803162195772,196,55,71.93877551020408,55.0,2.0,96.36363636363636,2.0,1.0,50.0,,,,,,,0
55,CARVE,True,6,THINK,-----,5,5,LLM,LEADS,-YY--,5,5,LLM,MAYBE,-G--G,3.0,3.0,LLM,GAFFE,-G--G,3.0,3.0,LLM,CARPE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,LLM,5629,1651,70.66974595842956,1651,55,96.6686856450636,55.0,10.0,81.81818181818183,10.0,2.0,80.0,2.0,1.0,50.0,1.0,1.0,0.0,0
56,LAGER,True,2,THING,----Y,5,5,LLM,LAGER,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,239,95.75413039616272,239,1,99.581589958159,,,,,,,,,,,,,0
57,JERKS,True,6,THING,-----,5,5,LLM,MALES,---YG,4,4,CSS_TRUE_REPAIR,REEDS,YG--G,3.0,3.0,LLM,BERKS,-GGGG,1.0,1.0,CSS_TRUE_REPAIR,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,LLM,5629,1638,70.90069284064666,1638,50,96.94749694749694,50.0,7.0,86.0,7.0,2.0,71.42857142857143,2.0,1.0,50.0,1.0,1.0,0.0,0
58,LOTUS,True,4,MAINE,-----,5,5,CSS_TRUE_REPAIR,CURLS,-Y-YG,4,4,CSS_TRUE_REPAIR,SLUTS,-YYYG,4.0,3.0,LLM,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,531,90.56670811867116,531,5,99.05838041431262,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
59,LACEY,True,5,THERE,--Y--,5,5,LLM,LINES,G--G-,3,3,LLM,LOVED,G--G-,3.0,3.0,LLM,LABEL,GG-G-,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,LLM,,,,,,5629,588,89.55409486587315,588,9,98.46938775510203,9.0,4.0,55.55555555555556,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
60,TUDOR,True,3,COULD,-YY-Y,5,5,LLM,KUDOS,-GGG-,2,2,LLM,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,10,99.82234855214072,10,1,90.0,1.0,1.0,0.0,,,,,,,,,,0
61,QUOTA,True,3,THINK,Y----,5,5,LLM,ABOUT,Y-GYY,4,4,LLM,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,451,91.98791970154558,451,1,99.77827050997784,1.0,1.0,0.0,,,,,,,,,,0
62,MOURN,True,3,LASER,----Y,5,5,CSS_TRUE_REPAIR,GROUP,-YYY-,5,4,LLM,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,211,96.25155445016875,211,9,95.73459715639812,9.0,1.0,88.88888888888889,,,,,,,,,,0
63,PROMO,True,4,ROUSE,YY---,5,4,LLM,BARON,--YY-,5,4,LLM,PROWL,GGG--,2.0,2.0,LLM,PROMO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,140,97.5128797299698,140,32,77.14285714285715,32.0,4.0,87.5,4.0,1.0,75.0,,,,,,,0
64,CASTE,True,3,THING,Y----,5,5,LLM,STUFF,YY---,5,5,LLM,CASTE,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,438,92.21886658376266,438,88,79.90867579908677,88.0,1.0,98.86363636363636,,,,,,,,,,0
65,CAPRI,True,4,VOWEL,-----,5,5,LLM,RAINS,YGY--,4,4,CSS_TRUE_REPAIR,MARIA,-GYY-,4.0,3.0,LLM,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1303,76.8520163439332,1303,14,98.92555640828856,14.0,1.0,92.85714285714286,1.0,1.0,0.0,,,,,,,0
66,ALIAS,True,4,THING,--G--,4,4,LLM,PRICE,--G--,4,4,LLM,BAILS,-YGYG,3.0,3.0,CSS_TRUE_REPAIR,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,197,96.5002664771718,197,43,78.1725888324873,43.0,1.0,97.67441860465117,1.0,1.0,0.0,,,,,,,0
67,PADDY,True,4,AROSE,Y----,5,5,LLM,THANK,--Y--,5,5,LLM,MADAM,-GG--,3.0,3.0,LLM,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,413,92.6629952034109,413,111,73.12348668280872,111.0,5.0,95.4954954954955,5.0,1.0,80.0,,,,,,,0
68,BLOBS,True,5,THING,-----,5,5,LLM,WOULD,-Y-Y-,5,5,LLM,CLOSE,-GGY-,3.0,3.0,LLM,SLOOP,YGG--,3.0,3.0,LLM,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,5629,1638,70.90069284064666,1638,38,97.68009768009767,38.0,3.0,92.10526315789474,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
69,DILLY,False,6,THERE,-----,5,5,LLM,WOMAN,-----,5,5,LLM,LICKS,YG---,4.0,4.0,CSS_TRUE_REPAIR,FILLY,-GGGG,1.0,1.0,LLM,BILLY,-GGGG,1.0,1.0,LLM,GILLY,-GGGG,1.0,1.0,LLM,5629,1280,77.2606146740096,1280,130,89.84375,130.0,6.0,95.3846153846154,6.0,3.0,50.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
70,GUTSY,True,3,AROSE,---G-,4,4,LLM,TWIST,Y--G-,4,4,LLM,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,25,99.55587138035176,25,1,96.0,1.0,1.0,0.0,,,,,,,,,,0
71,TABOR,True,4,ZENIT,----Y,5,5,LLM,STORY,-YYY-,5,4,LLM,THROW,G-YG-,3.0,3.0,LLM,TABOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,309,94.51057026114763,309,19,93.85113268608414,19.0,4.0,78.94736842105263,4.0,1.0,75.0,,,,,,,0
72,INLAY,True,5,STATE,--Y--,5,5,LLM,ALLOW,Y-G--,4,4,LLM,VALID,-YGY-,4.0,4.0,LLM,PILAR,-YGG-,3.0,3.0,LLM,INLAY,GGGGG,0.0,0.0,LLM,,,,,,5629,666,88.16841357257061,666,30,95.4954954954955,30.0,3.0,90.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
73,AHHHH,True,4,THING,-G---,4,4,LLM,SHARE,-GY--,4,4,CSS_TRUE_REPAIR,AHOLD,GG---,3.0,3.0,LLM,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,103,98.1701900870492,103,4,96.11650485436894,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
74,ROUEN,True,5,THERE,--YY-,5,5,LLM,ROLES,GG-G-,2,2,LLM,ROGER,GG-G-,2.0,2.0,LLM,ROMEO,GG-G-,2.0,2.0,LLM,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,5629,327,94.19079765500088,327,10,96.94189602446484,10.0,5.0,50.0,5.0,3.0,40.0,3.0,1.0,66.66666666666666,,,,0
75,BUENA,True,4,THERE,--G--,4,4,LLM,NIELS,Y-G--,4,4,CSS_TRUE_REPAIR,KNEAD,-YGY-,4.0,4.0,LLM,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,67,98.80973529934268,67,6,91.04477611940298,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
76,MENON,True,5,THING,---Y-,5,5,LLM,RENEW,-GG--,3,3,LLM,SENDS,-GG--,3.0,3.0,LLM,MENLO,GGG-Y,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,421,92.52087404512346,421,14,96.67458432304038,14.0,7.0,50.0,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,0
77,TRASK,True,4,REGAN,Y--Y-,5,5,CSS_TRUE_REPAIR,MARCH,-YY--,5,5,LLM,STARK,YYGYG,3.0,3.0,LLM,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,268,95.23894119737076,268,71,73.50746268656717,71.0,1.0,98.59154929577466,1.0,1.0,0.0,,,,,,,0
