game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
53,ICONS,True,4,RIGHT,-Y---,5,5,LLM,MEDIA,---Y-,5,5,LLM,SLICK,Y-YY-,5.0,5.0,LLM,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,405,92.80511636169835,405,47,88.39506172839506,47.0,1.0,97.87234042553192,1.0,1.0,0.0,,,,,,,0
54,SILKY,True,4,THINK,--Y-Y,5,4,LLM,LIKED,YGY--,4,4,LLM,KILLS,YGG-Y,3.0,3.0,LLM,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,50,99.1117427607035,50,5,90.0,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
55,CARVE,True,4,THINK,-----,5,5,LLM,LARGE,-GG-G,2,2,CSS_TRUE_REPAIR,FARCE,-GGYG,2.0,2.0,LLM,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1651,70.66974595842956,1651,7,99.57601453664444,7.0,2.0,71.42857142857143,2.0,1.0,50.0,,,,,,,0
56,LAGER,False,6,WHERE,--YY-,5,4,LLM,ORDER,---GG,3,3,LLM,PAPER,-G-GG,2.0,2.0,LLM,LAYER,GG-GG,1.0,1.0,LLM,LATER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,LLM,5629,357,93.65784331142298,357,82,77.03081232492998,82.0,28.0,65.85365853658537,28.0,7.0,75.0,7.0,6.0,14.285714285714285,6.0,5.0,16.666666666666664,0
57,JERKS,True,5,THINK,----Y,5,5,LLM,KEEPS,YG--G,3,3,LLM,LEAKS,-G-GG,2.0,2.0,LLM,DECKS,-G-GG,2.0,2.0,LLM,JERKS,GGGGG,0.0,0.0,LLM,,,,,,5629,183,96.7489785041748,183,6,96.72131147540983,6.0,4.0,33.33333333333333,4.0,2.0,50.0,2.0,1.0,50.0,,,,0
58,LOTUS,True,5,THERE,Y----,5,5,LLM,STILL,YY-Y-,5,5,LLM,BLAST,-Y-YY,5.0,5.0,LLM,COLTS,-GYYG,3.0,3.0,LLM,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,5629,333,94.0842067862853,333,12,96.3963963963964,12.0,6.0,50.0,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
59,LACEY,True,5,OTHER,---G-,4,4,LLM,MAKES,-G-G-,3,3,LLM,LABEL,GG-G-,2.0,2.0,LLM,LANEY,GG-GG,1.0,1.0,LLM,LACEY,GGGGG,0.0,0.0,LLM,,,,,,5629,314,94.42174453721798,314,38,87.89808917197452,38.0,4.0,89.47368421052632,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
60,TUDOR,True,5,THERE,G--Y-,4,4,LLM,TRACK,GY---,4,4,LLM,TURNS,GGY--,3.0,3.0,LLM,TUMOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,5629,58,98.96962160241604,58,11,81.03448275862068,11.0,3.0,72.72727272727273,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
61,QUOTA,True,5,THEIR,Y----,5,5,LLM,STATS,--YG-,4,4,LLM,MALTA,---GG,3.0,3.0,LLM,JUNTA,-G-GG,2.0,2.0,LLM,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,5629,214,96.19825901581098,214,18,91.58878504672896,18.0,5.0,72.22222222222221,5.0,2.0,60.0,2.0,1.0,50.0,,,,0
62,MOURN,True,4,OTHER,Y---Y,5,5,LLM,WORLD,-GY--,4,4,LLM,ROBIN,YG--G,3.0,3.0,LLM,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,230,95.9140166992361,230,32,86.08695652173914,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
63,PROMO,True,6,RIGHT,Y----,5,5,LLM,EARLY,--Y--,5,5,LLM,BROWS,-GG--,3.0,3.0,LLM,PROUD,GGG--,2.0,2.0,LLM,PROOF,GGGY-,2.0,2.0,LLM,PROMO,GGGGG,0.0,0.0,LLM,5629,725,87.12027003020074,725,59,91.86206896551724,59.0,10.0,83.05084745762711,10.0,3.0,70.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
64,CASTE,True,5,RIGHT,----Y,5,5,LLM,STATE,Y-YGG,3,3,LLM,PASTE,-GGGG,1.0,1.0,LLM,WASTE,-GGGG,1.0,1.0,LLM,CASTE,GGGGG,0.0,0.0,LLM,,,,,,5629,390,93.0715935334873,390,3,99.23076923076924,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
65,CAPRI,True,4,THEIR,---YY,5,5,LLM,RAINS,YGY--,4,4,CSS_TRUE_REPAIR,MAORI,-G-GG,2.0,2.0,LLM,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,121,97.85041748090248,121,4,96.69421487603306,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
66,ALIAS,True,3,OTHER,-----,5,5,LLM,AGAIN,G-YY-,4,4,LLM,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,807,85.66352815775448,807,5,99.38042131350682,5.0,1.0,80.0,,,,,,,,,,0
67,PADDY,True,5,THINK,-----,5,5,LLM,CLOUD,----Y,5,5,LLM,READY,--YGG,3.0,3.0,LLM,DADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,90,94.54875832828588,90.0,4.0,95.55555555555556,4.0,2.0,50.0,2.0,1.0,50.0,,,,0
68,BLOBS,True,6,THERE,-----,5,5,LLM,COULD,-Y-Y-,5,5,LLM,ALLOW,-G-Y-,4.0,4.0,LLM,GLOSS,-GG-G,2.0,2.0,LLM,FLOPS,-GG-G,2.0,2.0,LLM,BLOBS,GGGGG,0.0,0.0,LLM,5629,1280,77.2606146740096,1280,48,96.25,48.0,8.0,83.33333333333334,8.0,2.0,75.0,2.0,1.0,50.0,1.0,1.0,0.0,0
69,DILLY,True,3,OTHER,-----,5,5,LLM,DIALS,GG-G-,2,2,CSS_TRUE_REPAIR,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,807,85.66352815775448,807,2,99.75216852540272,2.0,1.0,50.0,,,,,,,,,,0
70,GUTSY,True,4,THERE,Y----,5,5,LLM,STILL,YY---,5,5,LLM,COAST,---GY,4.0,4.0,LLM,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,333,94.0842067862853,333,51,84.68468468468468,51.0,1.0,98.0392156862745,1.0,1.0,0.0,,,,,,,0
71,TABOR,True,4,THINK,G----,4,4,LLM,TODAY,GY-Y-,4,4,LLM,TAROT,GGYG-,2.0,2.0,LLM,TABOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,136,97.58394030911352,136,4,97.05882352941175,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
72,INLAY,True,5,ABOUT,Y----,5,5,LLM,PLACE,-YY--,5,4,LLM,VALID,-YGY-,4.0,4.0,LLM,ISLAM,G-GG-,2.0,2.0,LLM,INLAY,GGGGG,0.0,0.0,LLM,,,,,,5629,1110,80.28068928761769,1110,93,91.6216216216216,93.0,7.0,92.47311827956987,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,0
73,AHHHH,True,4,RIGHT,---G-,4,4,LLM,PASHA,-Y-G-,4,4,LLM,LEAHY,--YG-,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,34,99.39598507727838,34,2,94.11764705882352,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
74,ROUEN,True,6,RIGHT,G----,4,4,LLM,READY,GY---,4,4,LLM,ROLES,GG-G-,2.0,2.0,LLM,ROVER,GG-G-,2.0,2.0,LLM,ROMEO,GG-G-,2.0,2.0,LLM,ROUEN,GGGGG,0.0,0.0,LLM,5629,138,97.54841001954166,138,20,85.5072463768116,20.0,5.0,75.0,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,0
75,BUENA,True,5,WORLD,-----,5,5,LLM,THINK,---G-,4,4,LLM,FUNNY,-G-G-,3.0,3.0,LLM,JUANA,-G-GG,2.0,2.0,LLM,BUENA,GGGGG,0.0,0.0,LLM,,,,,,5629,1271,77.42050097708297,1271,35,97.24626278520849,35.0,2.0,94.28571428571428,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
76,MENON,True,4,THERE,--Y--,5,5,LLM,MONEY,GYGY-,3,3,LLM,MENLO,GGG-Y,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,588,89.55409486587315,588,2,99.65986394557824,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
77,TRASK,True,3,OTHER,-Y--Y,5,5,LLM,TRACK,GGG-G,1,1,LLM,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,106,98.11689465269144,106,1,99.05660377358492,1.0,1.0,0.0,,,,,,,,,,0
78,CASIO,True,5,THERE,-----,5,5,LLM,WOULD,-Y---,5,5,LLM,AMONG,Y-Y--,5.0,5.0,LLM,OASIS,YGGG-,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,LLM,,,,,,5629,1280,77.2606146740096,1280,80,93.75,80.0,11.0,86.25,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,0
79,VOILA,True,4,RIGHT,-Y---,5,5,LLM,MEDIA,---YG,4,4,LLM,LAILA,--GGG,2.0,2.0,LLM,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,405,92.80511636169835,405,11,97.28395061728396,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,,,,0
