game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
11,YOUNG,True,3,START,-----,5,5,LLM,COYNE,-GYG-,3,3,CSS_TRUE_REPAIR,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,852,84.86409664238764,852,6,99.29577464788731,6.0,1.0,83.33333333333334,,,,,,,,,,0
12,MEANS,True,4,GUESS,--Y-G,4,4,LLM,LIMES,--YYG,4,4,CSS_TRUE_REPAIR,TEAMS,-GGYG,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,302,94.63492627464912,302,8,97.35099337748343,8.0,2.0,75.0,2.0,1.0,50.0,,,,,,,0
13,TRUTH,True,3,START,-Y-YY,5,4,LLM,TUTOR,GYY-Y,4,3,LLM,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,3,99.9467045656422,3,1,66.66666666666666,1.0,1.0,0.0,,,,,,,,,,0
14,FIRED,True,3,ROAST,Y----,5,5,CSS_TRUE_REPAIR,DIMER,YG-GY,3,3,CSS_TRUE_REPAIR,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,251,95.54094865873157,251,3,98.80478087649402,3.0,1.0,66.66666666666666,,,,,,,,,,0
15,FOLKS,True,4,COULD,-G-Y-,4,4,LLM,LOREN,YG---,4,4,LLM,POLIS,-GG-G,2.0,2.0,CSS_TRUE_REPAIR,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,96,98.29454610055072,96,19,80.20833333333334,19.0,5.0,73.68421052631578,5.0,1.0,80.0,,,,,,,0
16,CHILE,True,4,START,-----,5,5,LLM,LINGO,YY---,5,5,CSS_TRUE_REPAIR,CECIL,GY-YY,4.0,3.0,LLM,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,852,84.86409664238764,852,33,96.12676056338027,33.0,2.0,93.93939393939394,2.0,1.0,50.0,,,,,,,0
17,BLACK,True,5,COULD,Y--Y-,5,5,LLM,LYRIC,Y---Y,5,5,LLM,PLACE,-GGG-,2.0,2.0,LLM,SLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,LLM,,,,,,5629,29,99.48481080120804,29,9,68.96551724137932,9.0,3.0,66.66666666666666,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
18,GRANT,True,4,GUESS,G----,4,4,LLM,GRAIL,GGG--,2,2,LLM,GRAFT,GGG-G,1.0,1.0,LLM,GRANT,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,84,98.50772783798188,84,7,91.66666666666666,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
19,MEALS,True,3,START,Y-G--,4,4,LLM,CLAMS,-YGYG,3,3,CSS_TRUE_REPAIR,MEALS,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,79,98.59655356191152,79,1,98.73417721518987,1.0,1.0,0.0,,,,,,,,,,0
20,CREAM,True,4,GIVEN,---Y-,5,5,LLM,THERE,--GY-,4,4,LLM,BREAD,-GGG-,2.0,2.0,LLM,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,743,86.800497424054,743,29,96.09690444145356,29.0,5.0,82.75862068965517,5.0,1.0,80.0,,,,,,,0
21,AWAKE,True,4,COULD,-----,5,5,LLM,GREEN,--Y--,5,5,LLM,MEATS,-YG--,4.0,4.0,CSS_TRUE_REPAIR,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1556,72.35743471309291,1556,114,92.67352185089976,114.0,1.0,99.12280701754386,1.0,1.0,0.0,,,,,,,0
22,OCCUR,True,3,GUESS,-Y---,5,5,LLM,COULD,YYY--,5,4,LLM,OCCUR,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,154,97.26416770296676,154,2,98.7012987012987,2.0,1.0,50.0,,,,,,,,,,0
23,YEARS,False,6,GIVEN,---Y-,5,5,LLM,EXACT,Y-G--,4,4,LLM,AMAZE,--G-Y,4.0,4.0,LLM,LEASH,-GGY-,3.0,3.0,LLM,PEAKS,-GG-G,2.0,2.0,LLM,SEARS,-GGGG,1.0,1.0,LLM,5629,743,86.800497424054,743,76,89.77119784656796,76.0,36.0,52.63157894736842,36.0,11.0,69.44444444444444,11.0,8.0,27.27272727272727,8.0,5.0,37.5,0
24,GRADE,True,5,GIVEN,G--Y-,4,4,LLM,GRAPE,GGG-G,1,1,LLM,GRATE,GGG-G,1.0,1.0,LLM,GRACE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,LLM,,,,,,5629,45,99.20056848463317,45,4,91.11111111111111,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
25,CHILL,True,3,COULD,G--G-,3,3,LLM,CALLS,G-YG-,3,3,LLM,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,12,99.78681826256884,12,1,91.66666666666666,1.0,1.0,0.0,,,,,,,,,,0
26,FLOOD,True,4,ROAST,-Y---,5,5,CSS_TRUE_REPAIR,GNOME,--G--,4,4,CSS_TRUE_REPAIR,CLOCK,-GG--,3.0,3.0,LLM,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,169,96.99769053117782,169,14,91.71597633136096,14.0,4.0,71.42857142857143,4.0,1.0,75.0,,,,,,,0
27,APPLY,True,4,COULD,---G-,4,4,LLM,SALLE,-Y-G-,4,4,CSS_TRUE_REPAIR,AMPLY,G-GGG,1.0,1.0,LLM,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,171,96.96216024160596,171,6,96.49122807017544,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
28,SMILE,True,4,START,G----,4,4,LLM,SOLES,G-YY-,4,3,CSS_TRUE_REPAIR,SHELL,G-YG-,3.0,3.0,LLM,SMILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,196,96.51803162195772,196,10,94.89795918367348,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
29,KNOCK,True,5,GUESS,-----,5,5,LLM,LORNA,-Y-Y-,5,5,CSS_TRUE_REPAIR,ONION,YG---,4.0,4.0,LLM,KNOTT,GGG--,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,5629,1270,77.43826612186889,1270,20,98.4251968503937,20.0,3.0,85.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
30,SLEEP,True,4,ASTER,-Y-G-,4,4,CSS_TRUE_REPAIR,MILES,--YGY,4,4,CSS_TRUE_REPAIR,OLSEN,-GYG-,3.0,3.0,LLM,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,147,97.38852371646828,147,3,97.95918367346938,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,,,,0
31,BRICK,True,6,GUESS,-----,5,5,LLM,ARROW,-G---,4,4,LLM,CRICK,-GGGG,1.0,1.0,LLM,PRICK,-GGGG,1.0,1.0,CSS_TRUE_REPAIR,TRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,LLM,5629,1270,77.43826612186889,1270,23,98.18897637795276,23.0,4.0,82.6086956521739,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
32,WROTE,True,4,GIVEN,---Y-,5,5,LLM,EXACT,Y---Y,5,5,LLM,TORRE,YYY-G,4.0,4.0,LLM,WROTE,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,743,86.800497424054,743,83,88.82907133243607,83.0,1.0,98.79518072289156,1.0,1.0,0.0,,,,,,,0
33,RATED,True,5,COULD,----G,4,4,LLM,ARSED,YY-GG,3,3,CSS_TRUE_REPAIR,DARED,-GYGG,2.0,2.0,LLM,RAZED,GG-GG,1.0,1.0,LLM,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,140,97.5128797299698,140,11,92.14285714285714,11.0,5.0,54.54545454545454,5.0,4.0,20.0,4.0,1.0,75.0,,,,0
34,ALERT,True,4,COULD,---Y-,5,5,LLM,LEAPT,YYY-G,4,3,CSS_TRUE_REPAIR,VALET,-YYYG,4.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,478,91.50826079232546,478,2,99.581589958159,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
35,CAGES,False,6,START,Y-Y--,5,5,LLM,LANES,-G-GG,2,2,CSS_TRUE_REPAIR,WAXES,-G-GG,2.0,2.0,LLM,BASES,-G-GG,2.0,2.0,LLM,GAMES,YG-GG,2.0,2.0,LLM,PAGES,-GGGG,1.0,1.0,LLM,5629,255,95.46988807958785,255,38,85.09803921568627,38.0,32.0,15.789473684210526,32.0,25.0,21.875,25.0,2.0,92.0,2.0,1.0,50.0,0
36,TEDDY,True,5,GUESS,--Y--,5,5,LLM,VOWEL,---Y-,5,5,LLM,HEART,-G--Y,4.0,4.0,CSS_TRUE_REPAIR,TEMPE,GG---,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,1121,80.08527269497246,1121,268,76.09277430865299,268.0,9.0,96.64179104477611,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,0
37,COLES,False,6,START,Y----,5,5,LLM,GUESS,--Y-G,4,4,LLM,NILES,--GGG,2.0,2.0,CSS_TRUE_REPAIR,MOLES,-GGGG,1.0,1.0,LLM,HOLES,-GGGG,1.0,1.0,LLM,POLES,-GGGG,1.0,1.0,LLM,5629,500,91.117427607035,500,111,77.8,111.0,6.0,94.5945945945946,6.0,4.0,33.33333333333333,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
38,HWANG,True,6,COULD,-----,5,5,LLM,START,--G--,4,4,LLM,KEANE,--GG-,3.0,3.0,LLM,JIANG,--GGG,2.0,2.0,LLM,ZHANG,-YGGG,2.0,2.0,LLM,HWANG,GGGGG,0.0,0.0,LLM,5629,1556,72.35743471309291,1556,30,98.0719794344473,30.0,7.0,76.66666666666667,7.0,2.0,71.42857142857143,2.0,1.0,50.0,1.0,1.0,0.0,0
39,WRATH,True,5,GIVEN,-----,5,5,LLM,COULD,-----,5,5,LLM,TAMAR,YY--Y,5.0,5.0,CSS_TRUE_REPAIR,START,-YGY-,4.0,4.0,LLM,WRATH,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,1299,76.92307692307693,1299,210,83.83371824480369,210.0,9.0,95.71428571428572,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,0
40,MACHO,True,5,WHICH,-Y-Y-,5,4,LLM,SACHA,-GGG-,2,2,LLM,YACHT,-GGG-,2.0,2.0,LLM,MACHU,GGGG-,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,LLM,,,,,,5629,25,99.55587138035176,25,5,80.0,5.0,4.0,20.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
41,LOPEZ,True,5,GUESS,--Y--,5,5,LLM,EXACT,Y----,5,5,LLM,DINER,---G-,4.0,4.0,CSS_TRUE_REPAIR,VOWEL,-G-GY,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,5629,1121,80.08527269497246,1121,369,67.08296164139162,369.0,15.0,95.9349593495935,15.0,2.0,86.66666666666667,2.0,1.0,50.0,,,,0
42,GOODY,True,4,START,-----,5,5,LLM,HIDEO,--Y-Y,5,5,CSS_TRUE_REPAIR,DOWNY,YG--G,3.0,3.0,CSS_TRUE_REPAIR,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,852,84.86409664238764,852,27,96.83098591549296,27.0,3.0,88.88888888888889,3.0,1.0,66.66666666666666,,,,,,,0
43,BROTH,True,4,RISEN,Y----,5,5,CSS_TRUE_REPAIR,AROMA,-GG--,3,3,CSS_TRUE_REPAIR,TROUT,YGG--,3.0,3.0,LLM,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,309,94.51057026114763,309,30,90.29126213592234,30.0,3.0,90.0,3.0,1.0,66.66666666666666,,,,,,,0
44,VERDE,True,4,START,---Y-,5,5,LLM,GREEN,-YYY-,5,4,LLM,MERLE,-GG-G,2.0,2.0,LLM,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,469,91.66814709539882,469,5,98.93390191897656,5.0,3.0,40.0,3.0,1.0,66.66666666666666,,,,,,,0
45,TAMED,True,5,CRANE,--Y-Y,5,4,LLM,SAVED,-G-GG,2,2,CSS_TRUE_REPAIR,TAXED,GG-GG,1.0,1.0,LLM,TAPED,GG-GG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,LLM,,,,,,5629,215,96.18049387102504,215,21,90.23255813953487,21.0,2.0,90.47619047619048,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
46,LEAFS,False,6,GUESS,--Y-G,4,4,LLM,AIRES,Y--YG,4,4,CSS_TRUE_REPAIR,TEAMS,-GG-G,2.0,2.0,LLM,LEANS,GGG-G,1.0,1.0,LLM,LEADS,GGG-G,1.0,1.0,LLM,LEAKS,GGG-G,1.0,1.0,LLM,5629,302,94.63492627464912,302,29,90.39735099337749,29.0,15.0,48.27586206896552,15.0,4.0,73.33333333333333,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
47,YACHT,True,4,GUESS,-----,5,5,LLM,RANDY,-G--Y,4,4,CSS_TRUE_REPAIR,YAHOO,GGY--,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1270,77.43826612186889,1270,9,99.29133858267716,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
48,MESSY,True,4,START,Y----,5,5,LLM,LOSES,--GYY,4,4,CSS_TRUE_REPAIR,MESSI,GGGG-,1.0,1.0,CSS_TRUE_REPAIR,MESSY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,500,91.117427607035,500,6,98.8,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
49,RYDER,True,3,COULD,----Y,5,5,LLM,RIDES,G-GG-,2,2,CSS_TRUE_REPAIR,RYDER,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,302,94.63492627464912,302,1,99.66887417218544,1.0,1.0,0.0,,,,,,,,,,0
50,MOTIF,True,5,COULD,-G---,4,4,LLM,NORSE,-G---,4,4,CSS_TRUE_REPAIR,TOMMY,YGY--,4.0,4.0,LLM,MOTTO,GGG--,2.0,2.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,354,93.71113874578076,354,31,91.24293785310734,31.0,2.0,93.5483870967742,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
51,RAVEN,True,4,COULD,-----,5,5,LLM,GREEN,-Y-GG,3,3,LLM,RISEN,G--GG,2.0,2.0,LLM,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1556,72.35743471309291,1556,7,99.55012853470436,7.0,2.0,71.42857142857143,2.0,1.0,50.0,,,,,,,0
52,REICH,False,6,GUESS,--Y--,5,5,LLM,FEWER,-G--Y,4,4,LLM,TERRA,-GY--,4.0,4.0,LLM,REPLY,GG---,3.0,3.0,LLM,REMIX,GG-Y-,3.0,3.0,LLM,REIKI,GGG--,2.0,2.0,LLM,5629,1121,80.08527269497246,1121,83,92.59589652096342,83.0,8.0,90.36144578313254,8.0,5.0,37.5,5.0,2.0,60.0,2.0,1.0,50.0,0
53,ICONS,True,3,RANGE,--Y--,5,5,LLM,LIONS,-YGGG,2,2,CSS_TRUE_REPAIR,ICONS,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,152,97.29969799253864,152,1,99.3421052631579,1.0,1.0,0.0,,,,,,,,,,0
54,SILKY,True,3,COULD,---Y-,5,5,LLM,MILES,-GG-Y,3,3,CSS_TRUE_REPAIR,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,478,91.50826079232546,478,2,99.581589958159,2.0,1.0,50.0,,,,,,,,,,0
55,CARVE,False,6,STAGE,--Y-G,4,4,LLM,MARNE,-GG-G,2,2,CSS_TRUE_REPAIR,PARKE,-GG-G,2.0,2.0,LLM,BARRE,-GG-G,2.0,2.0,LLM,EARLE,-GG-G,2.0,2.0,LLM,FAROE,-GG-G,2.0,2.0,LLM,5629,98,98.25901581097884,98,8,91.83673469387756,8.0,6.0,25.0,6.0,5.0,16.666666666666664,5.0,3.0,40.0,3.0,1.0,66.66666666666666,0
56,LAGER,True,4,COULD,---Y-,5,5,LLM,GALEN,YGYG-,3,3,CSS_TRUE_REPAIR,BAGEL,-GGGY,2.0,2.0,LLM,LAGER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,478,91.50826079232546,478,2,99.581589958159,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
57,JERKS,True,4,COULD,-----,5,5,LLM,TEARS,-G-YG,3,3,CSS_TRUE_REPAIR,REEKS,YG-GG,2.0,2.0,LLM,JERKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,1556,72.35743471309291,1556,18,98.8431876606684,18.0,3.0,83.33333333333334,3.0,1.0,66.66666666666666,,,,,,,0
58,LOTUS,True,2,COULD,-GYY-,4,4,LLM,LOTUS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,5629,4,99.92893942085628,4,1,75.0,,,,,,,,,,,,,0
59,LACEY,True,3,TOUCH,---Y-,5,5,LLM,CARES,YG-G-,3,3,CSS_TRUE_REPAIR,LACEY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,238,95.77189554094866,238,4,98.31932773109244,4.0,1.0,75.0,,,,,,,,,,0
60,TUDOR,True,3,COULD,-YY-Y,5,5,LLM,GUIDO,-G-YY,4,3,LLM,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,10,99.82234855214072,10,2,80.0,2.0,1.0,50.0,,,,,,,,,,0
61,QUOTA,True,3,COULD,-YY--,5,5,LLM,STOUT,-YGY-,4,4,LLM,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,54,99.04068218155976,54,2,96.29629629629628,2.0,1.0,50.0,,,,,,,,,,0
62,MOURN,True,5,COULD,-GG--,3,3,LLM,TOUGH,-GG--,3,3,LLM,YOUVE,-GG--,3.0,3.0,LLM,SOUPS,-GG--,3.0,3.0,CSS_TRUE_REPAIR,MOURN,GGGGG,0.0,0.0,LLM,,,,,,5629,32,99.43151536685023,32,13,59.375,13.0,7.0,46.15384615384615,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,0
63,PROMO,True,4,COULD,-Y---,5,5,LLM,SENOR,---YY,5,5,CSS_TRUE_REPAIR,PRIMO,GG-GG,1.0,1.0,CSS_TRUE_REPAIR,PROMO,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,390,93.0715935334873,390,32,91.7948717948718,32.0,1.0,96.875,1.0,1.0,0.0,,,,,,,0
64,CASTE,True,3,GUESS,--YY-,5,5,LLM,PASTE,-GGGG,1,1,CSS_TRUE_REPAIR,CASTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,192,96.58909220110144,192,4,97.91666666666666,4.0,1.0,75.0,,,,,,,,,,0
65,CAPRI,True,4,SINCE,-Y-Y-,5,5,LLM,CHILD,G-Y--,4,4,LLM,CUBIC,G--Y-,4.0,4.0,LLM,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,47,99.1650381950613,47,8,82.97872340425532,8.0,2.0,75.0,2.0,1.0,50.0,,,,,,,0
66,ALIAS,True,5,WORDS,----G,4,4,LLM,GUESS,----G,4,4,LLM,TALKS,-YY-G,4.0,3.0,CSS_TRUE_REPAIR,PLANS,-GY-G,3.0,3.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,518,90.79765500088826,518,111,78.57142857142857,111.0,9.0,91.8918918918919,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,0
67,PADDY,True,6,GUESS,-----,5,5,LLM,TRINA,----Y,5,5,CSS_TRUE_REPAIR,MADLY,-GG-G,2.0,2.0,CSS_TRUE_REPAIR,DADDY,-GGGG,1.0,1.0,LLM,CADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,5629,1270,77.43826612186889,1270,97,92.36220472440944,97.0,3.0,96.90721649484536,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
68,BLOBS,True,5,COULD,-Y-Y-,5,5,LLM,SALON,Y-YY-,5,4,CSS_TRUE_REPAIR,FLOWS,-GG-G,2.0,2.0,LLM,BLOGS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,5629,106,98.11689465269144,106,10,90.56603773584906,10.0,4.0,60.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
69,DILLY,True,4,START,-----,5,5,LLM,DOYLE,G-YG-,3,3,CSS_TRUE_REPAIR,DIMLY,GG-GG,1.0,1.0,LLM,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,852,84.86409664238764,852,2,99.76525821596243,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
70,GUTSY,True,2,GUESS,GG-G-,2,2,LLM,GUTSY,GGGGG,0,0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,,0
71,TABOR,True,5,GUESS,-----,5,5,LLM,WHICH,-----,5,5,LLM,KARAN,-GY--,4.0,4.0,CSS_TRUE_REPAIR,LABOR,-GGGG,1.0,1.0,LLM,TABOR,GGGGG,0.0,0.0,LLM,,,,,,5629,1270,77.43826612186889,1270,431,66.06299212598425,431.0,10.0,97.6798143851508,10.0,1.0,90.0,1.0,1.0,0.0,,,,0
72,INLAY,True,4,ARISE,Y-Y--,5,5,CSS_TRUE_REPAIR,DALIA,-YGY-,4,4,CSS_TRUE_REPAIR,LILAC,-YGG-,3.0,3.0,LLM,INLAY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,143,97.45958429561202,143,5,96.5034965034965,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
73,AHHHH,True,5,LAUER,-Y---,5,5,CSS_TRUE_REPAIR,COATS,--Y--,5,5,CSS_TRUE_REPAIR,AFFIX,G----,4.0,4.0,LLM,AHMAD,GG---,3.0,3.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,315,94.40397939243203,315,38,87.93650793650794,38.0,6.0,84.21052631578947,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
