game_id,target_word,model_name,prompt_type,attempt_number,guess,feedback,win,attempts_to_win,timestamp,prompt,cot_trace,raw_response,is_valid_word,is_error,candidates_before,candidates_after,candidate_reduction_rate,information_gain_bits,violated_green_constraint,violated_yellow_constraint,violated_gray_constraint,total_constraint_violations
2,TRICK,llama-3.3-70b-instruct,cot,4,PRICK,-GGGG,False,4,2025-12-11T18:49:22.015697,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: -----
  Per letter: H:-  O:-  U:-  S:-  E:-
Guess: BRAIN, Feedback: -G-Y-
  Per letter: B:-  R:G  A:-  I:Y  N:-
Guess: GRILL, Feedback: -GG--
  Per letter: G:-  R:G  I:G  L:-  L:-
Allowed words remaining: 9
Candidate words: TRICK, DRIFT, PRICK, PRIVY, FRITZ, FRICK, TRIPP, CRICK, CRIMP

Answer with just the word.","Game 3/100 | Target: TRICK | Attempt 4/6 | Candidates: 9

PRICK","Game 3/100 | Target: TRICK | Attempt 4/6 | Candidates: 9

PRICK",True,False,9,3,0.6667,1.5850,False,False,False,0
2,TRICK,llama-3.3-70b-instruct,cot,5,TRICK,GGGGG,True,5,2025-12-11T18:49:22.271681,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: BRAIN, Feedback: -G-Y-
  Per letter: B:-  R:G  A:-  I:Y  N:-
Guess: GRILL, Feedback: -GG--
  Per letter: G:-  R:G  I:G  L:-  L:-
Guess: PRICK, Feedback: -GGGG
  Per letter: P:-  R:G  I:G  C:G  K:G
Allowed words remaining: 3
Candidate words: TRICK, FRICK, CRICK

Answer with just the word.","Game 3/100 | Target: TRICK | Attempt 5/6 | Candidates: 3

TRICK","Game 3/100 | Target: TRICK | Attempt 5/6 | Candidates: 3

TRICK",True,False,3,1,0.6667,1.5850,False,False,False,0
3,DIRTY,llama-3.3-70b-instruct,cot,1,HOUSE,-----,False,1,2025-12-11T18:49:22.450097,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Answer with just the word.","Game 4/100 | Target: DIRTY | Attempt 1/6 | Candidates: 5629

HOUSE","Game 4/100 | Target: DIRTY | Attempt 1/6 | Candidates: 5629

HOUSE",True,False,5629,694,0.8767,3.0199,False,False,False,0
3,DIRTY,llama-3.3-70b-instruct,cot,2,BRAIN,-Y-Y-,False,2,2025-12-11T18:49:22.662568,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: -----
  Per letter: H:-  O:-  U:-  S:-  E:-
Allowed words remaining: 694
Candidate words: AGAIN, PARTY, BLACK, FINAL, BRING, APRIL, DAVID, CRAZY, DAILY, INDIA, WANNA, TRACK, TRAIN, CLAIM, BRAIN, CIVIL, GRAND, DRINK, CARRY, JAPAN, PLANT, AWARD, TRIAL, BRAND, CLICK, APPLY, APART, MAGIC, FRANK, LIMIT, ..., IRFAN, KANDY, LANZA, RIKKI, YALTA, AKRAM, AMARI, BAMBA, BAWDY, CATTY, CRABB, FLAGG, LALLY, NAZIR, PAPPY, TRACI, TWANG, BANDY, DALIA, FLAIL

Answer with just the word.","Game 4/100 | Target: DIRTY | Attempt 2/6 | Candidates: 694

BRAIN","Game 4/100 | Target: DIRTY | Attempt 2/6 | Candidates: 694

BRAIN",True,False,694,7,0.9899,6.6314,False,False,False,0
3,DIRTY,llama-3.3-70b-instruct,cot,3,TWIRL,Y-YY-,False,3,2025-12-11T18:49:22.925785,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: -----
  Per letter: H:-  O:-  U:-  S:-  E:-
Guess: BRAIN, Feedback: -Y-Y-
  Per letter: B:-  R:Y  A:-  I:Y  N:-
Allowed words remaining: 7
Candidate words: DIRTY, RICKY, FLIRT, GIRLY, RICCI, TWIRL, RIKKI

Answer with just the word.","Game 4/100 | Target: DIRTY | Attempt 3/6 | Candidates: 7

TWIRL","Game 4/100 | Target: DIRTY | Attempt 3/6 | Candidates: 7

TWIRL",True,False,7,1,0.8571,2.8074,False,False,False,0
3,DIRTY,llama-3.3-70b-instruct,cot,4,DIRTY,GGGGG,True,4,2025-12-11T18:49:23.142615,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: -----
  Per letter: H:-  O:-  U:-  S:-  E:-
Guess: BRAIN, Feedback: -Y-Y-
  Per letter: B:-  R:Y  A:-  I:Y  N:-
Guess: TWIRL, Feedback: Y-YY-
  Per letter: T:Y  W:-  I:Y  R:Y  L:-
Allowed words remaining: 1
Candidate words: DIRTY

Answer with just the word.","Game 4/100 | Target: DIRTY | Attempt 4/6 | Candidates: 1

DIRTY","Game 4/100 | Target: DIRTY | Attempt 4/6 | Candidates: 1

DIRTY",True,False,1,1,0.0000,0.0000,False,False,False,0
4,USUAL,llama-3.3-70b-instruct,cot,1,HOUSE,--GY-,False,1,2025-12-11T18:49:23.312843,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Answer with just the word.","Game 5/100 | Target: USUAL | Attempt 1/6 | Candidates: 5629

HOUSE","Game 5/100 | Target: USUAL | Attempt 1/6 | Candidates: 5629

HOUSE",True,False,5629,47,0.9917,6.9041,False,False,False,0
4,USUAL,llama-3.3-70b-instruct,cot,2,STUDY,Y-G--,False,2,2025-12-11T18:49:23.606222,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: --GY-
  Per letter: H:-  O:-  U:G  S:Y  E:-
Allowed words remaining: 47
Candidate words: STUDY, STUFF, DRUGS, STUCK, SQUAD, USUAL, CLUBS, SAUDI, SKULL, SPURS, DRUMS, STUNT, SQUAT, PLUGS, SWUNG, STUMP, SQUID, SLUMP, STUDS, SCUBA, STUNG, SNUCK, SAUNA, SLUMS, SLUTS, SNUFF, SLURS, SMURF, SKUNK, SLUGS, PLUMS, SAUCY, STUNS, SLUNG, SPURT, ASUKA, STUBS, USURP, SQUAW, SPUNK, SAULT, GAULS, STURT, STURM, BLURS, PAULS, SLURP

Answer with just the word.","Game 5/100 | Target: USUAL | Attempt 2/6 | Candidates: 47

STUDY","Game 5/100 | Target: USUAL | Attempt 2/6 | Candidates: 47

STUDY",True,False,47,9,0.8085,2.3847,False,False,False,0
4,USUAL,llama-3.3-70b-instruct,cot,3,PLUGS,-YG-Y,False,3,2025-12-11T18:49:23.849871,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: --GY-
  Per letter: H:-  O:-  U:G  S:Y  E:-
Guess: STUDY, Feedback: Y-G--
  Per letter: S:Y  T:-  U:G  D:-  Y:-
Allowed words remaining: 9
Candidate words: USUAL, CLUBS, PLUGS, PLUMS, ASUKA, USURP, GAULS, BLURS, PAULS

Answer with just the word.","Game 5/100 | Target: USUAL | Attempt 3/6 | Candidates: 9

PLUGS","Game 5/100 | Target: USUAL | Attempt 3/6 | Candidates: 9

PLUGS",True,False,9,1,0.8889,3.1699,False,False,False,0
4,USUAL,llama-3.3-70b-instruct,cot,4,USUAL,GGGGG,True,4,2025-12-11T18:49:24.067686,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: --GY-
  Per letter: H:-  O:-  U:G  S:Y  E:-
Guess: STUDY, Feedback: Y-G--
  Per letter: S:Y  T:-  U:G  D:-  Y:-
Guess: PLUGS, Feedback: -YG-Y
  Per letter: P:-  L:Y  U:G  G:-  S:Y
Allowed words remaining: 1
Candidate words: USUAL

Answer with just the word.","Game 5/100 | Target: USUAL | Attempt 4/6 | Candidates: 1

USUAL","Game 5/100 | Target: USUAL | Attempt 4/6 | Candidates: 1

USUAL",True,False,1,1,0.0000,0.0000,False,False,False,0
5,TRULY,llama-3.3-70b-instruct,cot,1,HOUSE,--G--,False,1,2025-12-11T18:49:24.226153,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Answer with just the word.","Game 6/100 | Target: TRULY | Attempt 1/6 | Candidates: 5629

HOUSE","Game 6/100 | Target: TRULY | Attempt 1/6 | Candidates: 5629

HOUSE",True,False,5629,50,0.9911,6.8148,False,False,False,0
5,TRULY,llama-3.3-70b-instruct,cot,2,TRULY,GGGGG,True,2,2025-12-11T18:49:24.514219,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: --G--
  Per letter: H:-  O:-  U:G  S:-  E:-
Allowed words remaining: 50
Candidate words: TRUMP, TRULY, ADULT, FAULT, TRUCK, DRUNK, FRUIT, LAURA, FLUID, TRUNK, BLUNT, VAULT, PAULA, BLUFF, FAUNA, FLUNG, FLUFF, PLUMP, ABUJA, GRUNT, PLUCK, BRUNT, KYUNG, DRUID, MAURY, CLUNG, CRUMB, DRURY, TAUNT, INUIT, CLUMP, NAURU, ARUBA, PLUMB, GAUNT, MAURA, KAUAI, GAUDY, MYUNG, ACURA, GRUFF, BLURB, TRUDY, CRUMP, PAULY, PAULI, JAUNT, BYUNG, LAUDA, BRUNI

Answer with just the word.","Game 6/100 | Target: TRULY | Attempt 2/6 | Candidates: 50

TRULY","Game 6/100 | Target: TRULY | Attempt 2/6 | Candidates: 50

TRULY",True,False,50,1,0.9800,5.6439,False,False,False,0
6,SPENT,llama-3.3-70b-instruct,cot,1,HOUSE,---YY,False,1,2025-12-11T18:49:24.680425,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Allowed words remaining: 5629
Candidate words: ABOUT, THEIR, THERE, WHICH, WOULD, OTHER, AFTER, FIRST, THINK, COULD, THESE, WHERE, RIGHT, YEARS, BEING, GOING, STILL, NEVER, THOSE, WORLD, GREAT, WHILE, EVERY, STATE, THREE, SINCE, UNDER, THING, HOUSE, PLACE, ..., ZENIT, ARRAS, BANDY, BENDY, BOGAN, CAUSA, COWER, CRIST, CROAT, CUBBY, DALIA, DIKES, DIMER, ESHOP, FLAIL, GARBO, GOGOL, HAMMY, HERAT, HOARE

Answer with just the word.","Game 7/100 | Target: SPENT | Attempt 1/6 | Candidates: 5629

HOUSE","Game 7/100 | Target: SPENT | Attempt 1/6 | Candidates: 5629

HOUSE",True,False,5629,463,0.9177,3.6038,False,False,False,0
6,SPENT,llama-3.3-70b-instruct,cot,2,YEARS,-Y--Y,False,2,2025-12-11T18:49:24.945197,"You are playing Wordle. Return ONLY the next guess as a single 5-letter English word from the allowed list. Do NOT repeat previous guesses.

Feedback codes: G=green (correct letter, correct position), Y=yellow (correct letter, wrong position), -=letter not in word.
Each feedback position corresponds to the letter at that position in your guess.

Previous attempts:
Guess: HOUSE, Feedback: ---YY
  Per letter: H:-  O:-  U:-  S:Y  E:Y
Allowed words remaining: 463
Candidate words: YEARS, TIMES, BASED, MAKES, GAMES, MEANS, NEEDS, ASKED, SEEMS, WEEKS, TAKES, AREAS, LIVES, JAMES, TERMS, SEVEN, SLEEP, CASES, GIVES, SPEAK, SALES, SPENT, MILES, SPEED, SPEND, TEAMS, LINES, NAMES, SWEET, FEELS, ..., MIKES, SAYED, LEVIS, PEEKS, PLIES, REARS, VRIES, BESTS, VESPA, VESTA, CASED, CATES, REAMS, STEYN, SLEDS, FIDES, MISER, MISES, REVIS, DIKES

Answer with just the word.","Game 7/100 | Target: SPENT | Attempt 2/6 | Candidates: 463

YEARS","Game 7/100 | Target: SPENT | Attempt 2/6 | Candidates: 463

YEARS",True,False,463,35,0.9244,3.7256,False,False,False,0
