game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
46,ROBW,True,5,GYGR,0B1W,LLM,276,WWYO,0B2W,VOI,42,BOBY,2B0W,VOI,5,BORW,2B2W,VOI,1,ROBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
47,WGBB,True,4,WBWY,1B1W,LLM,230,WGRW,2B0W,VOI,17,WGBG,3B0W,VOI,3,WGBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
48,BOOR,True,5,RWBB,0B2W,LLM,222,GBWW,0B1W,VOI,38,BOYR,3B0W,VOI,5,BORR,3B0W,VOI,1,BOOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
49,WWOY,True,4,BBOB,1B0W,LLM,317,WBWG,1B1W,VOI,49,BYYG,0B1W,VOI,6,WWOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
50,WWGR,True,5,GYYO,0B1W,LLM,276,WROR,2B0W,VOI,28,WBGR,3B0W,VOI,2,WGGR,3B0W,VOI,1,WWGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
51,YBYB,True,4,BOGG,0B1W,LLM,276,RYOY,0B2W,VOI,42,ORWW,0B0W,VOI,1,YBYB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
52,WBWR,True,5,RGWY,1B1W,LLM,252,YGYO,0B0W,VOI,20,BRWB,1B2W,VOI,3,RRBW,0B3W,VOI,1,WBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
53,GOWY,True,4,RWYG,0B3W,LLM,136,WBGY,1B2W,VOI,24,GRBY,2B0W,VOI,3,GOWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
54,RYWO,True,5,WGRG,0B2W,LLM,222,ORGR,0B2W,VOI,36,GWOW,0B2W,VOI,5,ROWY,2B2W,VOI,1,RYWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
55,RBYY,True,4,BBRW,1B1W,LLM,230,OBBG,1B0W,VOI,23,WYBW,0B2W,VOI,5,RBYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
56,BRWO,True,4,YBOW,0B3W,LLM,136,BYWR,2B1W,VOI,9,BOYR,1B2W,VOI,1,BRWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
57,BOBO,True,5,YBBY,1B1W,LLM,208,YYRW,0B0W,VOI,20,BGBG,2B0W,VOI,2,BOBB,3B0W,VOI,1,BOBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
58,ROYG,True,4,RWYG,3B0W,LLM,20,OWYG,2B1W,VOI,3,RWYO,2B1W,VOI,2,ROYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
59,RWOB,True,5,GWGW,1B0W,LLM,256,OYGY,0B1W,VOI,44,RBOW,2B2W,VOI,3,ROBW,1B3W,VOI,2,RWOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
60,OGOO,True,5,GBGO,1B1W,LLM,230,GRYG,0B1W,VOI,41,BBOR,1B0W,VOI,3,BWGW,0B1W,VOI,1,OGOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
61,YBOY,True,6,RWBY,1B1W,LLM,252,OWRR,0B1W,VOI,50,WGBG,0B1W,VOI,8,BYOY,2B2W,VOI,2,BOYY,1B3W,VOI,1,YBOY,4B0W,CSS,1,,,,,,,,,,,,,,,,
62,GYGY,True,4,GBWB,1B0W,LLM,182,YRYB,0B2W,VOI,26,OBRR,0B0W,VOI,2,GYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
63,YYRB,True,5,WBBR,0B2W,LLM,222,GRRB,2B0W,VOI,32,GGRW,1B0W,VOI,4,OORB,2B0W,VOI,1,YYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
64,YBGG,True,4,GBWW,1B1W,LLM,230,WORW,0B0W,VOI,20,YBYG,3B0W,VOI,3,YBGG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
65,GWWY,True,4,YRRW,0B2W,LLM,222,RYYG,0B2W,VOI,36,WWGY,2B2W,VOI,2,GWWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
66,BYGR,True,6,RWBG,0B3W,LLM,136,ORGB,1B2W,VOI,24,WOGR,2B0W,VOI,5,BGGR,3B0W,VOI,2,BBGR,3B0W,VOI,1,BYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,
67,RORB,True,4,BYGG,0B1W,LLM,276,OWOB,1B1W,VOI,51,YROO,0B2W,VOI,6,RORB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
68,WOYW,True,5,BBRG,0B0W,LLM,81,WYYY,2B0W,VOI,15,OYYO,1B1W,VOI,2,WYOW,2B2W,VOI,1,WOYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
69,GYOB,True,4,YGYG,0B2W,LLM,96,GWRY,1B1W,VOI,22,BYWY,1B1W,VOI,4,GYOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
70,WRBG,True,4,RWBB,1B2W,LLM,84,WRRB,2B1W,VOI,7,WRBO,3B0W,VOI,3,WRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
71,GYGO,True,6,GBOR,1B1W,LLM,252,YBRB,0B1W,VOI,50,RWOO,1B0W,VOI,7,RGGR,1B1W,VOI,2,GGYO,2B2W,VOI,1,GYGO,4B0W,CSS,1,,,,,,,,,,,,,,,,
72,OBGO,True,4,ROGO,2B1W,LLM,40,RROO,1B1W,VOI,10,GOWO,1B2W,VOI,3,OBGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
73,YYYY,True,4,GBGR,0B0W,LLM,81,YYYW,3B0W,VOI,8,YYWW,2B0W,VOI,2,YYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
74,BYBR,True,4,RWBR,2B0W,LLM,105,WWBY,1B1W,VOI,24,YOBR,2B1W,VOI,3,BYBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
75,WGOR,True,4,YRGO,0B3W,LLM,136,GOYB,0B2W,VOI,28,RYOW,1B2W,VOI,6,WGOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
76,BRBW,True,5,RGWO,0B2W,LLM,312,GYYW,1B0W,VOI,54,GBGR,0B2W,VOI,6,WRBW,3B0W,VOI,1,BRBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
77,YRBO,True,4,YBOY,1B2W,LLM,84,YOBO,3B0W,VOI,8,YWBO,3B0W,VOI,2,YRBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
78,RYGR,True,5,YRWG,0B3W,LLM,136,BYGW,2B0W,VOI,13,RYOW,2B0W,VOI,4,RWGW,2B0W,VOI,2,RYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
79,BGRG,True,5,GBYR,0B3W,LLM,136,YRGW,0B2W,VOI,28,ROBG,1B2W,VOI,6,RYOB,0B2W,VOI,1,BGRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
80,BWWO,True,4,YGGR,0B0W,LLM,81,BBWB,2B0W,VOI,15,WBWW,1B2W,VOI,2,BWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
81,YOOW,True,5,GBYO,0B2W,LLM,312,RGRY,0B1W,VOI,54,OWWG,0B2W,VOI,6,WOBR,1B1W,VOI,1,YOOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
82,BYGB,True,5,YROY,0B1W,LLM,276,WWBR,0B1W,VOI,38,BOGB,3B0W,VOI,5,OOGB,2B0W,VOI,1,BYGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
83,RYOY,True,4,GBYG,0B1W,LLM,276,BROR,1B1W,VOI,51,RYWR,2B0W,VOI,4,RYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
84,BRRR,True,4,GWGB,0B1W,LLM,276,YYWR,1B0W,VOI,36,ROBR,1B2W,VOI,5,BRRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
85,WBGY,True,2,GWYB,0B4W,LLM,9,WBGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BWWB,True,3,GYOG,0B0W,LLM,81,WWRW,1B1W,VOI,12,BWWB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BRRY,True,4,OBGR,0B2W,LLM,312,WORW,1B0W,VOI,54,RGRY,2B1W,VOI,5,BRRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
88,OOBB,True,6,YBRO,0B2W,LLM,312,ROGG,1B0W,VOI,54,RYWR,0B0W,VOI,4,BOBB,3B0W,VOI,2,BOOB,2B2W,VOI,1,OOBB,4B0W,CSS,1,,,,,,,,,,,,,,,,
89,YOYR,True,4,OOBG,1B0W,LLM,182,ROWW,1B1W,VOI,26,BWBW,0B0W,VOI,3,YOYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
90,OBRY,True,5,GBYO,1B2W,LLM,132,YBGR,1B2W,VOI,14,YRBO,0B4W,VOI,3,RBOY,2B2W,VOI,1,OBRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
91,GBRO,True,4,RWGB,0B3W,LLM,136,WOBG,0B3W,VOI,18,BROW,0B3W,VOI,2,GBRO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
92,BYRB,True,5,GROB,1B1W,LLM,252,GWGO,0B0W,VOI,20,YRBY,0B3W,VOI,3,RYRB,3B0W,VOI,1,BYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
93,BBRG,True,5,OBWY,1B0W,LLM,108,GYGY,0B1W,VOI,20,ORRG,2B0W,VOI,3,WRWG,1B1W,VOI,1,BBRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
94,WRYW,True,4,GWBO,0B1W,LLM,152,WYRY,1B2W,VOI,21,OYYR,1B1W,VOI,3,WRYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
95,BBWO,True,4,GBYR,1B0W,LLM,108,GOGO,1B0W,VOI,17,YWYO,1B1W,VOI,3,BBWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
96,WYGY,True,5,GBGW,1B1W,LLM,230,GGYR,0B2W,VOI,34,ORGB,1B0W,VOI,3,YWGY,2B2W,VOI,1,WYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
97,ORBG,True,5,GWRO,0B3W,LLM,136,ROGB,0B4W,VOI,4,BROG,2B2W,VOI,2,BGOR,0B4W,VOI,1,ORBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
98,WYGG,True,5,GBWW,0B2W,LLM,222,WOGG,3B0W,VOI,10,WOGY,2B1W,VOI,3,WOOG,2B0W,VOI,1,WYGG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
99,YOOG,True,5,GGGB,0B1W,LLM,308,OBRW,0B1W,VOI,16,YYWG,2B0W,VOI,3,WWWG,1B0W,VOI,1,YOOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
100,YBYY,True,3,WGYY,2B0W,LLM,105,WGRW,0B0W,VOI,9,YBYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
