game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
19,RGYR,True,5,GYBO,0B2W,LLM,312,WBRG,0B2W,VOI,60,BGGB,1B0W,VOI,40,YGWY,1B1W,VOI,6,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,4,BOWB,1B0W,LLM,182,GGWY,3B0W,VOI,9,YGWY,3B0W,VOI,2,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,4,YROO,0B0W,LLM,81,BGGB,1B1W,VOI,16,GGWW,2B2W,VOI,2,GWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,4,GYRW,0B3W,LLM,136,YGWB,2B1W,VOI,9,WGWY,1B3W,VOI,1,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,GGWR,0B2W,LLM,222,WOGB,0B2W,VOI,52,OWRO,0B1W,VOI,7,YRBG,2B2W,VOI,2,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,4,BGRW,1B0W,LLM,108,ORRR,1B0W,VOI,19,OGGY,2B2W,VOI,1,OGYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,5,OOGG,0B0W,LLM,256,BRBY,0B2W,VOI,42,WBWB,1B0W,VOI,6,RYWR,2B1W,VOI,1,WYYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,4,GBRR,0B1W,LLM,276,WGWY,0B2W,VOI,42,BOYW,2B2W,VOI,3,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,5,OOYG,1B0W,LLM,182,WYYR,0B1W,VOI,45,GWGG,1B0W,VOI,11,RBBG,3B0W,VOI,2,RRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,4,OOGB,1B1W,LLM,230,GORW,2B0W,VOI,18,BOYW,0B2W,VOI,1,GYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,5,GYBY,0B1W,LLM,276,WRWG,2B0W,VOI,28,WBWB,0B0W,VOI,6,RRGG,2B1W,VOI,1,ORRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,4,GYRB,0B4W,LLM,9,BRYG,0B4W,VOI,4,RGBY,2B2W,VOI,2,YGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,5,GWOB,1B2W,LLM,132,BYOW,0B2W,VOI,38,OOGB,0B2W,VOI,6,GGWO,2B0W,VOI,1,GBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,4,GBYY,0B2W,LLM,222,BGRB,2B2W,VOI,3,RGBB,1B3W,VOI,1,BRGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,6,GWOR,0B3W,LLM,136,ORRG,1B1W,VOI,42,OGWY,1B2W,VOI,9,OBGW,1B1W,VOI,2,WRGY,0B4W,VOI,1,YGRW,4B0W,VOI,1,,,,,,,,,,,,,,,,
34,RWGY,True,5,GBRO,0B2W,LLM,312,BOYW,0B2W,VOI,64,WRGY,2B2W,VOI,2,WYGR,1B3W,VOI,1,RWGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,5,GOYG,1B1W,LLM,230,GYRB,1B0W,VOI,11,GWGW,0B0W,VOI,3,OYYY,2B2W,VOI,1,YYYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
36,RWYR,True,4,GGOO,0B0W,LLM,256,RYWR,2B2W,VOI,5,WYRR,1B3W,VOI,2,RWYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
37,YBBY,True,6,BBRR,1B1W,LLM,208,YRWR,1B0W,VOI,21,WBWB,1B1W,VOI,3,YBBO,3B0W,VOI,2,YBBG,3B0W,VOI,1,YBBY,4B0W,VOI,1,,,,,,,,,,,,,,,,
38,YGYB,True,5,GBRY,0B3W,LLM,136,BRGB,1B1W,VOI,42,WYGR,0B2W,VOI,8,BOYG,1B2W,VOI,1,YGYB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
39,WOBR,True,5,RBGO,0B3W,LLM,136,YGBR,2B0W,VOI,13,OGBW,1B2W,VOI,2,WGOR,2B1W,VOI,1,WOBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
40,BYRG,True,5,BBBO,1B0W,LLM,317,GBRR,1B2W,VOI,30,YGBR,0B4W,VOI,3,RBGY,0B4W,VOI,1,BYRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
41,RBBO,True,4,GBRG,1B1W,LLM,230,GWGW,0B0W,VOI,42,OBYR,1B2W,VOI,8,RBBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
42,OBRO,True,5,GGBW,0B1W,LLM,276,WYRR,1B0W,VOI,34,BBOR,1B2W,VOI,2,BORO,2B2W,VOI,1,OBRO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
43,WRYR,True,4,GYBB,0B1W,LLM,276,OBRO,0B1W,VOI,59,RWYR,2B2W,VOI,2,WRYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
44,GGRY,True,3,OBGB,0B1W,LLM,276,GRYG,1B3W,VOI,2,GGRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,YYYG,True,6,BWWB,0B0W,LLM,256,GGRY,0B2W,VOI,42,YYOG,3B0W,VOI,4,YYOR,2B0W,VOI,3,OYOG,2B0W,VOI,1,YYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,
46,ROBW,True,5,GYOW,1B1W,LLM,252,GGWR,0B2W,VOI,43,BYRG,0B2W,VOI,9,RRYW,2B0W,VOI,2,ROBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
47,WGBB,True,6,GOWG,0B2W,LLM,222,WYGR,1B1W,VOI,42,OBGY,0B2W,VOI,8,WRBO,2B0W,VOI,3,WGBW,3B0W,VOI,1,WGBB,4B0W,VOI,1,,,,,,,,,,,,,,,,
48,BOOR,True,4,WYRY,0B1W,LLM,276,RBBO,0B3W,VOI,12,BRGB,1B1W,VOI,1,BOOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
49,WWOY,True,4,GROG,1B0W,LLM,182,RRYW,0B2W,VOI,23,WBOY,3B0W,VOI,3,WWOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
50,WWGR,True,5,GWBO,1B1W,LLM,252,YGBR,1B1W,VOI,50,GGWY,0B2W,VOI,9,YYGO,1B0W,VOI,5,WWGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
51,YBYB,True,4,BOWG,0B1W,LLM,152,WYRR,0B1W,VOI,10,YBBY,2B2W,VOI,1,YBYB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
52,WBWR,True,5,YGYR,1B0W,LLM,182,WGBB,1B1W,VOI,38,YBBO,1B0W,VOI,5,GGWO,1B0W,VOI,1,WBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
53,GOWY,True,4,WYGB,0B3W,LLM,136,GGWY,3B0W,VOI,7,OGWY,2B2W,VOI,1,GOWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
54,RYWO,True,5,RBWG,2B0W,LLM,96,WBWB,1B0W,VOI,36,RBYR,1B1W,VOI,6,YBOG,0B2W,VOI,2,RYWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
55,RBYY,True,5,GROY,1B1W,LLM,252,RBOR,2B0W,VOI,22,GBWR,1B1W,VOI,9,RBBY,3B0W,VOI,1,RBYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
56,BRWO,True,4,GBYY,0B1W,LLM,276,ROBO,1B2W,VOI,27,BORB,1B2W,VOI,3,BRWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
57,BOBO,True,5,GYBW,1B0W,LLM,108,YYOR,0B1W,VOI,26,BBBO,3B0W,VOI,2,OBBO,2B2W,VOI,1,BOBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
58,ROYG,True,5,GBOR,0B3W,LLM,136,BRWO,0B2W,VOI,29,RGBY,1B2W,VOI,4,OGYB,1B2W,VOI,1,ROYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
59,RWOB,True,4,YBRO,0B3W,LLM,136,ROYG,1B1W,VOI,28,WOBR,0B4W,VOI,1,RWOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
60,OGOO,True,5,GORB,0B2W,LLM,312,YYGO,1B1W,VOI,50,WRGY,0B1W,VOI,3,BBYO,1B0W,VOI,1,OGOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
61,YBOY,True,6,OYBB,0B3W,LLM,44,YBOG,3B0W,VOI,5,YBOR,3B0W,VOI,3,YBOW,3B0W,VOI,2,YBOO,3B0W,VOI,1,YBOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
62,GYGY,True,6,GBWB,1B0W,LLM,182,YBOO,0B1W,VOI,42,RRWY,1B0W,VOI,6,OWWW,0B0W,VOI,4,GGYY,2B2W,VOI,1,GYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,
63,YYRB,True,5,WWRW,1B0W,LLM,317,WOBY,0B2W,VOI,56,BYRG,2B1W,VOI,5,RYRB,3B0W,VOI,1,YYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
64,YBGG,True,4,GBYB,1B2W,LLM,84,RBGY,2B1W,VOI,6,RBBG,2B0W,VOI,1,YBGG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
65,GWWY,True,4,GBYW,1B2W,LLM,132,YBGG,0B2W,VOI,43,GOWY,3B0W,VOI,4,GWWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
66,BYGR,True,5,RORG,0B2W,LLM,222,GBWR,1B2W,VOI,27,BRWO,1B1W,VOI,10,BGBR,2B1W,VOI,1,BYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
67,RORB,True,5,GBYR,0B2W,LLM,312,RWOB,2B1W,VOI,16,RGOW,1B1W,VOI,7,ROBB,3B0W,VOI,1,RORB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
68,WOYW,True,4,GGBB,0B0W,LLM,256,OWWW,1B2W,VOI,15,WWOY,1B3W,VOI,2,WOYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
69,GYOB,True,5,GYBB,3B0W,LLM,20,GRBB,2B0W,VOI,12,WYBB,2B0W,VOI,6,GYGB,3B0W,VOI,2,GYOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
70,WRBG,True,4,GBOY,0B2W,LLM,312,ORBR,2B0W,VOI,31,BGBR,1B2W,VOI,2,WRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
71,GYGO,True,5,BGWO,1B1W,LLM,252,BYGR,2B0W,VOI,19,BOOR,0B1W,VOI,2,YYGO,3B0W,VOI,1,GYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
72,OBGO,True,4,GYRW,0B1W,LLM,152,YBYB,1B0W,VOI,24,OOGB,2B2W,VOI,2,OBGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
73,YYYY,True,3,YBOW,1B0W,LLM,108,RBBG,0B0W,VOI,3,YYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BYBR,True,4,GBWO,0B1W,LLM,152,YRBB,1B3W,VOI,2,BYRB,2B2W,VOI,1,BYBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
75,WGOR,True,4,OOGY,0B2W,LLM,222,GYYB,0B1W,VOI,27,RGOW,2B2W,VOI,3,WGOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
76,BRBW,True,5,WWOO,0B1W,LLM,256,GRWY,1B1W,VOI,45,BOGY,1B0W,VOI,4,BBWR,1B3W,VOI,1,BRBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
77,YRBO,True,4,BGOO,1B1W,LLM,230,YYGO,2B0W,VOI,22,BYGR,0B3W,VOI,2,YRBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
78,RYGR,True,5,GBGB,1B0W,LLM,256,GOWY,0B2W,VOI,51,RWOB,1B0W,VOI,2,WWGW,1B0W,VOI,1,RYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
79,BGRG,True,5,GGGB,1B2W,LLM,27,YBGG,1B2W,VOI,10,OGBG,2B1W,VOI,4,GRBG,1B3W,VOI,1,BGRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
80,BWWO,True,5,GRRB,0B1W,LLM,276,OOBY,0B2W,VOI,34,YYGO,1B0W,VOI,6,WBWO,2B2W,VOI,1,BWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
81,YOOW,True,5,GBOR,1B0W,LLM,108,GYGY,0B1W,VOI,20,RWYR,0B2W,VOI,4,YBWW,2B0W,VOI,1,YOOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
82,BYGB,True,2,YBBG,0B4W,LLM,2,BYGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,RYOY,True,6,GBRW,0B1W,LLM,152,YYGO,1B2W,VOI,21,OYOG,2B0W,VOI,7,WYOY,3B0W,VOI,2,BYOY,3B0W,VOI,1,RYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
84,BRRR,True,6,GYRW,1B0W,LLM,108,BYOY,1B0W,VOI,16,WOOW,0B0W,VOI,4,BBRR,3B0W,VOI,2,BBRB,2B0W,VOI,1,BRRR,4B0W,VOI,1,,,,,,,,,,,,,,,,
85,WBGY,True,6,GRRG,0B1W,LLM,256,OBGO,2B0W,VOI,23,YYGO,1B1W,VOI,4,RBYO,1B1W,VOI,2,BBGY,3B0W,VOI,1,WBGY,4B0W,VOI,1,,,,,,,,,,,,,,,,
86,BWWB,True,5,WRGY,0B1W,LLM,152,BBRB,2B0W,VOI,25,BBWO,2B1W,VOI,2,BBOG,1B1W,VOI,1,BWWB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
87,BRRY,True,5,GWYB,0B2W,LLM,312,BBGR,1B1W,VOI,67,WGOR,0B1W,VOI,8,YBBO,0B2W,VOI,2,BRRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
88,OOBB,True,5,OGGB,2B0W,LLM,105,BYGB,1B1W,VOI,24,GGGY,0B0W,VOI,7,OBBB,3B0W,VOI,6,OOBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
89,YOYR,True,4,BWOW,0B1W,LLM,276,GYGB,0B1W,VOI,40,WRYR,2B0W,VOI,6,YOYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
90,OBRY,True,4,GYRY,2B0W,LLM,105,GYOB,0B3W,VOI,2,BORY,2B2W,VOI,1,OBRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
91,GBRO,True,5,GBOR,2B2W,LLM,6,GOBR,1B3W,VOI,4,GROB,1B3W,VOI,2,BGOR,0B4W,VOI,1,GBRO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
92,BYRB,True,3,GGRO,1B0W,LLM,182,YBBO,0B3W,VOI,2,BYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,BBRG,True,4,GBWG,2B0W,LLM,105,GBRO,2B1W,VOI,10,GBBR,1B3W,VOI,1,BBRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
94,WRYW,True,4,WYRW,2B2W,LLM,5,YWRW,1B3W,VOI,2,RYWW,1B3W,VOI,1,WRYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
95,BBWO,True,4,BGBB,1B1W,LLM,156,GRWB,1B1W,VOI,20,OBRB,1B2W,VOI,1,BBWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
96,WYGY,True,6,WGBR,1B1W,LLM,252,RWYR,0B2W,VOI,40,YRBB,0B1W,VOI,11,WORW,1B0W,VOI,2,WYGG,3B0W,VOI,1,WYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,
97,ORBG,True,5,GBRR,0B3W,LLM,44,WRBG,3B0W,VOI,3,YRBG,3B0W,VOI,2,BRBG,3B0W,VOI,1,ORBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
98,WYGG,True,3,GYOW,1B2W,LLM,132,WYGY,3B0W,VOI,4,WYGG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,YOOG,True,5,GYBG,1B1W,LLM,230,BYRB,0B1W,VOI,48,GOWY,1B2W,VOI,7,YWWG,2B0W,VOI,3,YOOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
100,YBYY,True,5,RYYB,1B2W,LLM,84,YOYR,2B0W,VOI,9,BGYR,1B1W,VOI,2,YBYW,3B0W,VOI,1,YBYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
