game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
32,WROTE,True,5,SPANS,-----,5,5,LLM,EDGED,Y----,5,5,LLM,CHILE,----G,4,4,VOI,TOURE,YY-YG,4,4,VOI,WROTE,GGGGG,0,0,VOI,,,,,
33,RATED,True,4,DOGGY,Y----,5,5,LLM,CREED,-Y-GG,3,3,LLM,SIRED,--YGG,3,3,VOI,RATED,GGGGG,0,0,VOI,,,,,,,,,,
34,ALERT,True,4,SABER,-Y-YY,5,3,LLM,GREAT,-YGYG,3,3,LLM,AVERT,G-GGG,1,1,VOI,ALERT,GGGGG,0,0,VOI,,,,,,,,,,
35,CAGES,True,6,COLLS,G---G,3,3,LLM,CARES,GG-GG,1,1,LLM,CATES,GG-GG,1,1,VOI,CAPES,GG-GG,1,1,VOI,CANES,GG-GG,1,1,VOI,CAGES,GGGGG,0,0,VOI
36,TEDDY,True,4,SMELT,--Y-Y,5,5,LLM,RETRO,-GY--,4,4,LLM,TEPID,GG--Y,3,3,VOI,TEDDY,GGGGG,0,0,VOI,,,,,,,,,,
37,COLES,True,6,TALLY,--G--,4,4,LLM,SOLVE,YGG-Y,3,3,LLM,POLES,-GGGG,1,1,VOI,FOLES,-GGGG,1,1,VOI,HOLES,-GGGG,1,1,VOI,COLES,GGGGG,0,0,VOI
38,HWANG,True,3,AFTER,Y----,5,5,LLM,SHAWL,-YGY-,4,4,LLM,HWANG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
39,WRATH,True,5,STARS,-YGY-,4,4,LLM,TRACK,YGG--,3,3,LLM,GRANT,-GG-Y,3,3,VOI,IRATE,-GGG-,2,2,VOI,WRATH,GGGGG,0,0,VOI,,,,,
40,MACHO,True,5,BURKE,-----,5,5,LLM,WHIFF,-Y---,5,5,LLM,NOTCH,-Y-YY,5,4,VOI,HAVOC,YG-YY,4,4,VOI,MACHO,GGGGG,0,0,VOI,,,,,
41,LOPEZ,True,4,PRIDE,Y---Y,5,5,LLM,SWAPS,---Y-,5,5,LLM,EPCOT,YY-Y-,5,5,VOI,LOPEZ,GGGGG,0,0,VOI,,,,,,,,,,
42,GOODY,True,4,WORDS,-G-G-,3,3,LLM,CONDO,-G-GY,3,3,LLM,MOODY,-GGGG,1,1,VOI,GOODY,GGGGG,0,0,VOI,,,,,,,,,,
43,BROTH,True,5,JELLY,-----,5,5,LLM,DRIFT,-G--Y,4,4,LLM,WRATH,-G-GG,2,2,VOI,TRUTH,-G-GG,2,2,VOI,BROTH,GGGGG,0,0,VOI,,,,,
44,VERDE,True,5,GLIDE,---GG,3,3,LLM,SPADE,---GG,3,3,LLM,CONDE,---GG,3,3,VOI,ETUDE,Y--GG,3,3,VOI,VERDE,GGGGG,0,0,VOI,,,,,
45,TAMED,True,4,BEVIN,-Y---,5,5,LLM,PLACE,--Y-Y,5,4,LLM,RATED,-GYGG,2,2,VOI,TAMED,GGGGG,0,0,VOI,,,,,,,,,,
46,LEAFS,True,5,LEDGE,GG---,3,3,LLM,LEAPS,GGG-G,1,1,LLM,LEANS,GGG-G,1,1,VOI,LEAKS,GGG-G,1,1,VOI,LEAFS,GGGGG,0,0,VOI,,,,,
47,YACHT,True,4,PRONG,-----,5,5,LLM,FLICK,---Y-,5,5,LLM,CAVES,YG---,4,4,VOI,YACHT,GGGGG,0,0,VOI,,,,,,,,,,
48,MESSY,True,4,ADMIN,--Y--,5,5,LLM,EMCEE,YY---,5,5,LLM,METRO,GG---,3,3,VOI,MESSY,GGGGG,0,0,VOI,,,,,,,,,,
49,RYDER,True,6,BOATS,-----,5,5,LLM,LEGER,---GG,3,3,LLM,MINER,---GG,3,3,VOI,UPPER,---GG,3,3,VOI,DWYER,Y-YGG,3,3,VOI,RYDER,GGGGG,0,0,VOI
50,MOTIF,True,4,LEAST,----Y,5,5,LLM,NOTCH,-GG--,3,3,LLM,MOTOR,GGG--,2,2,VOI,MOTIF,GGGGG,0,0,VOI,,,,,,,,,,
51,RAVEN,True,4,STARE,--YYY,5,4,LLM,DARED,-GYG-,3,3,LLM,MAIER,-G-GY,3,3,VOI,RAVEN,GGGGG,0,0,VOI,,,,,,,,,,
52,REICH,True,5,PAYNE,----Y,5,5,LLM,EDGES,Y----,5,5,LLM,METRO,-G-Y-,4,4,VOI,REIKI,GGG--,2,2,VOI,REICH,GGGGG,0,0,VOI,,,,,
53,ICONS,True,4,SEWED,Y----,5,5,LLM,TRIMS,--Y-G,4,4,LLM,KILNS,-Y-GG,3,3,VOI,ICONS,GGGGG,0,0,VOI,,,,,,,,,,
54,SILKY,True,5,SWAIN,G--Y-,4,4,LLM,SHIPS,G-Y--,4,4,LLM,SIRED,GG---,3,3,VOI,SIOUX,GG---,3,3,VOI,SILKY,GGGGG,0,0,VOI,,,,,
55,CARVE,False,6,SORRY,--G--,4,4,LLM,HEART,-YYY-,5,4,LLM,AIRED,Y-GY-,4,4,VOI,WARNE,-GG-G,2,2,VOI,LARUE,-GG-G,2,2,VOI,MARGE,-GG-G,2,2,VOI
56,LAGER,True,4,GIVEN,Y--G-,4,4,LLM,EDGES,--GG-,3,3,LLM,WAGER,-GGGG,1,1,VOI,LAGER,GGGGG,0,0,VOI,,,,,,,,,,
57,JERKS,True,6,PALAU,-----,5,5,LLM,DOWNS,----G,4,4,LLM,CYSTS,----G,4,4,VOI,BIGGS,----G,4,4,VOI,MEEKS,-G-GG,2,2,VOI,JERKS,GGGGG,0,0,VOI
58,LOTUS,True,2,TORRE,YG---,4,4,LLM,LOTUS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,
59,LACEY,True,5,ALDER,YY-G-,4,4,LLM,GALES,-GYG-,3,3,LLM,PATEL,-G-GY,3,3,VOI,LANEY,GG-GG,1,1,VOI,LACEY,GGGGG,0,0,VOI,,,,,
60,TUDOR,True,3,ASUKA,--Y--,5,5,LLM,DUNNO,YG--Y,4,4,LLM,TUDOR,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
61,QUOTA,True,6,AHRIP,Y----,5,5,LLM,GAMES,-Y---,5,5,LLM,BLANC,--Y--,5,5,VOI,TODAY,YY-Y-,5,4,VOI,OUTTA,YG-GG,2,2,VOI,QUOTA,GGGGG,0,0,VOI
62,MOURN,True,5,BASED,-----,5,5,LLM,GRIND,-Y-Y-,5,5,LLM,NORTH,YGY--,4,4,VOI,CONOR,-GY-Y,4,4,VOI,MOURN,GGGGG,0,0,VOI,,,,,
63,PROMO,True,4,GRAZE,-G---,4,4,LLM,PRINT,GG---,3,3,LLM,PROMS,GGGG-,1,1,VOI,PROMO,GGGGG,0,0,VOI,,,,,,,,,,
64,CASTE,True,4,COVER,G--Y-,4,4,LLM,CYCLE,G---G,3,3,LLM,CAINE,GG--G,2,2,VOI,CASTE,GGGGG,0,0,VOI,,,,,,,,,,
65,CAPRI,True,3,FILLS,-Y---,5,5,LLM,PRIDE,YYY--,5,4,LLM,CAPRI,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
66,ALIAS,True,3,GUESS,----G,4,4,LLM,CLIPS,-GG-G,2,2,LLM,ALIAS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
67,PADDY,True,5,GUESS,-----,5,5,LLM,BRADY,--YGG,3,3,LLM,HANDY,-G-GG,2,2,VOI,CADDY,-GGGG,1,1,VOI,PADDY,GGGGG,0,0,VOI,,,,,
68,BLOBS,True,5,ABHOR,-Y-Y-,5,4,LLM,BOWLS,GY-YG,3,3,LLM,BLOGS,GGG-G,1,1,VOI,BLOCS,GGG-G,1,1,VOI,BLOBS,GGGGG,0,0,VOI,,,,,
69,DILLY,False,6,CLUES,-Y---,5,5,LLM,BALLY,--GGG,2,2,LLM,MOLLY,--GGG,2,2,VOI,NILLY,-GGGG,1,1,VOI,GILLY,-GGGG,1,1,VOI,TILLY,-GGGG,1,1,VOI
70,GUTSY,True,5,CRAMP,-----,5,5,LLM,TEETH,Y----,5,5,LLM,LOTUS,--GYY,4,4,VOI,JITSU,--GGY,3,3,VOI,GUTSY,GGGGG,0,0,VOI,,,,,
71,TABOR,True,4,CROSS,-YY--,5,5,LLM,LORNA,-YY-Y,5,5,LLM,GATOR,-GYGG,2,2,VOI,TABOR,GGGGG,0,0,VOI,,,,,,,,,,
72,INLAY,True,4,AROSE,Y----,5,5,LLM,TAUNT,-Y-Y-,5,5,LLM,LINDA,YYY-Y,5,3,VOI,INLAY,GGGGG,0,0,VOI,,,,,,,,,,
73,AHHHH,True,5,REMIT,-----,5,5,LLM,CANDY,-Y---,5,5,LLM,USUAL,---Y-,5,5,VOI,OZAWA,--Y--,5,5,VOI,AHHHH,GGGGG,0,0,VOI,,,,,
74,ROUEN,True,4,TROLL,-YY--,5,4,LLM,CARGO,--Y-Y,5,5,LLM,MOURN,-GGYG,2,2,VOI,ROUEN,GGGGG,0,0,VOI,,,,,,,,,,
75,BUENA,True,4,KNOTS,-Y---,5,5,LLM,LUNGE,-GY-Y,4,4,LLM,BUREN,GG-YY,3,2,VOI,BUENA,GGGGG,0,0,VOI,,,,,,,,,,
76,MENON,True,4,TOBEY,-Y-Y-,5,5,LLM,CROKE,--Y-Y,5,5,LLM,LEMON,-GYGG,2,2,VOI,MENON,GGGGG,0,0,VOI,,,,,,,,,,
77,TRASK,True,4,THYME,G----,4,4,LLM,TALIB,GY---,4,4,LLM,TRAPP,GGG--,2,2,VOI,TRASK,GGGGG,0,0,VOI,,,,,,,,,,
78,CASIO,True,4,SOLVE,YY---,5,5,LLM,MASON,-GGY-,3,3,LLM,OASIS,YGGG-,2,2,VOI,CASIO,GGGGG,0,0,VOI,,,,,,,,,,
79,VOILA,True,6,CREWS,-----,5,5,LLM,GUMBO,----Y,5,5,LLM,TODAY,-G-Y-,4,4,VOI,KOALA,-G-GG,2,2,VOI,HOLLA,-G-GG,2,2,VOI,VOILA,GGGGG,0,0,VOI
80,AURAL,True,4,STARK,--YY-,5,5,LLM,ALDER,GY--Y,4,4,LLM,AVRIL,G-G-G,2,2,VOI,AURAL,GGGGG,0,0,VOI,,,,,,,,,,
81,LEGER,True,3,GAUGE,Y---Y,5,4,LLM,NIGER,--GGG,2,2,LLM,LEGER,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
82,DALLY,True,5,SEATS,--Y--,5,5,LLM,ALLAY,YYG-G,3,2,LLM,RALLY,-GGGG,1,1,VOI,WALLY,-GGGG,1,1,VOI,DALLY,GGGGG,0,0,VOI,,,,,
83,INIGO,True,4,TIERS,-Y---,5,5,LLM,AVOID,--YY-,5,5,LLM,PHILO,--G-G,3,3,VOI,INIGO,GGGGG,0,0,VOI,,,,,,,,,,
84,KRILL,True,5,BOSCH,-----,5,5,LLM,GRAPE,-G---,4,4,LLM,TRULY,-G-G-,3,3,VOI,DRILL,-GGGG,1,1,VOI,KRILL,GGGGG,0,0,VOI,,,,,
85,SNIDE,True,4,JULIE,---YG,4,4,LLM,PRIDE,--GGG,2,2,LLM,ASIDE,-YGGG,2,2,VOI,SNIDE,GGGGG,0,0,VOI,,,,,,,,,,
86,LEWES,True,4,SETON,YG---,4,4,LLM,HEARD,-G---,4,4,LLM,MEEKS,-GY-G,3,3,VOI,LEWES,GGGGG,0,0,VOI,,,,,,,,,,
87,TAMER,True,6,POLES,---G-,4,4,LLM,CARED,-GYG-,3,3,LLM,HAMER,-GGGG,1,1,VOI,GAMER,-GGGG,1,1,VOI,FAMER,-GGGG,1,1,VOI,TAMER,GGGGG,0,0,VOI
88,COTTA,True,4,ABETS,Y--G-,4,4,LLM,VOLTA,-G-GG,2,2,LLM,PONTA,-G-GG,2,2,VOI,COTTA,GGGGG,0,0,VOI,,,,,,,,,,
89,CORBY,True,4,BRILL,YY---,5,5,LLM,ABRAM,-YG--,4,4,LLM,CURBS,G-GG-,2,2,VOI,CORBY,GGGGG,0,0,VOI,,,,,,,,,,
90,POLIS,True,4,BREWS,----G,4,4,LLM,CLOGS,-YY-G,4,4,LLM,LOTUS,YG--G,3,3,VOI,POLIS,GGGGG,0,0,VOI,,,,,,,,,,
91,ROXAS,True,5,WRONG,-YY--,5,4,LLM,DORKY,-GY--,4,4,LLM,ROLES,GG--G,2,2,VOI,ROJAS,GG-GG,1,1,VOI,ROXAS,GGGGG,0,0,VOI,,,,,
92,RANCE,True,3,BASED,-G-Y-,4,4,LLM,CARPE,YGY-G,3,3,LLM,RANCE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
93,CARON,True,3,SETON,---GG,3,3,LLM,RADON,YG-GG,2,2,LLM,CARON,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
94,SURYA,True,5,ESSEX,-Y---,5,5,LLM,MINSK,---Y-,5,5,LLM,LOTUS,---YY,5,5,VOI,SQUAW,G-YY-,4,4,VOI,SURYA,GGGGG,0,0,VOI,,,,,
95,AGGIE,True,4,SHIRT,--Y--,5,5,LLM,AUDIO,G--G-,3,3,LLM,ABBIE,G--GG,2,2,VOI,AGGIE,GGGGG,0,0,VOI,,,,,,,,,,
96,CAUSA,True,5,THANK,--Y--,5,5,LLM,GABLE,-G---,4,4,LLM,CASIO,GGY--,3,3,VOI,CAMUS,GG-YY,3,2,VOI,CAUSA,GGGGG,0,0,VOI,,,,,
97,BAMBA,True,6,CLARE,--Y--,5,5,LLM,MAGMA,YG--G,3,3,LLM,SAMOA,-GG-G,2,2,VOI,TAMPA,-GG-G,2,2,VOI,HAMZA,-GG-G,2,2,VOI,BAMBA,GGGGG,0,0,VOI
98,MAYNE,False,6,GREAT,--YY-,5,5,LLM,ANDES,YY-Y-,5,4,LLM,CAINE,-G-GG,2,2,VOI,HAYNE,-GGGG,1,1,VOI,PAYNE,-GGGG,1,1,VOI,WAYNE,-GGGG,1,1,VOI
99,BOGGS,True,5,CLOTH,--Y--,5,5,LLM,SONIA,YG---,4,4,LLM,BOWES,GG--G,2,2,VOI,BOGUS,GGG-G,1,1,VOI,BOGGS,GGGGG,0,0,VOI,,,,,
100,FINNS,False,6,TAILS,--Y-G,4,4,LLM,RIDES,-G--G,3,3,LLM,BIGGS,-G--G,3,3,VOI,PIOUS,-G--G,3,3,VOI,KICKS,-G--G,3,3,VOI,SIMMS,-G--G,3,3,VOI
