game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
25,CHILL,True,5,THINK,-GG--,3,3,LLM,CHIPS,GGG--,2,2,LLM,CHILE,GGGG-,1,1,CSS_REPAIR,CHILD,GGGG-,1,1,LLM,CHILL,GGGGG,0,0,LLM,,,,,
26,FLOOD,True,4,ABOUT,--G--,4,4,LLM,WHOLE,--GY-,4,4,LLM,LOOKS,YYG--,4,3,LLM,FLOOD,GGGGG,0,0,LLM,,,,,,,,,,
27,APPLY,True,3,RIGHT,-----,5,5,LLM,SPACE,-GY--,4,4,LLM,APPLY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
28,SMILE,True,4,THINK,--G--,4,4,LLM,PRIDE,--G-G,3,3,LLM,SEIZE,G-G-G,2,2,LLM,SMILE,GGGGG,0,0,LLM,,,,,,,,,,
29,KNOCK,True,3,THINK,---YG,4,4,LLM,KNACK,GG-GG,1,1,LLM,KNOCK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
30,SLEEP,True,5,THINK,-----,5,5,LLM,BOARD,-----,5,5,LLM,LEVEL,YY-G-,4,3,LLM,FLEES,-GGGY,2,2,LLM,SLEEP,GGGGG,0,0,LLM,,,,,
31,BRICK,True,4,THINK,--G-G,3,3,LLM,QUIRK,--GYG,3,3,LLM,PRICK,-GGGG,1,1,LLM,BRICK,GGGGG,0,0,LLM,,,,,,,,,,
32,WROTE,True,4,THINK,Y----,5,5,LLM,ABOUT,--G-Y,4,4,LLM,STORY,-YGY-,4,4,LLM,WROTE,GGGGG,0,0,LLM,,,,,,,,,,
33,RATED,True,4,THINK,Y----,5,5,LLM,START,-YYY-,5,5,LLM,LATER,-GGGY,2,2,LLM,RATED,GGGGG,0,0,LLM,,,,,,,,,,
34,ALERT,True,5,HOUSE,----Y,5,5,LLM,BEING,-Y---,5,5,LLM,WATER,-YYYY,5,3,LLM,TREAD,YYGY-,4,4,LLM,ALERT,GGGGG,0,0,LLM,,,,,
35,CAGES,True,6,THINK,-----,5,5,LLM,WORLD,-----,5,5,LLM,SPACE,Y-YYY,5,4,LLM,CASES,GG-GG,1,1,LLM,CAVES,GG-GG,1,1,LLM,CAGES,GGGGG,0,0,LLM
36,TEDDY,True,3,THINK,G----,4,4,LLM,TODAY,G-G-G,2,2,LLM,TEDDY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
37,COLES,True,4,THINK,-----,5,5,LLM,GROUP,--Y--,5,5,LLM,LOCAL,YGY--,4,4,LLM,COLES,GGGGG,0,0,LLM,,,,,,,,,,
38,HWANG,True,4,HOUSE,G----,4,4,LLM,HARRY,GY---,4,4,LLM,HIPAA,G--Y-,4,4,LLM,HWANG,GGGGG,0,0,LLM,,,,,,,,,,
39,WRATH,True,4,THESE,YY---,5,5,LLM,NIGHT,---YY,5,5,LLM,CATCH,-YY-G,4,3,LLM,WRATH,GGGGG,0,0,LLM,,,,,,,,,,
40,MACHO,True,4,THINK,-Y---,5,5,LLM,HOUSE,YY---,5,5,LLM,WAHOO,-GY-G,3,3,LLM,MACHO,GGGGG,0,0,LLM,,,,,,,,,,
41,LOPEZ,True,4,HOUSE,-G--Y,4,4,LLM,MONEY,-G-G-,3,3,LLM,LOVER,GG-G-,2,2,LLM,LOPEZ,GGGGG,0,0,LLM,,,,,,,,,,
42,GOODY,True,4,THINK,-----,5,5,LLM,GERDA,G--G-,3,3,LLM,GOODS,GGGG-,1,1,LLM,GOODY,GGGGG,0,0,LLM,,,,,,,,,,
43,BROTH,True,5,THINK,YY---,5,5,LLM,HEART,Y--YY,5,5,LLM,WORTH,-YYGG,3,3,LLM,FROTH,-GGGG,1,1,LLM,BROTH,GGGGG,0,0,LLM,,,,,
44,VERDE,True,6,THINK,-----,5,5,LLM,GUESS,--Y--,5,5,LLM,PEACE,-G--G,3,3,LLM,MELEE,-G--G,3,3,LLM,VERVE,GGG-G,1,1,LLM,VERDE,GGGGG,0,0,LLM
45,TAMED,True,4,HOUSE,----Y,5,5,LLM,LEVEL,---G-,4,4,LLM,BRIEF,---G-,4,4,LLM,TAMED,GGGGG,0,0,LLM,,,,,,,,,,
46,LEAFS,True,5,THINK,-----,5,5,LLM,GERDA,-G--Y,4,4,LLM,LEAVE,GGG--,2,2,LLM,LEAPS,GGG-G,1,1,LLM,LEAFS,GGGGG,0,0,LLM,,,,,
47,YACHT,True,4,HOUSE,Y----,5,5,LLM,THINK,YY---,5,5,LLM,WATCH,-GYYY,4,3,LLM,YACHT,GGGGG,0,0,LLM,,,,,,,,,,
48,MESSY,True,4,HOUSE,---GY,4,4,LLM,BEAST,-G-G-,3,3,CSS_REPAIR,MESSI,GGGG-,1,1,LLM,MESSY,GGGGG,0,0,LLM,,,,,,,,,,
49,RYDER,True,5,THING,-----,5,5,LLM,RACES,G--G-,3,3,CSS_REPAIR,ROVER,G--GG,2,2,LLM,REFER,G--GG,2,2,LLM,RYDER,GGGGG,0,0,LLM,,,,,
50,MOTIF,True,4,HOUSE,-G---,4,4,LLM,GOING,-GY--,4,4,LLM,FOLIC,YG-G-,3,3,LLM,MOTIF,GGGGG,0,0,LLM,,,,,,,,,,
51,RAVEN,True,3,HOUSE,----Y,5,5,LLM,NEVER,Y-GGY,3,3,LLM,RAVEN,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
52,REICH,True,3,THINK,-YG--,4,4,LLM,LEIGH,-GG-G,2,2,LLM,REICH,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
53,ICONS,True,4,THINK,--YG-,4,4,LLM,INANE,G--G-,3,3,LLM,IRONY,G-GG-,2,2,LLM,ICONS,GGGGG,0,0,LLM,,,,,,,,,,
54,SILKY,True,3,THINK,--Y-Y,5,4,LLM,LIKES,YGY-Y,4,4,LLM,SILKY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
55,CARVE,True,4,HOUSE,----G,4,4,LLM,PEACE,--YYG,4,4,LLM,CARTE,GGG-G,1,1,LLM,CARVE,GGGGG,0,0,LLM,,,,,,,,,,
56,LAGER,False,6,HOUSE,----Y,5,5,LLM,LEVEL,G--G-,3,3,LLM,LITER,G--GG,2,2,LLM,LAYER,GG-GG,1,1,LLM,LAZER,GG-GG,1,1,LLM,LAKER,GG-GG,1,1,LLM
57,JERKS,True,4,THINK,----Y,5,5,LLM,KEEPS,YG--G,3,3,LLM,BERKS,-GGGG,1,1,LLM,JERKS,GGGGG,0,0,LLM,,,,,,,,,,
58,LOTUS,True,2,HOUSE,-GYY-,4,3,LLM,LOTUS,GGGGG,0,0,CSS_REPAIR,,,,,,,,,,,,,,,,,,,,
59,LACEY,True,4,THINK,-----,5,5,LLM,FOCUS,--G--,4,4,LLM,LACED,GGGG-,1,1,LLM,LACEY,GGGGG,0,0,LLM,,,,,,,,,,
60,TUDOR,True,4,THINK,G----,4,4,LLM,TABLE,G----,4,4,LLM,TRUST,GYY--,4,4,LLM,TUDOR,GGGGG,0,0,LLM,,,,,,,,,,
61,QUOTA,True,6,THINK,Y----,5,5,LLM,GREAT,---YY,5,5,LLM,STAMP,-YY--,5,5,LLM,BATTY,-Y-G-,4,4,LLM,VOLTA,-Y-GG,3,3,LLM,QUOTA,GGGGG,0,0,LLM
62,MOURN,True,4,THERE,---G-,4,4,LLM,GUARD,-Y-G-,4,4,LLM,POURS,-GGG-,2,2,LLM,MOURN,GGGGG,0,0,LLM,,,,,,,,,,
63,PROMO,True,4,HOUSE,-Y---,5,5,LLM,ALLOW,---Y-,5,5,LLM,ORBIT,YG---,4,4,LLM,PROMO,GGGGG,0,0,LLM,,,,,,,,,,
64,CASTE,True,4,THINK,Y----,5,5,LLM,ABOUT,Y---Y,5,5,LLM,PARTS,-G-GY,3,3,CSS_REPAIR,CASTE,GGGGG,0,0,LLM,,,,,,,,,,
65,CAPRI,True,5,THINK,--Y--,5,5,LLM,ISSUE,Y----,5,5,LLM,DARIO,-GYY-,4,3,CSS_REPAIR,RABBI,YG--G,3,3,LLM,CAPRI,GGGGG,0,0,LLM,,,,,
66,ALIAS,True,4,THINK,--G--,4,4,LLM,PRIDE,--G--,4,4,LLM,BLISS,-GG-G,2,2,LLM,ALIAS,GGGGG,0,0,LLM,,,,,,,,,,
67,PADDY,True,5,HOUSE,-----,5,5,LLM,BRAND,--Y-Y,5,4,LLM,DAILY,YG--G,3,3,LLM,CADDY,-GGGG,1,1,LLM,PADDY,GGGGG,0,0,LLM,,,,,
68,BLOBS,True,5,THINK,-----,5,5,LLM,WOULD,-Y-Y-,5,5,LLM,FLOPS,-GG-G,2,2,LLM,CLOGS,-GG-G,2,2,LLM,BLOBS,GGGGG,0,0,LLM,,,,,
69,DILLY,True,4,HOUSE,-----,5,5,LLM,BRING,--Y--,5,5,LLM,DAVID,G--Y-,4,4,LLM,DILLY,GGGGG,0,0,LLM,,,,,,,,,,
70,GUTSY,True,3,THINK,Y----,5,5,LLM,RATES,--G-Y,4,4,CSS_REPAIR,GUTSY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
71,TABOR,True,4,ABOUT,YYY-Y,5,3,LLM,BOATS,YYYY-,5,5,LLM,TABOO,GGGG-,1,1,LLM,TABOR,GGGGG,0,0,LLM,,,,,,,,,,
72,INLAY,True,3,THINK,--YY-,5,5,LLM,LINED,YYY--,5,4,LLM,INLAY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
73,AHHHH,True,4,THINK,-G---,4,4,LLM,SHARE,-GY--,4,4,CSS_REPAIR,AHOLD,GG---,3,3,LLM,AHHHH,GGGGG,0,0,LLM,,,,,,,,,,
74,ROUEN,True,5,THINK,---Y-,5,5,LLM,NEVER,Y--GY,4,4,LLM,ROSEN,GG-GG,1,1,LLM,ROGEN,GG-GG,1,1,LLM,ROUEN,GGGGG,0,0,LLM,,,,,
75,BUENA,True,5,THINK,---G-,4,4,LLM,FOUND,--YG-,4,4,LLM,BURNS,GG-G-,2,2,CSS_REPAIR,BUNNY,GG-G-,2,2,LLM,BUENA,GGGGG,0,0,LLM,,,,,
76,MENON,True,5,THINK,---Y-,5,5,LLM,LOREN,-Y-YG,4,4,CSS_REPAIR,OCEAN,Y-Y-G,4,4,LLM,XENON,-GGGG,1,1,LLM,MENON,GGGGG,0,0,LLM,,,,,
77,TRASK,True,4,HOUSE,---G-,4,4,LLM,BRASS,-GGG-,2,2,LLM,GRASP,-GGG-,2,2,LLM,TRASK,GGGGG,0,0,LLM,,,,,,,,,,
78,CASIO,True,3,THINK,--Y--,5,5,LLM,ISSUE,Y-G--,4,4,LLM,CASIO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
79,VOILA,True,5,THINK,--G--,4,4,LLM,PRICE,--G--,4,4,LLM,MAIDS,-YG--,4,4,LLM,ALIBI,YYG--,4,4,LLM,VOILA,GGGGG,0,0,LLM,,,,,
80,AURAL,True,4,HOUSE,--Y--,5,5,LLM,BUILT,-G-Y-,4,4,LLM,LUCKY,YG---,4,4,LLM,AURAL,GGGGG,0,0,LLM,,,,,,,,,,
81,LEGER,True,5,THINK,-----,5,5,LLM,SPACE,----Y,5,5,LLM,BELOW,-GY--,4,4,LLM,LEVEL,GG-G-,2,2,LLM,LEGER,GGGGG,0,0,LLM,,,,,
82,DALLY,False,6,THINK,-----,5,5,LLM,GUESS,-----,5,5,LLM,LOCAL,Y--YY,5,5,LLM,RALLY,-GGGG,1,1,LLM,WALLY,-GGGG,1,1,LLM,BALLY,-GGGG,1,1,LLM
83,INIGO,True,3,THINK,--GY-,4,4,LLM,UNION,-GGY-,3,3,LLM,INIGO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
84,KRILL,True,3,THESE,-----,5,5,LLM,WORLD,--YG-,4,4,LLM,KRILL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
85,SNIDE,True,5,THINK,--GY-,4,4,LLM,UNION,-GG--,3,3,LLM,ANISE,-GGYG,2,2,LLM,SNIPE,GGG-G,1,1,LLM,SNIDE,GGGGG,0,0,LLM,,,,,
86,LEWES,True,4,HOUSE,---YY,5,5,LLM,STEMS,--Y-G,4,4,LLM,PALES,--YGG,3,3,CSS_REPAIR,LEWES,GGGGG,0,0,LLM,,,,,,,,,,
87,TAMER,False,6,HOUSE,----Y,5,5,LLM,LEVEL,---G-,4,4,LLM,TAKEN,GG-G-,2,2,LLM,TAXED,GG-G-,2,2,LLM,TAPER,GG-GG,1,1,LLM,TATER,GG-GG,1,1,LLM
88,COTTA,True,4,THINK,Y----,5,5,LLM,STAGE,-YY--,5,5,LLM,PARTY,-Y-G-,4,4,LLM,COTTA,GGGGG,0,0,LLM,,,,,,,,,,
89,CORBY,True,5,THINK,-----,5,5,LLM,WOULD,-G---,4,4,LLM,MORES,-GG--,3,3,CSS_REPAIR,FORGO,-GG--,3,3,LLM,CORBY,GGGGG,0,0,LLM,,,,,
90,POLIS,True,5,HOUSE,-G-Y-,4,4,LLM,SOARS,-G--G,3,3,LLM,BOOBS,-G--G,3,3,LLM,FOLDS,-GG-G,2,2,LLM,POLIS,GGGGG,0,0,LLM,,,,,
91,ROXAS,True,6,HOUSE,-G-Y-,4,4,LLM,LOOKS,-G--G,3,3,LLM,COSTS,-G--G,3,3,LLM,ROADS,GGY-G,2,2,CSS_REPAIR,ROJAS,GG-GG,1,1,LLM,ROXAS,GGGGG,0,0,LLM
92,RANCE,True,4,THING,---Y-,5,5,LLM,KNOWN,-Y---,5,5,LLM,NEVER,YY--Y,5,5,LLM,RANCE,GGGGG,0,0,LLM,,,,,,,,,,
93,CARON,True,5,THINK,---Y-,5,5,LLM,SEDAN,---YG,4,4,CSS_REPAIR,BACON,-GYGG,2,2,LLM,CANON,GG-GG,1,1,LLM,CARON,GGGGG,0,0,LLM,,,,,
94,SURYA,True,4,THINK,-----,5,5,LLM,EARLS,-YG-Y,4,4,CSS_REPAIR,SCRAP,G-GY-,3,3,LLM,SURYA,GGGGG,0,0,LLM,,,,,,,,,,
95,AGGIE,True,4,ABOUT,G----,4,4,LLM,APPLE,G---G,3,3,LLM,AGREE,GG--G,2,2,LLM,AGGIE,GGGGG,0,0,LLM,,,,,,,,,,
96,CAUSA,True,4,HOUSE,--GG-,3,3,LLM,TRUST,--GG-,3,3,LLM,GAUSS,-GGG-,2,2,LLM,CAUSA,GGGGG,0,0,LLM,,,,,,,,,,
97,BAMBA,True,5,HOUSE,-----,5,5,LLM,APRIL,Y----,5,5,LLM,FANCY,-G---,4,4,LLM,MAGDA,YG--G,3,3,LLM,BAMBA,GGGGG,0,0,LLM,,,,,
98,MAYNE,True,3,THINK,---G-,4,4,LLM,MEANS,GYYG-,3,3,LLM,MAYNE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
99,BOGGS,True,4,PLACE,-----,5,5,LLM,RIGHT,--G--,4,4,LLM,BUGGY,G-GG-,2,2,LLM,BOGGS,GGGGG,0,0,LLM,,,,,,,,,,
100,FINNS,True,4,HOUSE,---Y-,5,5,LLM,STAND,Y--G-,4,4,LLM,GRINS,--YGG,3,3,LLM,FINNS,GGGGG,0,0,LLM,,,,,,,,,,
