game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
11,YOUNG,True,4,BLAZE,-----,5,5,CSS_TRUE_FROM_LLM,SINGH,--YY-,5,4,CSS_TRUE,PRONG,--YGG,3.0,3.0,CSS_TRUE_FROM_LLM,YOUNG,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,957,82.99875643986499,957,10,98.95506792058517,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,4,CLOUD,-----,5,5,CSS_TRUE_FROM_LLM,STEMS,--YYG,4,4,CSS_TRUE_FROM_LLM,MAKES,GY-YG,3.0,3.0,CSS_TRUE_FROM_LLM,MEANS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,1556,72.35743471309291,1556,16,98.97172236503856,16.0,2.0,87.5,2.0,1.0,50.0,,,,,,,0
13,TRUTH,True,3,STAGE,-Y---,5,5,CSS_TRUE_FROM_LLM,TROUT,GG-YY,3,2,CSS_TRUE,TRUTH,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,190,96.62462249067327,190,1,99.47368421052632,1.0,1.0,0.0,,,,,,,,,,0
14,FIRED,True,6,STAGE,----Y,5,5,CSS_TRUE_FROM_LLM,PEDRO,-YYY-,5,5,CSS_TRUE,DRIED,-YYGG,3.0,3.0,CSS_TRUE_FROM_LLM,WIRED,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,MIRED,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,FIRED,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,466,91.72144252975662,466,24,94.84978540772532,24.0,5.0,79.16666666666666,5.0,3.0,40.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
15,FOLKS,True,4,SPACE,Y----,5,5,CSS_TRUE_FROM_LLM,HORNS,-G--G,3,3,CSS_TRUE,BOOKS,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,FOLKS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,317,94.36844910286018,317,44,86.1198738170347,44.0,2.0,95.45454545454544,2.0,1.0,50.0,,,,,,,0
16,CHILE,True,3,SPACE,---YG,4,4,CSS_TRUE_FROM_LLM,CLYDE,GY--G,3,3,CSS_TRUE_FROM_LLM,CHILE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,2,95.34883720930232,2.0,1.0,50.0,,,,,,,,,,0
17,BLACK,True,4,STEMS,-----,5,5,CSS_TRUE_FROM_LLM,LAIRD,YY---,5,4,CSS_TRUE,BLANK,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,BLACK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,1141,79.72996979925387,1141,53,95.35495179666958,53.0,1.0,98.1132075471698,1.0,1.0,0.0,,,,,,,0
18,GRANT,True,5,CLOUD,-----,5,5,CSS_TRUE_FROM_LLM,STEMS,-Y---,5,5,CSS_TRUE_FROM_LLM,TRAIT,-GG-G,2.0,2.0,CSS_TRUE,GRAFT,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,GRANT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,1556,72.35743471309291,1556,103,93.38046272493573,103.0,4.0,96.11650485436894,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
19,MEALS,True,5,FLUTE,-Y--Y,5,5,CSS_TRUE_FROM_LLM,LAPEL,YY-Y-,5,5,CSS_TRUE,HEALS,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,DEALS,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,MEALS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,270,95.2034109077989,270,18,93.33333333333331,18.0,4.0,77.77777777777779,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
20,CREAM,True,5,FLUTE,----Y,5,5,CSS_TRUE_FROM_LLM,MORES,Y-YY-,5,4,CSS_TRUE,BREAM,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,DREAM,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,CREAM,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,853,84.8463314976017,853,6,99.2966002344666,6.0,2.0,66.66666666666666,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
21,AWAKE,True,3,SPACE,--G-G,3,3,CSS_TRUE_FROM_LLM,FLARE,--G-G,3,3,CSS_TRUE_FROM_LLM,AWAKE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,20,57.446808510638306,20.0,1.0,95.0,,,,,,,,,,0
22,OCCUR,True,4,SPACE,---Y-,5,5,CSS_TRUE_FROM_LLM,COLIN,YY---,5,5,CSS_TRUE,MCCOY,-GGY-,3.0,3.0,CSS_TRUE_FROM_LLM,OCCUR,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,113,97.9925386391899,113,5,95.57522123893806,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
23,YEARS,True,5,GRADE,-YG-Y,4,4,CSS_TRUE_FROM_LLM,TEARS,-GGGG,1,1,CSS_TRUE_FROM_LLM,FEARS,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,SEARS,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,YEARS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,25,99.55587138035176,25,10,60.0,10.0,9.0,10.0,9.0,8.0,11.11111111111111,8.0,1.0,87.5,,,,0
24,GRADE,True,5,CLOUD,----Y,5,5,CSS_TRUE_FROM_LLM,DARIN,YYY--,5,5,CSS_TRUE,READY,YYGG-,3.0,3.0,CSS_TRUE_FROM_LLM,TRADE,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,GRADE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,302,94.63492627464912,302,13,95.6953642384106,13.0,2.0,84.61538461538461,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
25,CHILL,True,3,STAGE,-----,5,5,CSS_TRUE_FROM_LLM,COLON,G-Y--,4,4,CSS_TRUE,CHILL,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,476,91.54379108189733,476,10,97.89915966386556,10.0,1.0,90.0,,,,,,,,,,0
26,FLOOD,True,5,SPACE,-----,5,5,CSS_TRUE_FROM_LLM,TRYIN,-----,5,5,CSS_TRUE,WOULD,-Y-YG,4.0,4.0,CSS_TRUE_FROM_LLM,BLOOD,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,FLOOD,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,534,90.51341268431338,534,32,94.00749063670412,32.0,2.0,93.75,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
27,APPLY,True,4,CLOUD,-Y---,5,5,CSS_TRUE_FROM_LLM,LANES,YY---,5,5,CSS_TRUE,RIVAL,---YY,5.0,5.0,CSS_TRUE_FROM_LLM,APPLY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,502,91.08189731746312,502,29,94.22310756972112,29.0,4.0,86.20689655172413,4.0,1.0,75.0,,,,,,,0
28,SMILE,True,3,SPACE,G---G,3,3,CSS_TRUE_FROM_LLM,STOLE,G--GG,2,2,CSS_TRUE_FROM_LLM,SMILE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,41,99.27162906377689,41,1,97.5609756097561,1.0,1.0,0.0,,,,,,,,,,0
29,KNOCK,True,4,SPACE,---G-,4,4,CSS_TRUE_FROM_LLM,BLOCK,--GGG,2,2,CSS_TRUE_FROM_LLM,CROCK,--GGG,2.0,2.0,CSS_TRUE_FROM_LLM,KNOCK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,65,98.84526558891456,65,4,93.84615384615384,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
30,SLEEP,True,3,STAGE,G---Y,4,4,CSS_TRUE_FROM_LLM,SPECS,GYG--,3,3,CSS_TRUE_FROM_LLM,SLEEP,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,73,98.7031444306271,73,3,95.8904109589041,3.0,1.0,66.66666666666666,,,,,,,,,,0
31,BRICK,True,4,FLAKE,---Y-,5,5,CSS_TRUE_FROM_LLM,BROOK,GG--G,2,2,CSS_TRUE_FROM_LLM,BRISK,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,BRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,84,98.50772783798188,84,3,96.42857142857144,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,,,,0
32,WROTE,True,4,GRADE,-G--G,3,3,CSS_TRUE_FROM_LLM,PRICE,-G--G,3,3,CSS_TRUE_FROM_LLM,BRUTE,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,WROTE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,41,99.27162906377689,41,7,82.92682926829268,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
33,RATED,True,2,CLOUD,----G,4,4,CSS_TRUE_FROM_LLM,RATED,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,140,97.5128797299698,140,1,99.28571428571428,,,,,,,,,,,,,0
34,ALERT,True,5,GRADE,-YY-Y,5,5,CSS_TRUE_FROM_LLM,EARLS,YYYY-,5,5,CSS_TRUE,RELAY,YYYY-,5.0,5.0,CSS_TRUE_FROM_LLM,ALTER,GGYYY,3.0,2.0,CSS_TRUE_FROM_LLM,ALERT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,113,97.9925386391899,113,6,94.69026548672566,6.0,2.0,66.66666666666666,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
35,CAGES,True,5,STAGE,Y-YYY,5,3,CSS_TRUE_FROM_LLM,PAGES,-GGGG,1,1,CSS_TRUE_FROM_LLM,WAGES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,RAGES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,CAGES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,13,99.76905311778292,13,4,69.23076923076923,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
36,TEDDY,True,5,STAGE,-Y--Y,5,5,CSS_TRUE_FROM_LLM,PETIT,-GY--,4,4,CSS_TRUE,LEFTY,-G-YG,3.0,3.0,CSS_TRUE_FROM_LLM,TERRY,GG--G,2.0,2.0,CSS_TRUE_FROM_LLM,TEDDY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,152,97.29969799253864,152,14,90.78947368421052,14.0,3.0,78.57142857142857,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
37,COLES,False,6,STAGE,Y---Y,5,5,CSS_TRUE_FROM_LLM,ROLES,-GGGG,1,1,CSS_TRUE,MOLES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,POLES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,FOLES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,HOLES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,5629,287,94.9014034464381,287,5,98.25783972125436,5.0,4.0,20.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
38,HWANG,True,4,STAGE,--GY-,4,4,CSS_TRUE_FROM_LLM,GRAIL,Y-G--,4,4,CSS_TRUE_FROM_LLM,ZHANG,-YGGG,2.0,2.0,CSS_TRUE_FROM_LLM,HWANG,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,27,99.52034109077988,27,5,81.48148148148148,5.0,2.0,60.0,2.0,1.0,50.0,,,,,,,0
39,WRATH,True,3,STAGE,-YG--,4,4,CSS_TRUE_FROM_LLM,TRAIT,YGG--,3,3,CSS_TRUE_FROM_LLM,WRATH,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,39,99.30715935334872,39,1,97.43589743589745,1.0,1.0,0.0,,,,,,,,,,0
40,MACHO,True,4,STAGE,--Y--,5,5,CSS_TRUE_FROM_LLM,RAINA,-G---,4,4,CSS_TRUE,BALMY,-G-Y-,4.0,4.0,CSS_TRUE_FROM_LLM,MACHO,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,593,89.46526914194351,593,48,91.90556492411469,48.0,4.0,91.66666666666666,4.0,1.0,75.0,,,,,,,0
41,LOPEZ,True,5,STAGE,----Y,5,5,CSS_TRUE_FROM_LLM,RILED,--YG-,4,4,CSS_TRUE,BEVEL,---GY,4.0,4.0,CSS_TRUE_FROM_LLM,LUMEN,G--G-,3.0,3.0,CSS_TRUE_FROM_LLM,LOPEZ,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,466,91.72144252975662,466,19,95.92274678111588,19.0,4.0,78.94736842105263,4.0,2.0,50.0,2.0,1.0,50.0,,,,0
42,GOODY,True,3,STAGE,---Y-,5,5,CSS_TRUE_FROM_LLM,GORDO,GG-GY,2,2,CSS_TRUE_FROM_LLM,GOODY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,92,98.36560667969444,92,1,98.91304347826086,1.0,1.0,0.0,,,,,,,,,,0
43,BROTH,True,3,SPACE,-----,5,5,CSS_TRUE_FROM_LLM,MOURN,-Y-Y-,5,5,CSS_TRUE,BROTH,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,534,90.51341268431338,534,27,94.9438202247191,27.0,1.0,96.29629629629628,,,,,,,,,,0
44,VERDE,True,3,SPACE,----G,4,4,CSS_TRUE_FROM_LLM,LORDE,--GGG,2,2,CSS_TRUE,VERDE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,228,95.94954698880797,228,1,99.56140350877192,1.0,1.0,0.0,,,,,,,,,,0
45,TAMED,True,5,STEMS,-YYY-,5,4,CSS_TRUE_FROM_LLM,METRE,YYY--,5,5,CSS_TRUE_FROM_LLM,UNMET,--GGY,3.0,3.0,CSS_TRUE_FROM_LLM,TIMED,G-GGG,1.0,1.0,CSS_TRUE_FROM_LLM,TAMED,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,36,99.36045478770652,36,6,83.33333333333334,6.0,2.0,66.66666666666666,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
46,LEAFS,True,6,CLOUD,-Y---,5,5,CSS_TRUE_FROM_LLM,LEGAL,GG-Y-,3,3,CSS_TRUE,LEANS,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,LEAPS,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,LEAKS,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,LEAFS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,502,91.08189731746312,502,15,97.01195219123508,15.0,3.0,80.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,0
47,YACHT,True,4,GRADE,--Y--,5,5,CSS_TRUE_FROM_LLM,HASTA,YG-Y-,4,4,CSS_TRUE,BATCH,-GYYY,4.0,3.0,CSS_TRUE_FROM_LLM,YACHT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,630,88.8079587848641,630,9,98.57142857142858,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
48,MESSY,True,4,BLAZE,----Y,5,5,CSS_TRUE_FROM_LLM,PORES,---YY,5,5,CSS_TRUE,GUEST,--YG-,4.0,4.0,CSS_TRUE_FROM_LLM,MESSY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,787,86.0188310534731,787,19,97.58576874205843,19.0,3.0,84.21052631578947,3.0,1.0,66.66666666666666,,,,,,,0
49,RYDER,True,4,STAGE,----Y,5,5,CSS_TRUE_FROM_LLM,LONER,---GG,3,3,CSS_TRUE,RIKER,G--GG,2.0,2.0,CSS_TRUE_FROM_LLM,RYDER,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,466,91.72144252975662,466,40,91.41630901287554,40.0,2.0,95.0,2.0,1.0,50.0,,,,,,,0
50,MOTIF,True,4,SPACE,-----,5,5,CSS_TRUE_FROM_LLM,MORTY,GG-Y-,3,3,CSS_TRUE,MOUNT,GG--Y,3.0,3.0,CSS_TRUE_FROM_LLM,MOTIF,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,534,90.51341268431338,534,2,99.625468164794,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
51,RAVEN,True,4,SPACE,--Y-Y,5,4,CSS_TRUE_FROM_LLM,LATER,-G-GY,3,3,CSS_TRUE,BARED,-GYG-,3.0,3.0,CSS_TRUE_FROM_LLM,RAVEN,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,269,95.22117605258484,269,13,95.16728624535315,13.0,2.0,84.61538461538461,2.0,1.0,50.0,,,,,,,0
52,REICH,True,4,CLOUD,Y----,5,5,CSS_TRUE_FROM_LLM,SPACE,---GY,4,4,CSS_TRUE,MERCK,-GYG-,3.0,3.0,CSS_TRUE_FROM_LLM,REICH,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,209,96.28708473974062,209,15,92.82296650717704,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,,,,0
53,ICONS,True,4,STAGE,Y----,5,5,CSS_TRUE_FROM_LLM,LORDS,-Y--G,4,4,CSS_TRUE,KNOWS,-YG-G,3.0,3.0,CSS_TRUE_FROM_LLM,ICONS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,300,94.670456564221,300,7,97.66666666666669,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
54,SILKY,True,4,STAGE,G----,4,4,CSS_TRUE_FROM_LLM,SOUPS,G----,4,4,CSS_TRUE,SLICK,GYY-Y,4.0,3.0,CSS_TRUE_FROM_LLM,SILKY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,119,97.88594777047432,119,16,86.5546218487395,16.0,1.0,93.75,1.0,1.0,0.0,,,,,,,0
55,CARVE,True,5,HOUSE,----G,4,4,CSS_TRUE_FROM_LLM,BLAZE,--Y-G,4,4,CSS_TRUE_FROM_LLM,MAINE,-G--G,3.0,3.0,CSS_TRUE_FROM_LLM,CARPE,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,CARVE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,286,94.91916859122402,286,66,76.92307692307693,66.0,13.0,80.3030303030303,13.0,2.0,84.61538461538461,2.0,1.0,50.0,,,,0
56,LAGER,True,4,STAGE,--YYY,5,3,CSS_TRUE_FROM_LLM,ANGER,Y-GGG,2,2,CSS_TRUE_FROM_LLM,WAGER,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,LAGER,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,34,99.39598507727838,34,4,88.23529411764706,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,,,,0
57,JERKS,True,5,CLOUD,-----,5,5,CSS_TRUE_FROM_LLM,TRAIN,-Y---,5,5,CSS_TRUE_FROM_LLM,REEVE,YG---,4.0,4.0,CSS_TRUE_FROM_LLM,JERRY,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,JERKS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,1556,72.35743471309291,1556,61,96.0796915167095,61.0,17.0,72.1311475409836,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,0
58,LOTUS,True,4,SPACE,Y----,5,5,CSS_TRUE_FROM_LLM,TROIS,Y-Y-G,4,4,CSS_TRUE,VOLTS,-GYYG,3.0,3.0,CSS_TRUE_FROM_LLM,LOTUS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,317,94.36844910286018,317,10,96.84542586750788,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
59,LACEY,True,4,HOUSE,----Y,5,5,CSS_TRUE_FROM_LLM,BERTA,-Y--Y,5,5,CSS_TRUE,CAGED,YG-G-,3.0,3.0,CSS_TRUE_FROM_LLM,LACEY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,654,88.38159531000179,654,66,89.90825688073394,66.0,1.0,98.48484848484848,1.0,1.0,0.0,,,,,,,0
60,TUDOR,True,3,STAGE,-Y---,5,5,CSS_TRUE_FROM_LLM,UNITY,Y--Y-,5,5,CSS_TRUE,TUDOR,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,190,96.62462249067327,190,19,90.0,19.0,1.0,94.73684210526316,,,,,,,,,,0
61,QUOTA,True,4,FLUTE,--YG-,4,4,CSS_TRUE_FROM_LLM,PUNTS,-G-G-,3,3,CSS_TRUE_FROM_LLM,OUTTA,YG-GG,2.0,2.0,CSS_TRUE_FROM_LLM,QUOTA,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,32,99.43151536685023,32,5,84.375,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
