game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
13,TRUTH,True,3,HEARS,Y--Y-,5,5,LLM,FRITH,-G-GG,2,2,VOI,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
14,FIRED,True,3,START,---Y-,5,5,LLM,CHOIR,---YY,5,5,VOI,FIRED,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
15,FOLKS,True,5,START,Y----,5,5,LLM,LOGOS,YG--G,3,3,VOI,FOILS,GG-YG,2,2,VOI,FOLDS,GGG-G,1,1,VOI,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,True,4,COULD,G--G-,3,3,LLM,CALLE,G--GG,2,2,VOI,CYCLE,G--GG,2,2,VOI,CHILE,GGGGG,0,0,VOI,,,,,,,,,,
17,BLACK,True,5,WORDS,-----,5,5,LLM,ALLIE,YG---,4,4,VOI,PLANK,-GG-G,2,2,VOI,CLACK,-GGGG,1,1,VOI,BLACK,GGGGG,0,0,VOI,,,,,
18,GRANT,True,4,GUESS,G----,4,4,LLM,GOLAN,G--YY,4,3,VOI,GRAND,GGGG-,1,1,VOI,GRANT,GGGGG,0,0,VOI,,,,,,,,,,
19,MEALS,True,5,SIENA,Y-Y-Y,5,5,LLM,BASED,-YYY-,5,5,VOI,HEAPS,-GG-G,2,2,VOI,LEAFS,YGG-G,2,2,VOI,MEALS,GGGGG,0,0,VOI,,,,,
20,CREAM,True,3,COULD,G----,4,4,LLM,CRAZY,GGY--,3,3,VOI,CREAM,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
21,AWAKE,True,5,STAGE,--G-G,3,3,LLM,BRACE,--G-G,3,3,VOI,NEALE,--G-G,3,3,VOI,QUAKE,--GGG,2,2,VOI,AWAKE,GGGGG,0,0,VOI,,,,,
22,OCCUR,True,5,START,---Y-,5,5,LLM,MIRED,--Y--,5,5,VOI,GROHL,-YY--,5,5,VOI,CONOR,YY--G,4,4,VOI,OCCUR,GGGGG,0,0,VOI,,,,,
23,YEARS,True,5,SINCE,Y---Y,5,5,LLM,MEALS,-GG-G,2,2,VOI,PEAKS,-GG-G,2,2,VOI,YEATS,GGG-G,1,1,VOI,YEARS,GGGGG,0,0,VOI,,,,,
24,GRADE,True,4,COULD,----Y,5,5,LLM,DARTH,YYY--,5,5,VOI,READE,Y-GGG,2,2,VOI,GRADE,GGGGG,0,0,VOI,,,,,,,,,,
25,CHILL,True,3,COULD,G--G-,3,3,LLM,CHILE,GGGG-,1,1,VOI,CHILL,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
26,FLOOD,True,2,COULD,-Y-YG,4,4,LLM,FLOOD,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
27,APPLY,True,4,COULD,---G-,4,4,LLM,MEALS,--YG-,4,4,VOI,WALLY,-Y-GG,3,3,VOI,APPLY,GGGGG,0,0,VOI,,,,,,,,,,
28,SMILE,True,4,GUESS,--YY-,5,5,LLM,STREP,G--Y-,4,4,VOI,SCALE,G--GG,2,2,VOI,SMILE,GGGGG,0,0,VOI,,,,,,,,,,
29,KNOCK,True,3,COULD,YY---,5,5,LLM,SCONE,-YGY-,4,4,VOI,KNOCK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
30,SLEEP,True,3,GUESS,--GY-,4,4,LLM,SPENT,GYG--,3,3,VOI,SLEEP,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
31,BRICK,True,4,START,---Y-,5,5,LLM,CONOR,Y---Y,5,5,VOI,BIRCH,GYYG-,3,3,VOI,BRICK,GGGGG,0,0,VOI,,,,,,,,,,
32,WROTE,True,5,GUESS,--Y--,5,5,LLM,ARMED,-G-Y-,4,4,VOI,BRICE,-G--G,3,3,VOI,TROPE,YGG-G,2,2,VOI,WROTE,GGGGG,0,0,VOI,,,,,
33,RATED,True,4,GUESS,--Y--,5,5,LLM,WROTE,-Y-YY,5,3,VOI,LATER,-GGGY,2,2,VOI,RATED,GGGGG,0,0,VOI,,,,,,,,,,
34,ALERT,True,4,VALID,-YY--,5,4,LLM,BLACK,-GY--,4,4,VOI,ALTER,GGYYY,3,2,VOI,ALERT,GGGGG,0,0,VOI,,,,,,,,,,
35,CAGES,False,6,START,Y-Y--,5,5,LLM,PANES,-G-GG,2,2,VOI,BASES,-G-GG,2,2,VOI,HAWES,-G-GG,2,2,VOI,OAKES,-G-GG,2,2,VOI,FACES,-GYGG,2,2,VOI
36,TEDDY,True,4,AILES,---Y-,5,5,LLM,WROTE,---YY,5,5,VOI,TEENY,GG--G,2,2,VOI,TEDDY,GGGGG,0,0,VOI,,,,,,,,,,
37,COLES,True,2,COULD,GG-Y-,3,3,LLM,COLES,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
38,HWANG,True,4,START,--G--,4,4,LLM,QUAKE,--G--,4,4,VOI,CLANG,--GGG,2,2,VOI,HWANG,GGGGG,0,0,VOI,,,,,,,,,,
39,WRATH,True,5,GUESS,-----,5,5,LLM,CAROL,-YY--,5,5,VOI,ADAIR,--G-Y,4,4,VOI,PRANK,-GG--,3,3,VOI,WRATH,GGGGG,0,0,VOI,,,,,
40,MACHO,True,5,GREEN,-----,5,5,LLM,FOLDS,-Y---,5,5,VOI,PHOTO,-Y--G,4,4,VOI,MUCHO,G-GGG,1,1,VOI,MACHO,GGGGG,0,0,VOI,,,,,
41,LOPEZ,True,5,GUESS,--Y--,5,5,LLM,TAMER,---G-,4,4,VOI,OILED,Y-YG-,4,4,VOI,VOWEL,-G-GY,3,3,VOI,LOPEZ,GGGGG,0,0,VOI,,,,,
42,GOODY,True,3,ASTER,-----,5,5,LLM,YOUNG,YG--Y,4,4,VOI,GOODY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
43,BROTH,True,3,USING,-----,5,5,LLM,ALERT,---YY,5,5,VOI,BROTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
44,VERDE,True,4,SOLVE,---YG,4,4,LLM,VENUE,GG--G,2,2,VOI,VERGE,GGG-G,1,1,VOI,VERDE,GGGGG,0,0,VOI,,,,,,,,,,
45,TAMED,False,6,COULD,----G,4,4,LLM,GRAND,--Y-G,4,4,VOI,EASED,-G-GG,2,2,VOI,DATED,-GYGG,2,2,VOI,TAXED,GG-GG,1,1,VOI,TAPED,GG-GG,1,1,VOI
46,LEAFS,True,3,FIRST,Y--Y-,5,5,LLM,CAFES,-YYYG,4,3,VOI,LEAFS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
47,YACHT,True,5,GRAIN,--Y--,5,5,LLM,CAMPS,YG---,4,4,VOI,JACOB,-GG--,3,3,VOI,WACKY,-GG-Y,3,3,VOI,YACHT,GGGGG,0,0,VOI,,,,,
48,MESSY,True,4,START,Y----,5,5,LLM,FIDES,---YY,5,5,VOI,MOSHE,G-G-Y,3,3,VOI,MESSY,GGGGG,0,0,VOI,,,,,,,,,,
49,RYDER,True,6,GREEN,-Y-G-,4,4,LLM,STREP,--YG-,4,4,VOI,BAUER,---GG,3,3,VOI,CIDER,--GGG,2,2,VOI,OLDER,--GGG,2,2,VOI,RYDER,GGGGG,0,0,VOI
50,MOTIF,True,4,USING,--Y--,5,5,LLM,RILED,-Y---,5,5,VOI,OPTIC,Y-GG-,3,3,VOI,MOTIF,GGGGG,0,0,VOI,,,,,,,,,,
51,RAVEN,True,6,START,--YY-,5,5,LLM,LUNAR,--YYY,5,5,VOI,ARGON,YY--G,4,4,VOI,DARIN,-GY-G,3,3,VOI,RAMÓN,GG--G,2,2,VOI,RAVEN,GGGGG,0,0,VOI
52,REICH,True,4,GUESS,--Y--,5,5,LLM,RAVEL,G--Y-,4,4,VOI,REMIT,GG-Y-,3,3,VOI,REICH,GGGGG,0,0,VOI,,,,,,,,,,
53,ICONS,True,4,GUESS,----G,4,4,LLM,WALKS,----G,4,4,VOI,TRIMS,--Y-G,4,4,VOI,ICONS,GGGGG,0,0,VOI,,,,,,,,,,
54,SILKY,True,5,START,G----,4,4,LLM,SMILE,G-YY-,4,3,VOI,SUNIL,G--YY,4,4,VOI,SILKS,GGGG-,1,1,VOI,SILKY,GGGGG,0,0,VOI,,,,,
55,CARVE,True,5,USING,-----,5,5,LLM,TORCH,--GY-,4,4,VOI,CARLY,GGG--,2,2,VOI,CARED,GGGY-,2,2,VOI,CARVE,GGGGG,0,0,VOI,,,,,
56,LAGER,True,4,COULD,---Y-,5,5,LLM,LEAFS,GYY--,4,4,VOI,LARGE,GGYYY,3,2,VOI,LAGER,GGGGG,0,0,VOI,,,,,,,,,,
57,JERKS,False,6,COULD,-----,5,5,LLM,HEART,-G-Y-,4,4,VOI,VERGE,-GG--,3,3,VOI,SERIF,YGG--,3,3,VOI,BERKS,-GGGG,1,1,VOI,PERKS,-GGGG,1,1,VOI
58,LOTUS,True,4,START,YY---,5,5,LLM,GOTHS,-GG-G,2,2,VOI,NOTES,-GG-G,2,2,VOI,LOTUS,GGGGG,0,0,VOI,,,,,,,,,,
59,LACEY,True,3,USING,-----,5,5,LLM,PALEY,-GYGG,2,2,VOI,LACEY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
60,TUDOR,True,5,LASER,----G,4,4,LLM,OCCUR,Y--YG,4,4,VOI,TUTOR,GG-GG,1,1,VOI,TUMOR,GG-GG,1,1,VOI,TUDOR,GGGGG,0,0,VOI,,,,,
61,QUOTA,True,4,GUESS,-G---,4,4,LLM,TUDOR,YG-Y-,4,4,VOI,QUITO,GG-GY,2,2,VOI,QUOTA,GGGGG,0,0,VOI,,,,,,,,,,
62,MOURN,True,3,EARNS,--YY-,5,4,LLM,UNHCR,YY--Y,5,5,VOI,MOURN,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
63,PROMO,True,6,AIRES,--Y--,5,5,LLM,TRUTH,-G---,4,4,VOI,GROWN,-GG--,3,3,VOI,FROCK,-GG--,3,3,VOI,PROVO,GGG-G,1,1,VOI,PROMO,GGGGG,0,0,VOI
64,CASTE,True,4,WOULD,-----,5,5,LLM,BERKS,-Y--Y,5,5,VOI,SPENT,Y-Y-Y,5,5,VOI,CASTE,GGGGG,0,0,VOI,,,,,,,,,,
65,CAPRI,True,4,THERE,---G-,4,4,LLM,USURP,---GY,4,4,VOI,GOPRO,--GG-,3,3,VOI,CAPRI,GGGGG,0,0,VOI,,,,,,,,,,
66,ALIAS,True,4,COULD,---Y-,5,5,LLM,LARGE,YY---,5,5,VOI,PLANS,-GY-G,3,3,VOI,ALIAS,GGGGG,0,0,VOI,,,,,,,,,,
67,PADDY,True,5,GUESS,-----,5,5,LLM,CRAMP,--Y-Y,5,5,VOI,PATIO,GG---,3,3,VOI,PANDA,GG-G-,2,2,VOI,PADDY,GGGGG,0,0,VOI,,,,,
68,BLOBS,True,6,GUESS,----G,4,4,LLM,ALIAS,-G--G,3,3,VOI,PLOTS,-GG-G,2,2,VOI,BLOCS,GGG-G,1,1,VOI,BLOWS,GGG-G,1,1,VOI,BLOBS,GGGGG,0,0,VOI
69,DILLY,True,4,COULD,---GY,4,4,LLM,DIALS,GG-G-,2,2,VOI,DIMLY,GG-GG,1,1,VOI,DILLY,GGGGG,0,0,VOI,,,,,,,,,,
70,GUTSY,True,3,GREEN,G----,4,4,LLM,GOODY,G---G,3,3,VOI,GUTSY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
71,TABOR,True,4,GIVEN,-----,5,5,LLM,LOTUS,-YY--,5,5,VOI,BROTH,YYYY-,5,5,VOI,TABOR,GGGGG,0,0,VOI,,,,,,,,,,
72,INLAY,True,3,GUESS,-----,5,5,LLM,MARTY,-Y--G,4,4,VOI,INLAY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
73,AHHHH,True,6,GUESS,-----,5,5,LLM,POLAR,---Y-,5,5,VOI,WACKY,-Y---,5,5,VOI,ANAND,G----,4,4,VOI,AFFIX,G----,4,4,VOI,AHHHH,GGGGG,0,0,VOI
74,ROUEN,True,5,GIVEN,---GG,3,3,LLM,STEEN,---GG,3,3,VOI,ARDEN,-Y-GG,3,3,VOI,RUBEN,GY-GG,2,2,VOI,ROUEN,GGGGG,0,0,VOI,,,,,
75,BUENA,True,4,COULD,--Y--,5,5,LLM,NURSE,YG--Y,4,4,VOI,QUEEN,-GG-Y,3,3,VOI,BUENA,GGGGG,0,0,VOI,,,,,,,,,,
76,MENON,True,6,COULD,-Y---,5,5,LLM,PRONE,--YYY,5,4,VOI,THEON,--YGG,3,3,VOI,AEGON,-G-GG,2,2,VOI,XENON,-GGGG,1,1,VOI,MENON,GGGGG,0,0,VOI
77,TRASK,True,5,COULD,-----,5,5,LLM,STAIN,YYG--,4,4,VOI,YEATS,--GYY,4,4,VOI,TRASH,GGGG-,1,1,VOI,TRASK,GGGGG,0,0,VOI,,,,,
78,CASIO,True,4,GIVEN,-Y---,5,5,LLM,SOLID,YY-G-,4,4,VOI,TROIS,--YGY,4,4,VOI,CASIO,GGGGG,0,0,VOI,,,,,,,,,,
79,VOILA,True,4,COULD,-G-G-,3,3,LLM,GOLLY,-G-G-,3,3,VOI,BOILS,-GGG-,2,2,VOI,VOILA,GGGGG,0,0,VOI,,,,,,,,,,
80,AURAL,True,5,START,--YY-,5,5,LLM,LAGER,YY--Y,5,5,VOI,MURAL,-GGGG,1,1,VOI,RURAL,-GGGG,1,1,VOI,AURAL,GGGGG,0,0,VOI,,,,,
81,LEGER,True,2,GREEN,YYYG-,4,4,LLM,LEGER,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
82,DALLY,True,6,START,--Y--,5,5,LLM,ANGIE,Y----,5,5,VOI,WACKY,-G--G,3,3,VOI,PADDY,-GY-G,3,3,VOI,DAFFY,GG--G,2,2,VOI,DALLY,GGGGG,0,0,VOI
83,INIGO,True,5,GUESS,Y----,5,5,LLM,JOONG,-Y-YY,5,5,VOI,ARGON,--YYY,5,4,VOI,DINGO,-YYGG,3,2,VOI,INIGO,GGGGG,0,0,VOI,,,,,
84,KRILL,True,4,GREEN,-G---,4,4,LLM,TRASK,-G--Y,4,4,VOI,KROLL,GG-GG,1,1,VOI,KRILL,GGGGG,0,0,VOI,,,,,,,,,,
85,SNIDE,True,3,COULD,----Y,5,5,LLM,ARDEN,--YYY,5,4,VOI,SNIDE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
86,LEWES,True,4,GIVEN,---G-,4,4,LLM,ALDER,-Y-G-,4,4,VOI,COLES,--YGG,3,3,VOI,LEWES,GGGGG,0,0,VOI,,,,,,,,,,
87,TAMER,True,6,GIVEN,---G-,4,4,LLM,COLES,---G-,4,4,VOI,BAUER,-G-GG,2,2,VOI,FADER,-G-GG,2,2,VOI,MATER,YGYGG,2,2,VOI,TAMER,GGGGG,0,0,VOI
88,COTTA,True,5,COULD,GG---,3,3,LLM,COHEN,GG---,3,3,VOI,COORS,GG---,3,3,VOI,COMIC,GG---,3,3,VOI,COTTA,GGGGG,0,0,VOI,,,,,
89,CORBY,True,3,AIRES,--G--,4,4,LLM,BURCH,Y-GY-,4,4,VOI,CORBY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
90,POLIS,True,3,START,Y----,5,5,LLM,BOILS,-GYYG,3,3,VOI,POLIS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
91,ROXAS,True,6,CLUES,----G,4,4,LLM,TROIS,-YY-G,4,3,VOI,NORMS,-GY-G,3,3,VOI,SOARS,-GYYG,3,3,VOI,ROJAS,GG-GG,1,1,VOI,ROXAS,GGGGG,0,0,VOI
92,RANCE,True,4,GUESS,--Y--,5,5,LLM,HOMER,---YY,5,5,VOI,CARVE,YGY-G,3,3,VOI,RANCE,GGGGG,0,0,VOI,,,,,,,,,,
93,CARON,True,4,ALERT,Y--Y-,5,5,LLM,ROJAS,YY-Y-,5,5,VOI,DRAGO,-YY-Y,5,4,VOI,CARON,GGGGG,0,0,VOI,,,,,,,,,,
94,SURYA,True,5,BASED,-YY--,5,5,LLM,ROJAS,Y--YY,5,5,VOI,TRASK,-YYY-,5,5,VOI,SUPRA,GG-YG,2,2,VOI,SURYA,GGGGG,0,0,VOI,,,,,
95,AGGIE,True,5,GLYPH,Y----,5,5,LLM,DRAGO,--YY-,5,5,VOI,VAGUE,-YG-G,3,3,VOI,ANGIE,G-GGG,1,1,VOI,AGGIE,GGGGG,0,0,VOI,,,,,
96,CAUSA,True,4,AIRES,Y---Y,5,5,LLM,SAUNA,YGG-G,2,2,VOI,HAUSA,-GGGG,1,1,VOI,CAUSA,GGGGG,0,0,VOI,,,,,,,,,,
97,BAMBA,True,6,GIVEN,-----,5,5,LLM,CURLS,-----,5,5,VOI,PADDY,-G---,4,4,VOI,TABOO,-GY--,4,4,VOI,MAMBA,-GGGG,1,1,VOI,BAMBA,GGGGG,0,0,VOI
98,MAYNE,True,4,START,--Y--,5,5,LLM,MAGNA,GG-G-,2,2,VOI,MANNY,GG-GY,2,2,VOI,MAYNE,GGGGG,0,0,VOI,,,,,,,,,,
99,BOGGS,True,5,START,Y----,5,5,LLM,POLIS,-G--G,3,3,VOI,GOONS,YG--G,3,3,VOI,BOGUS,GGG-G,1,1,VOI,BOGGS,GGGGG,0,0,VOI,,,,,
100,FINNS,True,3,COULD,-----,5,5,LLM,TENSE,--GY-,4,4,VOI,FINNS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
