game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
30,YGBR,True,4,YGGR,3B0W,LLM,20,YGGB,2B1W,LLM,3,YBGR,2B2W,VOI,1,YGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,4,YYRG,0B2W,LLM,222,RBWY,2B1W,LLM,14,BGWY,1B2W,VOI,2,GBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,6,RGWO,0B2W,LLM,312,BWGW,2B0W,LLM,38,BYOW,1B0W,VOI,5,WWRW,0B1W,VOI,4,BRGG,3B0W,VOI,2,BRGB,4B0W,VOI,1,,,,,,,,,,,,,,,,
33,YGRW,True,5,RWGY,0B4W,LLM,9,GRYW,1B3W,LLM,4,WGYR,1B3W,VOI,2,GYWR,0B4W,VOI,1,YGRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
34,RWGY,True,4,BBWY,1B1W,LLM,230,YWWO,1B1W,LLM,37,GYWR,0B4W,VOI,1,RWGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,4,YBRO,2B0W,LLM,96,GBBO,1B0W,LLM,26,YYOO,3B0W,VOI,4,YYYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
36,RWYR,True,6,BGBW,0B1W,LLM,276,OYGR,1B1W,LLM,53,YYWO,0B2W,VOI,10,OBOY,0B1W,VOI,4,WRYR,2B2W,VOI,1,RWYR,4B0W,VOI,1,,,,,,,,,,,,,,,,
37,YBBY,True,5,BGBW,1B1W,LLM,230,GYRW,0B1W,LLM,31,YBBB,3B0W,VOI,4,YBBO,3B0W,VOI,1,YBBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
38,YGYB,True,3,RBYO,1B1W,LLM,252,YBGY,1B3W,LLM,2,YGYB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WOBR,True,5,YYRO,0B2W,LLM,222,GOGR,2B0W,LLM,23,WOOR,3B0W,VOI,5,WOWR,3B0W,VOI,1,WOBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
40,BYRG,False,1,BGBO,1B1W,LLM,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RBBO,False,1,RRYY,1B0W,LLM,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,OBRO,True,5,YGBO,1B1W,LLM,252,GWBR,0B2W,LLM,57,YYRB,1B1W,VOI,10,BRRO,2B1W,VOI,1,OBRO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
43,WRYR,True,3,BYYR,2B0W,LLM,105,RYWR,1B3W,LLM,1,WRYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,GGRY,True,5,BGWO,1B0W,LLM,108,RYWR,0B2W,LLM,13,BRYY,1B1W,VOI,2,YROO,0B2W,VOI,1,GGRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
45,YYYG,True,6,GWRO,0B1W,LLM,152,BBGY,0B2W,LLM,21,YRYB,2B0W,VOI,5,OOYB,1B0W,VOI,3,YGYG,3B0W,VOI,1,YYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,
46,ROBW,True,6,GWOW,1B1W,LLM,230,OGOO,0B1W,LLM,51,GYWR,0B2W,VOI,10,BWGB,0B2W,VOI,2,YOBW,3B0W,VOI,1,ROBW,4B0W,VOI,1,,,,,,,,,,,,,,,,
47,WGBB,True,4,BWRW,0B2W,LLM,222,GYWB,1B2W,LLM,23,WOGB,2B1W,VOI,1,WGBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
48,BOOR,True,5,OYBG,0B2W,LLM,312,GWRY,0B1W,LLM,28,YOYO,1B1W,VOI,7,RBOO,1B3W,VOI,1,BOOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
49,WWOY,True,6,BGOW,1B1W,LLM,252,RGBY,1B0W,LLM,21,RORW,0B2W,VOI,4,OWOY,3B0W,VOI,2,YWOY,3B0W,VOI,1,WWOY,4B0W,VOI,1,,,,,,,,,,,,,,,,
50,WWGR,True,5,OWRG,1B2W,LLM,132,RWOB,1B1W,LLM,24,WGOG,1B1W,VOI,6,ROYG,0B2W,VOI,1,WWGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
51,YBYB,False,1,YWBR,1B1W,LLM,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,WBWR,True,4,RWBO,0B3W,LLM,136,GORW,0B2W,LLM,28,WRWB,2B2W,VOI,1,WBWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
53,GOWY,True,3,OGBR,0B2W,LLM,312,GBWY,3B0W,LLM,8,GOWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,RYWO,True,5,GYOY,1B1W,LLM,230,WOWY,1B2W,LLM,16,WYYW,1B1W,VOI,7,OYWB,2B1W,VOI,1,RYWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
55,RBYY,False,1,RWGY,2B0W,LLM,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,BRWO,True,6,WGRB,0B3W,LLM,136,RWGY,0B2W,LLM,27,GBWW,1B1W,VOI,10,BRWR,3B0W,VOI,2,BOWR,2B2W,VOI,1,BRWO,4B0W,VOI,1,,,,,,,,,,,,,,,,
57,BOBO,True,5,BRRY,1B0W,LLM,182,WGRG,0B0W,LLM,16,BBBO,3B0W,VOI,3,BBBB,2B0W,VOI,2,BOBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
58,ROYG,True,3,YBGG,1B1W,LLM,230,BWRG,1B1W,LLM,42,ROYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,RWOB,True,5,BGGR,0B2W,LLM,222,GWOB,3B0W,LLM,8,GWBB,2B0W,VOI,4,GYOB,2B0W,VOI,2,RWOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
60,OGOO,True,5,BGBR,1B0W,LLM,182,WYRR,0B0W,LLM,10,OGGO,3B0W,VOI,3,OGGG,2B0W,VOI,1,OGOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
61,YBOY,True,5,BWBO,0B2W,LLM,222,WBRR,1B0W,LLM,32,WGOG,1B0W,VOI,2,OBOY,3B0W,VOI,1,YBOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
62,GYGY,True,4,WWGO,1B0W,LLM,182,YYBO,1B1W,LLM,40,BROO,0B0W,VOI,4,GYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
63,YYRB,True,4,BWBR,0B2W,LLM,222,YBWO,1B1W,LLM,42,YRGB,2B1W,VOI,1,YYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
64,YBGG,False,1,WRGY,1B1W,LLM,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,GWWY,True,5,BGBW,0B2W,LLM,222,RBWY,2B0W,LLM,20,GOWY,3B0W,VOI,2,GYWY,3B0W,VOI,1,GWWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
66,BYGR,True,5,RGRW,0B2W,LLM,222,GWBO,0B2W,LLM,41,YRGB,1B3W,VOI,2,BRYG,1B3W,VOI,1,BYGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
67,RORB,True,5,RRYB,2B1W,LLM,40,RYGB,2B0W,LLM,4,RYYR,1B1W,VOI,3,RBRB,3B0W,VOI,2,RORB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
68,WOYW,True,4,OWBR,0B2W,LLM,312,YGWO,0B3W,LLM,32,WYOY,1B2W,VOI,1,WOYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
69,GYOB,True,3,BGGY,0B3W,LLM,44,GBYW,1B2W,LLM,10,GYOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,WRBG,True,5,RGOY,0B2W,LLM,312,BRRG,2B1W,LLM,13,BRGB,1B2W,VOI,2,GRBG,3B0W,VOI,1,WRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
71,GYGO,True,5,OGRW,0B2W,LLM,312,GYYR,2B0W,LLM,31,GYOB,2B1W,VOI,3,GWYB,1B1W,VOI,1,GYGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
72,OBGO,True,4,WWBR,0B1W,LLM,276,GYRG,0B1W,LLM,43,OBOY,2B1W,VOI,5,OBGO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
73,YYYY,True,3,GRYW,1B0W,LLM,108,BRRR,0B0W,LLM,24,YYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BYBR,True,5,YGOR,1B1W,LLM,252,GGBY,1B1W,LLM,49,OGGG,0B0W,VOI,6,RYBR,3B0W,VOI,2,BYBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
75,WGOR,True,4,BGWY,1B1W,LLM,252,WGRO,2B2W,LLM,2,OGRW,1B3W,VOI,1,WGOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
76,BRBW,True,3,GBWO,0B2W,LLM,312,BRRW,3B0W,LLM,6,BRBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,YRBO,True,4,RWGB,0B2W,LLM,312,GORY,0B3W,LLM,28,BYOR,0B4W,VOI,1,YRBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
78,RYGR,False,1,YWBY,0B1W,LLM,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BGRG,True,5,BBWY,1B0W,LLM,182,BGRO,3B0W,LLM,6,BRRO,2B0W,VOI,3,BGOO,2B0W,VOI,1,BGRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
80,BWWO,True,6,BGWO,3B0W,LLM,20,BGWY,2B0W,LLM,12,BGOO,2B0W,VOI,6,BRWO,3B0W,VOI,2,BBWO,3B0W,VOI,1,BWWO,4B0W,VOI,1,,,,,,,,,,,,,,,,
81,YOOW,True,5,BWBR,0B1W,LLM,276,ORGO,0B2W,LLM,42,GYOB,1B1W,VOI,10,GGRY,0B1W,VOI,1,YOOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
82,BYGB,True,3,ORGO,1B0W,LLM,182,YGGB,2B1W,LLM,12,BYGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,RYOY,True,4,RYBO,2B1W,LLM,48,RWBY,2B0W,LLM,5,ROBR,1B1W,VOI,2,RYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
84,BRRR,True,5,OOGY,0B0W,LLM,81,WBRR,2B1W,LLM,10,RBRB,1B2W,VOI,2,BBWR,2B0W,VOI,1,BRRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
85,WBGY,True,5,RYYG,0B2W,LLM,222,YGBO,0B3W,LLM,21,GOWY,1B2W,VOI,2,BWGY,2B2W,VOI,1,WBGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
86,BWWB,False,1,BRGW,1B1W,LLM,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BRRY,True,4,OOWG,0B0W,LLM,81,RYBR,0B4W,LLM,2,YRRB,2B2W,VOI,1,BRRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
88,OOBB,False,1,YBWB,1B1W,LLM,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YOYR,False,1,OOGG,1B0W,LLM,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,OBRY,True,5,ROBW,0B3W,LLM,136,ORWG,1B1W,LLM,28,BRRO,1B2W,VOI,4,YROB,0B4W,VOI,1,OBRY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
91,GBRO,True,5,GBYY,2B0W,LLM,105,GBRW,3B0W,LLM,8,GBWW,2B0W,VOI,4,GBRG,3B0W,VOI,3,GBRO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
92,BYRB,True,6,YGWR,0B2W,LLM,312,RYBO,1B2W,LLM,34,GBRO,1B1W,VOI,8,ORYO,0B2W,VOI,2,BYRY,3B0W,VOI,1,BYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,
93,BBRG,False,1,WGRY,1B1W,LLM,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,WRYW,True,5,BWRR,0B2W,LLM,222,WGYB,2B0W,LLM,17,WBWB,1B1W,VOI,2,RGBB,0B1W,VOI,1,WRYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
95,BBWO,True,4,OOGB,0B2W,LLM,222,YGWO,2B0W,LLM,20,BRWO,3B0W,VOI,2,BBWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
96,WYGY,True,5,BWRW,0B1W,LLM,276,RRGY,2B0W,LLM,24,RYOY,2B0W,VOI,3,RROR,0B0W,VOI,1,WYGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
97,ORBG,True,4,WBGG,1B1W,LLM,230,OWGR,1B2W,LLM,23,OGRG,2B1W,VOI,1,ORBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
98,WYGG,True,6,YWGB,1B2W,LLM,132,BWRY,0B2W,LLM,38,GYOB,1B1W,VOI,6,WGBB,1B1W,VOI,2,WYGW,3B0W,VOI,1,WYGG,4B0W,VOI,1,,,,,,,,,,,,,,,,
99,YOOG,True,3,RGBW,0B1W,LLM,152,OOGG,2B1W,LLM,6,YOOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,YBYY,True,5,RYBW,0B2W,LLM,312,BBOY,2B0W,LLM,32,GBOR,1B0W,VOI,6,YWOY,2B0W,VOI,1,YBYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
