game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
11,RYPO,True,5,RGYO,2B1W,LLM,72,RGOR,1B1W,VOI,25,ROYB,1B2W,VOI,3,RYWO,3B0W,VOI,2,RYPO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
12,GYKK,True,6,RRGB,0B1W,LLM,1160,OGWY,0B2W,VOI,244,BWKO,1B0W,VOI,27,YORO,0B1W,VOI,5,KYKG,2B2W,VOI,1,GYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,
13,YYKK,True,5,RGBW,0B0W,LLM,256,POPK,1B0W,VOI,18,PYYY,1B1W,VOI,4,YOYO,1B1W,VOI,1,YYKK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,5,RGBW,0B2W,LLM,936,WBOY,0B2W,VOI,196,OWPG,3B0W,VOI,5,OWGG,2B0W,VOI,2,YWPG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,RYYG,True,5,RGBW,1B1W,LLM,660,PRBK,0B1W,VOI,147,YGGR,0B3W,VOI,4,ROYG,3B0W,VOI,1,RYYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,YGYO,True,6,RBGW,0B1W,LLM,976,KWOY,0B2W,VOI,228,GYKP,0B2W,VOI,42,PORK,0B1W,VOI,6,OGYG,2B1W,VOI,1,YGYO,4B0W,CSS,1,,,,,,,,,,,,,,,,
17,PWWO,True,6,RGBW,0B1W,LLM,976,GPYK,0B1W,VOI,174,OOKB,0B1W,VOI,24,YWOY,1B1W,VOI,4,WWPO,2B2W,VOI,1,PWWO,4B0W,CSS,1,,,,,,,,,,,,,,,,
18,YOGW,True,3,RGBW,1B1W,LLM,660,WGKO,0B3W,VOI,37,YOGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,6,RGBW,1B0W,LLM,500,KGPY,2B1W,VOI,21,PGYY,2B0W,VOI,6,KGYO,3B0W,VOI,2,KGYG,3B0W,VOI,1,KGYK,4B0W,CSS,1,,,,,,,,,,,,,,,,
20,OYOP,True,5,RGYB,0B1W,LLM,976,WRKP,1B0W,VOI,112,OYKO,2B1W,VOI,7,YKKO,0B2W,VOI,1,OYOP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,5,RGBW,2B0W,LLM,216,RPBO,1B1W,VOI,52,YGBP,0B1W,VOI,5,RKPW,3B0W,VOI,2,RRPW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,BOYY,True,6,RGBW,0B1W,LLM,976,YKRP,0B1W,VOI,174,OPOG,0B1W,VOI,24,KWKO,0B1W,VOI,2,BOYB,3B0W,VOI,1,BOYY,4B0W,CSS,1,,,,,,,,,,,,,,,,
23,PPRP,True,6,RGBW,0B1W,LLM,976,OYRP,2B0W,VOI,64,GYKP,1B0W,VOI,15,OWOP,1B0W,VOI,3,PRRP,3B0W,VOI,1,PPRP,4B0W,CSS,1,,,,,,,,,,,,,,,,
24,WYOY,True,5,RGBW,0B1W,LLM,976,YPKR,0B1W,VOI,174,OBPO,0B1W,VOI,24,KOGK,0B1W,VOI,2,WYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
25,OYOO,True,6,RYBO,2B0W,LLM,216,RYWP,1B0W,VOI,64,RRBK,0B0W,VOI,9,OYGO,3B0W,VOI,4,OYYO,3B0W,VOI,1,OYOO,4B0W,CSS,1,,,,,,,,,,,,,,,,
26,BYKG,True,6,RGBW,0B2W,LLM,936,PWRY,0B1W,VOI,180,GOKR,1B1W,VOI,34,YOGB,0B3W,VOI,4,GBPO,0B2W,VOI,1,BYKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
27,YYOY,True,5,RGGY,1B0W,LLM,682,BBOY,2B0W,VOI,70,BYPY,2B0W,VOI,8,BWKY,1B0W,VOI,2,YYOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
28,WYRW,True,6,ROBY,0B2W,LLM,936,OPYG,0B1W,VOI,180,YRKW,1B2W,VOI,13,YKRR,1B1W,VOI,2,YBWK,0B2W,VOI,1,WYRW,4B0W,CSS,1,,,,,,,,,,,,,,,,
29,GWRW,True,5,RYGB,0B2W,LLM,936,PBRO,1B0W,VOI,118,BBYK,0B0W,VOI,14,WGRW,2B2W,VOI,2,GWRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
30,GYPK,True,4,RGBW,0B1W,LLM,976,KOYG,0B3W,VOI,67,PKGY,0B4W,VOI,2,GYPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
31,PRWR,True,5,RROO,1B1W,LLM,456,YRRW,1B2W,VOI,32,RKRY,0B2W,VOI,8,WRPR,2B2W,VOI,1,PRWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
32,GOYR,True,5,RGYP,1B2W,LLM,204,GGPY,1B1W,VOI,62,RRPG,0B2W,VOI,13,YGWR,1B2W,VOI,4,GOYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,6,RGBW,0B1W,LLM,976,OPRK,0B2W,VOI,228,YKOG,0B2W,VOI,42,KWYP,1B1W,VOI,6,PBYO,1B0W,VOI,2,WWKO,4B0W,CSS,1,,,,,,,,,,,,,,,,
34,WORG,True,5,RGBW,0B3W,LLM,224,BWYG,1B1W,VOI,52,PRWG,1B2W,VOI,6,WKRG,3B0W,VOI,1,WORG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
35,OGPP,True,4,RGBW,1B0W,LLM,500,RYKO,0B1W,VOI,117,PPOW,0B3W,VOI,1,OGPP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
36,RWOY,True,4,ROYW,1B3W,LLM,8,YOWR,0B4W,VOI,3,OYRW,0B4W,VOI,2,RWOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
37,KBPY,True,5,RGBW,0B1W,LLM,976,YBPK,2B2W,VOI,5,YKPB,1B3W,VOI,3,YBKP,1B3W,VOI,1,KBPY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
38,GKKP,True,5,RGYB,0B1W,LLM,976,YKWP,2B0W,VOI,64,OKGP,2B1W,VOI,4,GKPP,3B0W,VOI,1,GKKP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
39,PRYO,True,5,RGBW,0B1W,LLM,976,YOKG,0B2W,VOI,228,BPYO,2B1W,VOI,9,OPYR,1B3W,VOI,1,PRYO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
40,GBRW,True,5,RGBO,0B3W,LLM,224,BORW,2B1W,VOI,13,KORB,1B1W,VOI,3,BWRG,1B3W,VOI,1,GBRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
41,OWOG,True,5,RROB,1B0W,LLM,682,PKOP,1B0W,VOI,148,YGOW,1B2W,VOI,15,OWOY,3B0W,VOI,2,OWOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
42,WPBB,True,5,RGBW,1B1W,LLM,660,ROPB,1B1W,VOI,108,RWRP,0B2W,VOI,15,BPPW,1B2W,VOI,1,WPBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
43,YROK,True,6,RGYP,0B2W,LLM,936,KBGR,0B2W,VOI,196,OPKG,0B2W,VOI,32,PRPK,2B0W,VOI,6,BRPO,1B1W,VOI,1,YROK,4B0W,CSS,1,,,,,,,,,,,,,,,,
44,GRKG,True,5,RGYB,0B2W,LLM,936,YBPO,0B0W,VOI,52,KKGR,0B3W,VOI,6,WRKG,3B0W,VOI,1,GRKG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
45,RWPK,True,5,RGYB,1B0W,LLM,500,WPYK,1B2W,VOI,30,POYW,0B2W,VOI,4,WKPB,1B2W,VOI,2,RWPK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
46,YWGB,True,7,RGBW,0B3W,LLM,224,BWKG,1B2W,VOI,32,WWGB,3B0W,VOI,4,OWGB,3B0W,VOI,3,PWGB,3B0W,VOI,2,GWGB,3B0W,CSS,1,YWGB,4B0W,CSS,1,,,,,,,,,,,,
47,OWRB,True,4,RGBW,0B3W,LLM,224,WPGR,0B2W,VOI,60,BWYG,1B1W,VOI,8,OWRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
48,GBGW,True,6,RGBY,0B2W,LLM,936,KRWB,0B2W,VOI,196,PBGK,2B0W,VOI,21,OBGW,3B0W,VOI,3,BBGW,3B0W,VOI,2,GBGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
49,YWPY,True,5,ROBK,0B0W,LLM,256,GPGW,0B2W,VOI,42,YGYP,1B2W,VOI,5,WYYG,0B3W,VOI,1,YWPY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
50,GOKY,True,5,RGYB,0B2W,LLM,936,YBOK,0B3W,VOI,56,BYWO,0B2W,VOI,13,OKBG,0B3W,VOI,2,GOKY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
51,PRWG,True,6,RGBW,0B3W,LLM,224,BWPG,1B2W,VOI,32,GWWB,1B1W,VOI,6,WRPB,1B2W,VOI,2,GBPR,0B3W,VOI,1,PRWG,4B0W,CSS,1,,,,,,,,,,,,,,,,
52,OYOW,True,5,RBYO,0B2W,LLM,936,PRWY,0B2W,VOI,196,YKBP,0B1W,VOI,32,BWGR,0B1W,VOI,2,OYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
53,KBRB,True,5,RGBY,0B2W,LLM,936,YBOW,1B0W,VOI,118,YRPK,0B2W,VOI,15,BBRP,2B1W,VOI,3,KBRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
54,WPWO,True,6,RGBW,0B1W,LLM,976,KYPG,0B1W,VOI,174,BOKO,1B0W,VOI,24,PRRO,1B1W,VOI,3,POWP,1B2W,VOI,1,WPWO,4B0W,CSS,1,,,,,,,,,,,,,,,,
55,BOPO,True,5,RGBY,0B1W,LLM,976,WPKG,0B1W,VOI,174,BOWO,3B0W,VOI,6,BOWW,2B0W,VOI,2,BOPO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
56,WKYR,True,4,RGBO,0B1W,LLM,976,WYRK,1B3W,VOI,6,WRKY,1B3W,VOI,3,WKYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
57,WWYP,True,3,RBYO,1B0W,LLM,500,WGKO,1B0W,VOI,62,WWYP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,YBPO,True,5,RGBY,0B2W,LLM,936,YBWK,2B0W,VOI,60,YPGK,1B1W,VOI,13,YBOP,2B2W,VOI,1,YBPO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
59,OBGY,True,4,RGYB,0B3W,LLM,224,PBRG,1B1W,VOI,52,GBOY,2B2W,VOI,1,OBGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
60,GGGR,True,6,RGBY,1B1W,LLM,660,BGWO,1B0W,VOI,81,PGYK,1B0W,VOI,9,RRYO,0B1W,VOI,2,GGRG,2B2W,VOI,1,GGGR,4B0W,CSS,1,,,,,,,,,,,,,,,,
61,BWKG,True,6,RGBO,0B2W,LLM,936,YPGR,0B1W,VOI,180,OKWG,1B2W,VOI,13,KOOG,1B1W,VOI,3,WBKG,2B2W,VOI,1,BWKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
62,YKBW,True,4,RGBO,1B0W,LLM,500,PWYO,0B2W,VOI,90,KPBY,1B2W,VOI,7,YKBW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
63,BOKB,True,6,RGBW,0B1W,LLM,976,KWOP,0B2W,VOI,228,OPRY,0B1W,VOI,32,PKGK,0B1W,VOI,3,BBKO,2B2W,VOI,1,BOKB,4B0W,CSS,1,,,,,,,,,,,,,,,,
64,KYGB,True,5,ROYW,0B1W,LLM,976,KPGO,2B0W,VOI,64,KRGB,3B0W,VOI,5,KRGG,2B0W,VOI,2,KYGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
65,PROO,True,6,RGBW,0B1W,LLM,976,WPOK,1B1W,VOI,179,OPYB,0B2W,VOI,34,KROY,2B0W,VOI,5,PROR,3B0W,VOI,2,PROO,4B0W,CSS,1,,,,,,,,,,,,,,,,
66,OBOY,True,4,ROBY,1B2W,LLM,204,ORYY,2B0W,VOI,19,OOYB,1B3W,VOI,1,OBOY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
67,YORK,True,5,RGBW,0B1W,LLM,976,OPYR,0B3W,VOI,67,PKRY,1B2W,VOI,9,KORP,2B1W,VOI,2,YORK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
68,WGOR,True,4,RGBY,1B1W,LLM,660,PWBG,0B2W,VOI,141,YGKW,1B1W,VOI,22,WGOR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
69,RKGB,True,5,YYYR,0B1W,LLM,978,RBRG,1B2W,VOI,65,GGRB,1B2W,VOI,8,RPGB,3B0W,VOI,3,RKGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
70,YWBO,True,4,RGBW,1B1W,LLM,660,GPBK,1B0W,VOI,81,BWBO,3B0W,VOI,6,YWBO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
71,RORP,True,6,WBKO,0B1W,LLM,976,BPRG,1B1W,VOI,179,GORY,2B0W,VOI,16,PWRY,1B1W,VOI,4,GRRW,1B1W,VOI,1,RORP,4B0W,CSS,1,,,,,,,,,,,,,,,,
72,WRYR,True,5,RGBW,0B2W,LLM,936,KPGR,1B0W,VOI,118,OYWR,1B2W,VOI,12,YWRR,1B3W,VOI,1,WRYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
73,PYBP,True,6,RGBW,1B0W,LLM,500,PGOK,1B0W,VOI,62,RYKK,1B0W,VOI,14,PYBB,3B0W,VOI,2,PYBY,3B0W,VOI,1,PYBP,4B0W,CSS,1,,,,,,,,,,,,,,,,
74,OBBG,True,6,RGBW,1B1W,LLM,660,PWBK,1B0W,VOI,81,OBBR,3B0W,VOI,6,OYBR,2B0W,VOI,2,BBBR,2B0W,VOI,1,OBBG,4B0W,CSS,1,,,,,,,,,,,,,,,,
75,GRYP,True,4,ROYW,1B1W,LLM,660,RKOB,0B1W,VOI,147,YGYO,1B1W,VOI,25,GRYP,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
76,YYRR,True,5,RGYB,0B2W,LLM,936,ORBP,0B1W,VOI,180,KWRY,1B1W,VOI,35,GKOY,0B1W,VOI,2,YYRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
77,WRBG,True,6,RGYB,0B3W,LLM,224,KRBY,2B0W,VOI,23,GROY,1B1W,VOI,3,PRBG,3B0W,VOI,2,BRBG,3B0W,VOI,1,WRBG,4B0W,CSS,1,,,,,,,,,,,,,,,,
78,YYGW,True,6,RRGB,1B0W,LLM,682,YOOB,1B0W,VOI,148,KWPB,0B1W,VOI,32,POGG,1B0W,VOI,6,ROKK,0B0W,VOI,1,YYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
79,KKKG,True,6,RGBW,0B1W,LLM,976,YPGO,0B1W,VOI,174,OKKR,2B0W,VOI,18,BKKY,2B0W,VOI,4,GKKK,2B2W,VOI,1,KKKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
80,PBWG,True,5,RGBW,0B3W,LLM,224,PWRG,2B1W,VOI,13,WKRG,1B1W,VOI,3,BWPG,1B3W,VOI,1,PBWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
81,KBWP,True,6,RGBW,0B2W,LLM,936,BOKG,0B2W,VOI,196,OBWP,3B0W,VOI,5,OBWB,2B0W,VOI,2,OBRP,2B0W,VOI,1,KBWP,4B0W,CSS,1,,,,,,,,,,,,,,,,
82,BBBB,True,5,RGBW,1B0W,LLM,500,OKBY,1B0W,VOI,62,OGPO,0B0W,VOI,13,RKRK,0B0W,VOI,1,BBBB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
83,OGKG,True,6,RGBW,1B0W,LLM,500,RYPO,0B1W,VOI,117,KKBP,0B1W,VOI,18,YGYK,1B1W,VOI,2,YWKW,1B0W,VOI,1,OGKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
84,YKOO,True,6,RGBY,0B1W,LLM,976,KWRO,1B1W,VOI,179,YWOP,2B0W,VOI,16,BWOW,1B0W,VOI,4,YWKK,1B1W,VOI,1,YKOO,4B0W,CSS,1,,,,,,,,,,,,,,,,
85,OGWR,True,5,RGBW,1B2W,LLM,204,RBGR,1B1W,VOI,62,WRGW,0B3W,VOI,14,GGWR,3B0W,VOI,4,OGWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
86,PPPW,True,4,RGYB,0B0W,LLM,256,KPPW,3B0W,VOI,12,KPOW,2B0W,VOI,4,PPPW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
87,PYRK,True,4,RGBO,0B1W,LLM,976,YRPW,0B3W,VOI,67,WPRK,2B1W,VOI,5,PYRK,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
88,WPBW,True,6,RGBW,2B0W,LLM,216,PYBW,2B1W,VOI,12,BPBW,3B0W,VOI,3,KPBW,3B0W,VOI,2,OPBW,3B0W,VOI,1,WPBW,4B0W,CSS,1,,,,,,,,,,,,,,,,
89,YORO,True,5,RGBW,0B1W,LLM,976,POWK,1B0W,VOI,112,YOGY,2B0W,VOI,14,OOGO,2B0W,VOI,3,YORO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
90,BGWW,True,6,RRGB,0B2W,LLM,546,POBG,0B2W,VOI,107,WBPR,0B2W,VOI,17,GPRK,0B1W,VOI,3,BGWY,3B0W,VOI,1,BGWW,4B0W,CSS,1,,,,,,,,,,,,,,,,
91,KKGB,True,6,RGBW,0B2W,LLM,936,YRWK,0B1W,VOI,180,PORB,1B0W,VOI,16,WOGG,1B0W,VOI,4,BYGB,2B0W,VOI,1,KKGB,4B0W,CSS,1,,,,,,,,,,,,,,,,
92,GYWR,True,4,RGBW,0B3W,LLM,224,GRWY,2B2W,VOI,4,GWRY,1B3W,VOI,2,GYWR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
93,RPRG,True,5,RGBW,1B1W,LLM,660,PGOB,0B2W,VOI,141,WKBP,0B1W,VOI,19,RYPG,2B1W,VOI,2,RPRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
94,GPRB,True,4,RGBY,0B3W,LLM,224,GWYB,2B0W,VOI,23,GRYP,1B2W,VOI,1,GPRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
95,BYOO,True,5,RGBW,0B1W,LLM,976,POKB,0B2W,VOI,228,ORYK,0B2W,VOI,42,KPGY,0B1W,VOI,4,BYOO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
96,BOYP,True,6,RGBW,0B1W,LLM,976,POWY,1B2W,VOI,71,KWPY,0B2W,VOI,19,PYRO,0B3W,VOI,3,GOYP,3B0W,VOI,1,BOYP,4B0W,CSS,1,,,,,,,,,,,,,,,,
97,PPRB,True,4,RGBY,0B2W,LLM,936,GOPB,1B1W,VOI,170,KPRB,3B0W,VOI,4,PPRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
98,GRGR,True,5,ROBY,0B1W,LLM,976,GWKR,2B0W,VOI,64,OWKP,0B0W,VOI,4,GGGR,3B0W,VOI,2,GRGR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
99,PGBR,True,5,RGBW,2B1W,LLM,72,RWBB,1B1W,VOI,25,WGBY,2B0W,VOI,4,GGBR,3B0W,VOI,3,PGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
100,PRPP,True,6,RGYB,0B1W,LLM,976,BPWK,0B1W,VOI,174,OYPO,1B0W,VOI,24,OKKG,0B0W,VOI,2,PRPR,3B0W,VOI,1,PRPP,4B0W,CSS,1,,,,,,,,,,,,,,,,
